composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.650864,66.413424,0.015057,0.449219,0.000000,0.449219,0.001776,1.776000
2,2,9.632555,66.024968,0.015146,0.449219,0.087009,0.536228,0.001784,1.784000
3,2,9.619744,64.444989,0.015517,0.449219,0.412521,0.861740,0.001736,1.736000
4,2,9.717971,56.853062,0.017589,2.539062,2.541250,5.080312,0.001532,1.651000
5,2,9.517364,50.773765,0.019695,1.212706,0.918608,2.131314,0.001372,1.158000
6,3,9.618713,63.689446,0.015701,0.449219,0.483780,0.932998,0.001726,1.748000
7,3,9.715915,56.844458,0.017592,2.539062,2.616986,5.156049,0.001548,1.659000
8,3,9.512423,50.929661,0.019635,1.221588,1.004147,2.225734,0.001380,1.158000
9,3,9.605032,56.363007,0.017742,2.520638,2.974740,5.495378,0.001516,1.580000
10,3,9.544768,50.992682,0.019611,1.221588,1.348449,2.570037,0.001392,1.138000
11,3,9.602199,51.185777,0.019537,3.311431,3.387084,6.698516,0.001380,1.137000
12,4,9.608448,55.616358,0.017980,2.520638,3.046666,5.567305,0.001508,1.596000
13,4,9.518169,50.209685,0.019916,1.224454,1.414315,2.638769,0.001370,1.138000
14,4,9.616204,51.210017,0.019527,3.311431,3.462567,6.773999,0.001420,1.184000
15,4,9.627145,51.319126,0.019486,3.310161,3.800522,7.110683,0.001400,1.112000
16,5,9.549903,50.347332,0.019862,3.310161,3.841736,7.151897,0.001370,1.101000
