composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.179640,65.113687,0.015358,0.449219,0.000000,0.449219,0.031077,31.076800
2,2,7.947174,63.027757,0.015866,0.449219,0.063705,0.512924,0.030952,30.952000
3,2,7.717435,46.819615,0.021359,1.230469,0.785011,2.015480,0.024049,20.334800
4,2,7.735529,59.691875,0.016753,0.449219,0.377838,0.827056,0.030165,30.164800
5,2,7.968519,53.568446,0.018668,2.539062,2.100377,4.639439,0.026505,28.243400
6,3,7.728060,58.847529,0.016993,0.449219,0.441386,0.890605,0.029772,30.166400
7,3,7.615413,46.414210,0.021545,1.230469,0.848871,2.079340,0.024044,20.210800
8,3,7.960152,47.786771,0.020926,3.320312,2.884889,6.205202,0.024042,19.705000
9,3,7.905943,53.320251,0.018755,2.539062,2.163965,4.703028,0.026510,28.136800
10,3,7.882734,53.232095,0.018786,2.539062,2.476851,5.015913,0.026502,27.337800
11,3,7.544494,46.135073,0.021675,1.230469,1.162574,2.393042,0.024045,19.427600
12,4,7.875657,52.388094,0.019088,2.539062,2.540593,5.079655,0.026108,27.338600
13,4,7.537437,45.291553,0.022079,1.230469,1.226351,2.456820,0.023653,19.429200
14,4,7.897505,47.537493,0.021036,3.320312,2.948767,6.269079,0.024043,19.593200
15,4,7.875197,47.452081,0.021074,3.320312,3.261894,6.582206,0.024041,18.802800
16,5,7.868143,46.608566,0.021455,3.320312,3.325678,6.645990,0.023649,18.805200
