Workflow_Type,Construction,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
case1_real,1,0.017605,7.248383,56.803259,0.449219,0.762681,0.606884,1
case1_real,16,0.023081,7.255596,43.326356,6.682615,1.000000,1.000000,5
case1_real,13,0.023150,7.233274,43.196895,2.476702,1.000000,0.987269,4
case2_homo,1,0.017605,7.248383,56.803259,0.449219,1.000000,1.000000,1
case2_homo,16,0.017567,7.255596,56.926210,6.682615,1.000000,1.000000,5
case2_homo,3,0.017645,7.231796,56.673134,0.833316,1.000000,1.000000,2
case3_hetero,1,0.002201,7.248383,454.426074,0.449219,0.264040,0.297781,1
case3_hetero,16,0.008326,7.255596,120.108124,6.682615,1.000000,1.000000,5
case3_hetero,15,0.008326,7.255526,120.107842,6.618559,1.000000,0.993750,4
