composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.208169,73.665354,0.013575,0.449219,0.000000,0.449219,0.061539,61.539200
2,2,8.735913,69.887302,0.014309,0.449219,0.063477,0.512695,0.061514,61.513600
3,2,7.983872,63.870974,0.015657,1.230469,0.781250,2.011719,0.061486,61.486400
4,2,8.258529,66.068234,0.015136,0.449219,0.375977,0.825195,0.061528,61.528000
5,2,7.960413,63.683303,0.015703,2.539062,2.089844,4.628906,0.061496,61.496000
6,3,8.231917,65.855333,0.015185,0.449219,0.439453,0.888672,0.061528,61.528000
7,3,7.769855,62.158842,0.016088,1.230469,0.844727,2.075195,0.061464,61.464000
8,3,7.633823,61.070587,0.016374,3.320312,2.871094,6.191406,0.061459,61.459200
9,3,7.824084,62.592675,0.015976,2.539062,2.153320,4.692383,0.061515,61.515200
10,3,7.720873,61.766983,0.016190,2.539062,2.465820,5.004883,0.061509,61.508800
11,3,7.570368,60.562942,0.016512,1.230469,1.157227,2.387695,0.061482,61.481600
12,4,7.694260,61.554083,0.016246,2.539062,2.529297,5.068359,0.061509,61.508800
13,4,7.543755,60.350041,0.016570,1.230469,1.220703,2.451172,0.061482,61.481600
14,4,7.497495,59.979959,0.016672,3.320312,2.934570,6.254883,0.061478,61.478400
15,4,7.394283,59.154267,0.016905,3.320312,3.247070,6.567383,0.061472,61.472000
16,5,7.367671,58.941367,0.016966,3.320312,3.310547,6.630859,0.061472,61.472000
