Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
9,10.000000,0.005320,7.844236,187.974290,2.425195,0.881173,0.889815,3
9,25.000000,0.004820,9.480072,207.484544,2.574034,0.881173,0.889815,3
10,0.000000,0.006890,6.961509,145.135601,5.004883,0.773810,0.765476,3
10,1.000000,0.006878,7.026883,145.400697,5.004883,0.773810,0.765476,3
10,5.000000,0.006626,7.484390,150.915210,5.089521,0.773810,0.765476,3
10,10.000000,0.006403,7.876943,156.177108,5.174160,0.773810,0.765476,3
10,25.000000,0.006084,9.446988,164.376305,5.255091,0.773810,0.765476,3
11,0.000000,0.007001,6.972054,142.831320,6.191406,0.937500,0.943490,3
11,1.000000,0.006999,7.037285,142.875815,6.191406,0.937500,0.943490,3
11,5.000000,0.006780,7.495405,147.483372,6.282129,0.937500,0.943490,3
11,10.000000,0.006548,7.920370,152.713957,6.344646,0.937500,0.943490,3
11,25.000000,0.006081,9.646456,164.435781,6.654156,0.937500,0.943490,3
12,0.000000,0.005577,6.933512,179.296725,2.451172,0.910880,0.923611,4
12,1.000000,0.005576,6.998623,179.329701,2.451172,0.910880,0.923611,4
12,5.000000,0.005384,7.454239,185.726105,2.479297,0.910880,0.923611,4
12,10.000000,0.005319,7.856777,188.000042,2.495083,0.910880,0.923611,4
12,25.000000,0.004734,9.561090,211.250645,2.643167,0.910880,0.923611,4
13,0.000000,0.006890,6.961724,145.136460,5.068359,0.830357,0.830357,4
13,1.000000,0.006878,7.027098,145.401556,5.068359,0.830357,0.830357,4
13,5.000000,0.006626,7.484665,150.916309,5.152998,0.830357,0.830357,4
13,10.000000,0.006403,7.877218,156.178207,5.237637,0.830357,0.830357,4
13,25.000000,0.005981,9.525742,167.199334,5.379376,0.830357,0.830357,4
14,0.000000,0.007158,6.970889,139.709200,6.254883,0.957933,0.962139,4
14,1.000000,0.007156,7.036000,139.742415,6.254883,0.957933,0.962139,4
14,5.000000,0.006928,7.494032,144.347177,6.347340,0.957933,0.962139,4
14,10.000000,0.006733,7.912446,148.516810,6.411412,0.957933,0.962139,4
14,25.000000,0.006282,9.584256,159.196231,6.693880,0.957933,0.962139,4
15,0.000000,0.008436,6.972574,118.544654,6.567383,1.000000,0.993750,4
15,1.000000,0.008433,7.037805,118.581949,6.567383,1.000000,0.993750,4
15,5.000000,0.008117,7.495916,123.192610,6.675033,1.000000,0.993750,4
15,10.000000,0.007839,8.017512,127.567387,6.797568,1.000000,0.993750,4
15,25.000000,0.007555,9.670917,132.361955,7.066642,1.000000,0.993750,4
16,0.000000,0.008436,6.972789,118.545513,6.630859,1.000000,1.000000,5
16,1.000000,0.008433,7.038019,118.582808,6.630859,1.000000,1.000000,5
16,5.000000,0.008117,7.496251,123.193949,6.738509,1.000000,1.000000,5
16,10.000000,0.007846,7.958328,127.449688,6.838147,1.000000,1.000000,5
16,25.000000,0.007470,9.570173,133.870449,7.133803,1.000000,1.000000,5
