Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.002253,6.936592,443.941900,0.449219,0.264040,0.297781,1
1,1.000000,0.002242,7.001732,446.026383,0.449219,0.264040,0.297781,1
1,5.000000,0.002171,7.457713,460.617762,0.449219,0.264040,0.297781,1
1,10.000000,0.002114,7.848553,473.124659,0.449219,0.264040,0.297781,1
1,25.000000,0.001911,9.477056,523.152245,0.445000,0.264040,0.297781,1
2,0.000000,0.002270,6.930627,440.512580,0.512695,0.632755,0.649521,2
2,1.000000,0.002259,6.995763,442.595243,0.512695,0.632755,0.649521,2
2,5.000000,0.002187,7.451293,457.172203,0.512695,0.632755,0.649521,2
2,10.000000,0.002129,7.841747,469.666741,0.512695,0.632755,0.649521,2
2,25.000000,0.001924,9.442900,519.723563,0.537228,0.632755,0.649521,2
3,0.000000,0.002386,6.927272,419.025474,0.825195,0.638221,0.640865,2
3,1.000000,0.002375,6.992408,421.106465,0.825195,0.638221,0.640865,2
3,5.000000,0.002295,7.447400,435.669565,0.825195,0.638221,0.640865,2
3,10.000000,0.002231,7.837496,448.152633,0.825195,0.638221,0.640865,2
3,25.000000,0.002015,9.481412,496.301492,0.894066,0.638221,0.640865,2
4,0.000000,0.004908,6.935177,203.736132,2.011719,0.784274,0.812248,2
4,1.000000,0.004907,7.000408,203.783988,2.011719,0.784274,0.812248,2
4,5.000000,0.004758,7.456261,210.182434,2.036214,0.784274,0.812248,2
4,10.000000,0.004707,7.846511,212.434399,2.044380,0.784274,0.812248,2
4,25.000000,0.004277,9.473331,233.792157,2.125815,0.784274,0.812248,2
5,0.000000,0.005902,6.960989,169.422268,4.628906,0.566964,0.575949,2
5,1.000000,0.005893,7.026363,169.694563,4.628906,0.566964,0.575949,2
5,5.000000,0.005707,7.483938,175.209813,4.696617,0.566964,0.575949,2
5,10.000000,0.005541,7.876319,180.464286,4.764328,0.566964,0.575949,2
5,25.000000,0.005162,9.496548,193.716779,4.865895,0.566964,0.575949,2
6,0.000000,0.002386,6.927487,419.026333,0.888672,0.758814,0.768910,3
6,1.000000,0.002375,6.992623,421.107324,0.888672,0.758814,0.768910,3
6,5.000000,0.002295,7.447675,435.670664,0.888672,0.758814,0.768910,3
6,10.000000,0.002231,7.837770,448.153732,0.888672,0.758814,0.768910,3
6,25.000000,0.002015,9.464081,496.267501,0.960461,0.758814,0.768910,3
7,0.000000,0.004986,6.932992,200.548732,2.075195,0.858948,0.877561,3
7,1.000000,0.004986,6.998043,200.581468,2.075195,0.858948,0.877561,3
7,5.000000,0.004831,7.453896,206.985682,2.100092,0.858948,0.877561,3
7,10.000000,0.004780,7.843966,209.224450,2.108391,0.858948,0.877561,3
7,25.000000,0.004376,9.487432,228.543652,2.183752,0.858948,0.877561,3
8,0.000000,0.006013,6.959824,166.300147,4.692383,0.717720,0.723329,3
8,1.000000,0.006004,7.025078,166.561163,4.692383,0.717720,0.723329,3
8,5.000000,0.005811,7.482566,172.073617,4.761828,0.717720,0.723329,3
8,10.000000,0.005639,7.874859,177.325296,4.831274,0.717720,0.723329,3
8,25.000000,0.005140,9.611874,194.570662,5.025437,0.717720,0.723329,3
9,0.000000,0.005577,6.933297,179.295866,2.387695,0.881173,0.889815,3
9,1.000000,0.005576,6.998408,179.328842,2.387695,0.881173,0.889815,3
9,5.000000,0.005384,7.453964,185.725006,2.415820,0.881173,0.889815,3
