composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.115945,56.657028,0.017650,0.449219,0.000000,0.449219,0.003872,3.872000
2,2,7.086927,56.425898,0.017722,0.449219,0.063477,0.512695,0.003874,3.873600
3,2,7.054679,56.169522,0.017803,1.230469,0.784153,2.014622,0.003874,3.873600
4,2,7.059995,56.211579,0.017790,0.449219,0.375977,0.825195,0.003874,3.873600
5,2,7.079473,56.366522,0.017741,2.539062,2.100377,4.639439,0.003872,3.872000
6,3,7.058974,56.203409,0.017793,0.449219,0.439453,0.888672,0.003877,3.876800
7,3,7.041874,56.067464,0.017836,1.230469,0.847677,2.078146,0.003877,3.876800
8,3,7.074504,56.327642,0.017753,3.320312,2.882649,6.202962,0.003875,3.875200
9,3,7.071508,56.303119,0.017761,2.539062,2.164122,4.703185,0.003875,3.875200
10,3,7.068144,56.276339,0.017769,2.539062,2.478459,5.017521,0.003875,3.875200
11,3,7.029530,55.980571,0.017863,1.230469,1.162017,2.392486,0.003874,3.873600
12,4,7.067102,56.268040,0.017772,2.539062,2.542129,5.081191,0.003877,3.876800
13,4,7.028492,55.972335,0.017866,1.230469,1.225880,2.456349,0.003877,3.876800
14,4,7.066527,56.264143,0.017773,3.320312,2.946395,6.266707,0.003878,3.878400
15,4,7.057290,56.213871,0.017789,3.320312,3.256443,6.576755,0.003875,3.875200
16,5,7.056521,56.206662,0.017791,3.320312,3.320448,6.640761,0.003880,3.880000
