construction,event_throughput_raw,event_throughput_normalized,cpu_cores_per_event_raw,cpu_cores_per_event_normalized,memory_mb_per_event_raw,memory_mb_per_event_normalized,cpu_utilization_raw,cpu_utilization_normalized,memory_occupancy_raw,memory_occupancy_normalized,total_turnaround_time_raw,total_turnaround_time_normalized,wall_time_per_event_raw,wall_time_per_event_normalized,network_transfer_mb_per_event_raw,network_transfer_mb_per_event_normalized,total_write_remote_mb_raw,total_write_remote_mb_normalized,weighted_score
1,0.0004145814770245807,0.0,0.0554936,0.0,55.6748,0.0,0.5198780823822668,0.0,0.5907065015862553,0.0,87029.17457031249,0.9991893174915014,38.917441812499995,0.0,1.42578125,1.0,4443359.375,1.0,0.2
2,0.0004145814770245807,0.0,0.0554936,0.0,55.6748,0.0,0.5198780823822668,0.0,0.5907065015862553,0.0,87029.17457031249,0.9991893174915014,38.917441812499995,0.0,1.42578125,1.0,4443359.375,1.0,0.2
3,0.0004147375874334012,0.00010219847028809307,0.0554726,0.00048152326445258107,55.6188,0.0015922570812789633,0.7376110292804856,0.4534951205280633,0.7886761292626316,0.4836862262499312,130541.71851562499,0.6811870757594697,38.91709465624999,0.0020984824679304796,1.572265625,0.9667473597403634,4443359.375,1.0,0.19380510740533424
4,0.0004147375874334012,0.00010219847028809307,0.0554726,0.00048152326445258107,55.6188,0.0015922570812789633,0.7376110292804856,0.4534951205280633,0.7886761292626316,0.4836862262499312,130541.71851562499,0.6811870757594697,38.91709465624999,0.0020984824679304796,1.572265625,0.9667473597403634,4443359.375,1.0,0.19380510740533424
5,0.00041845932944499617,0.0025386557396382074,0.055027,0.010698988342551008,55.2152,0.013067881331354236,0.6804511408318104,0.3344422584294302,0.7280414970648502,0.33554160036953823,86992.5042578125,0.9994573147291408,38.86563865625,0.3131385800306203,1.572265625,0.9667473597403634,4443359.375,1.0,0.19911830817870904
6,0.00041845932944499617,0.0025386557396382074,0.055027,0.010698988342551008,55.2152,0.013067881331354236,0.6804511408318104,0.3344422584294302,0.7280414970648502,0.33554160036953823,86992.5042578125,0.9994573147291408,38.86563865625,0.3131385800306203,1.572265625,0.9667473597403634,4443359.375,1.0,0.19911830817870904
7,0.0004154673630289795,0.0005799497623715964,0.0553992,0.002164561722110505,55.5754,0.00282625631927017,0.6799501185811507,0.3333987271256614,0.7272517529387503,0.3336120702666643,136914.06125664062,0.6346161540667583,38.87751948437499,0.24132161137537936,2.6571484375,0.7204738722921267,7521777.34375,0.6555729160975929,0.14532491797165012
8,0.0004154673630289795,0.0005799497623715964,0.0553992,0.002164561722110505,55.5754,0.00282625631927017,0.6799501185811507,0.3333987271256614,0.7272517529387503,0.3336120702666643,136914.06125664062,0.6346161540667583,38.87751948437499,0.24132161137537936,2.6571484375,0.7204738722921267,7521777.34375,0.6555729160975929,0.14532491797165012
9,0.0004297366282677232,0.009921396566289896,0.0536688,0.041842078713002835,54.0312,0.046732745335539734,0.6241640342639232,0.21720723019499283,0.6684683506929623,0.1899904332907323,86918.248125,1.0,38.81714090625,0.6062967130291272,1.962890625,0.8780736523813324,4443359.375,1.0,0.19729825391249098
10,0.0013953229329579286,0.6420473644377589,0.0165144,0.8937805537976135,22.2604,0.9500770538694692,0.7195701437423092,0.4159194863481208,0.8863029629853089,0.7222114754929295,130375.88669921874,0.6823990225818379,38.7952473125,0.7386386272082087,3.76953125,0.46795775584581417,10302734.375,0.34442708390240706,0.7191820184776829
