composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.300413,592.261699,0.001688,0.449219,0.000000,0.449219,0.497267,497.267200
2,2,8.823459,558.678438,0.001790,0.449219,0.063591,0.512810,0.493715,493.939200
3,2,8.062424,256.711237,0.003895,1.230469,0.785170,2.015638,0.227192,231.472400
4,2,8.341124,503.819887,0.001985,0.449219,0.377922,0.827141,0.470239,472.935600
5,2,8.036805,199.067825,0.005023,2.539062,2.100377,4.639439,0.187840,232.000000
6,3,8.314057,503.725385,0.001985,0.449219,0.441404,0.890623,0.470265,472.848800
7,3,7.846300,239.737892,0.004171,1.230469,0.848805,2.079274,0.223667,228.171600
8,3,7.705110,167.893427,0.005956,3.320312,2.885465,6.205777,0.157818,171.981200
9,3,7.899064,187.083373,0.005345,2.539062,2.164146,4.703209,0.184648,229.033600
10,3,7.794728,156.299359,0.006398,2.539062,2.478252,5.017314,0.161018,207.876400
11,3,7.644437,202.760355,0.004932,1.230469,1.162957,2.393426,0.200226,207.198800
12,4,7.767566,156.190522,0.006402,2.539062,2.542029,5.081092,0.161005,207.749600
13,4,7.617563,202.653363,0.004935,1.230469,1.226705,2.457174,0.200229,207.094400
14,4,7.567993,155.923185,0.006413,3.320312,2.949537,6.269849,0.154652,169.042000
15,4,7.463393,125.143153,0.007991,3.320312,3.263645,6.583958,0.131019,147.876000
16,5,7.436291,125.035658,0.007998,3.320312,3.327326,6.647638,0.131019,147.765600
