composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.617778,66.185080,0.015109,0.449219,0.000000,0.449219,0.000888,0.888000
2,2,9.612096,65.595983,0.015245,0.443676,0.063477,0.507152,0.000904,0.904000
3,2,9.609222,63.985153,0.015629,0.444221,0.416582,0.860803,0.000884,0.884000
4,2,9.692686,57.182437,0.017488,2.539062,2.424252,4.963315,0.000784,0.839000
5,2,9.525971,51.795672,0.019307,1.230469,0.878220,2.108689,0.000708,0.571000
6,3,9.609551,63.189307,0.015825,0.444221,0.485859,0.930081,0.000878,0.892000
7,3,9.743365,57.282185,0.017457,2.539062,2.523699,5.062762,0.000796,0.847000
8,3,9.624457,52.163342,0.019171,1.230469,0.945036,2.175504,0.000736,0.594000
9,3,9.502881,56.457286,0.017713,2.502214,2.755527,5.257741,0.000776,0.795000
10,3,9.472222,51.167248,0.019544,1.212706,1.273519,2.486225,0.000704,0.552000
11,3,9.532861,51.712578,0.019338,3.320312,3.217502,6.537814,0.000708,0.564000
12,4,9.593152,56.235088,0.017782,2.539062,2.877209,5.416271,0.000778,0.815000
13,4,9.634614,51.130209,0.019558,1.230469,1.361036,2.591505,0.000726,0.596000
14,4,9.603990,51.853704,0.019285,3.320312,3.332976,6.653289,0.000732,0.592000
15,4,9.517653,51.684881,0.019348,3.320312,3.665004,6.985317,0.000724,0.565000
16,5,9.427390,50.710465,0.019720,3.320312,3.690642,7.010954,0.000708,0.550000
