composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.578242,65.912968,0.015172,0.449219,0.000000,0.449219,0.000888,0.888000
2,2,9.578371,65.367886,0.015298,0.443676,0.063477,0.507152,0.000904,0.904000
3,2,9.578340,63.794968,0.015675,0.444221,0.416582,0.860803,0.000884,0.884000
4,2,9.613587,56.774221,0.017614,2.539062,2.424252,4.963315,0.000784,0.839000
5,2,9.483889,51.596444,0.019381,1.230469,0.878220,2.108689,0.000708,0.571000
6,3,9.578340,63.008568,0.015871,0.444221,0.485859,0.930081,0.000878,0.892000
7,3,9.664712,56.876471,0.017582,2.539062,2.523699,5.062762,0.000796,0.847000
8,3,9.583942,51.969344,0.019242,1.230469,0.945036,2.175504,0.000736,0.594000
9,3,9.425088,56.051635,0.017841,2.502214,2.755527,5.257741,0.000776,0.795000
10,3,9.517484,51.490840,0.019421,1.230469,1.313812,2.544281,0.000708,0.556000
11,3,9.416821,51.289513,0.019497,3.320312,3.254869,6.575181,0.000708,0.567000
12,4,9.513540,55.833079,0.017911,2.539062,2.877209,5.416271,0.000778,0.815000
13,4,9.592499,50.940870,0.019631,1.230469,1.361036,2.591505,0.000726,0.596000
14,4,9.511814,51.479501,0.019425,3.320312,3.332976,6.653289,0.000732,0.592000
15,4,9.270060,50.650405,0.019743,3.302550,3.603317,6.905867,0.000708,0.539000
16,5,9.407963,50.347495,0.019862,3.320312,3.746663,7.066976,0.000712,0.559000
