composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,12.262938,85.900599,0.011641,0.449219,0.000000,0.449219,0.081918,81.918400
2,2,11.636489,81.260141,0.012306,0.449219,0.072745,0.521964,0.081610,81.609600
3,2,10.642413,56.230987,0.017784,1.230469,0.909486,2.139954,0.063463,53.575200
4,2,11.001955,74.949937,0.013342,0.449219,0.435578,0.884797,0.079550,79.550400
5,2,10.644843,63.299030,0.015798,2.539062,2.431674,4.970736,0.070014,74.537800
6,3,10.961021,73.930198,0.013526,0.449219,0.508873,0.958092,0.078484,79.508000
7,3,10.358001,55.231559,0.018106,1.230469,0.983464,2.213933,0.063439,53.254800
8,3,10.222591,54.767728,0.018259,3.320312,3.339532,6.659844,0.063435,51.882200
9,3,10.463644,62.666367,0.015958,2.539062,2.504743,5.043805,0.070030,74.264400
10,3,10.327844,62.173870,0.016084,2.539062,2.872350,5.411413,0.069974,72.172600
11,3,10.099140,54.319216,0.018410,1.230469,1.347815,2.578283,0.063458,51.230600
12,4,10.291319,61.180660,0.016345,2.539062,2.943825,5.482887,0.068960,72.195000
13,4,10.057573,53.313920,0.018757,1.230469,1.417525,2.647993,0.062416,51.205600
14,4,10.040851,54.134242,0.018473,3.320312,3.412461,6.732774,0.063449,51.601000
15,4,9.907330,53.660364,0.018636,3.320312,3.778110,7.098423,0.063430,49.564600
16,5,9.873056,52.661518,0.018989,3.320312,3.851246,7.171559,0.062400,49.563000
