composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,12.316756,86.277592,0.011590,0.449219,0.000000,0.449219,0.081918,81.918400
2,2,11.697670,81.937549,0.012204,0.449219,0.072745,0.521964,0.081902,81.902400
3,2,10.883137,76.265058,0.013112,1.230469,0.909486,2.139954,0.081787,81.787200
4,2,11.098237,77.754034,0.012861,0.449219,0.438074,0.887293,0.081878,81.878400
5,2,11.198470,78.468866,0.012744,2.539062,2.431645,4.970708,0.081813,81.812800
6,3,11.068426,77.553716,0.012894,0.449219,0.506618,0.955837,0.081867,81.867200
7,3,10.606306,74.327044,0.013454,1.230469,0.983464,2.213933,0.081755,81.755200
8,3,10.969822,76.866956,0.013009,3.320312,3.341650,6.661963,0.081774,81.774400
9,3,11.024827,77.254309,0.012944,2.539062,2.502878,5.041940,0.081843,81.843200
10,3,10.923511,76.560091,0.013062,2.539062,2.862397,5.401460,0.081795,81.795200
11,3,10.384956,72.767205,0.013742,1.230469,1.347880,2.578349,0.081797,81.796800
12,4,10.896738,76.371496,0.013094,2.539062,2.936574,5.475637,0.081798,81.798400
13,4,10.354430,72.564028,0.013781,1.230469,1.419364,2.649833,0.081779,81.779200
14,4,10.794449,75.645189,0.013220,3.320312,3.415563,6.735876,0.081787,81.787200
15,4,10.693805,74.953709,0.013342,3.320312,3.778941,7.099253,0.081741,81.740800
16,5,10.666662,74.763870,0.013375,3.320312,3.852087,7.172400,0.081752,81.752000
