Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
7,30m,0.017065,9.781451,58.598137,5.045462,0.932671,0.822369,3,30,9,30.000000,46526.047803,17232.145605,4392.197266,5169.560867,1914.682845,488.021918,6449.634863,1943.195410,1142.578125
7,1h,0.017689,9.386015,56.530966,5.007153,0.932671,0.822369,3,29,10,34.482759,98619.019238,37384.338477,10357.089844,9861.901924,3738.433848,1035.708984,12839.269727,3766.390820,2285.156250
7,2h,0.017863,9.358794,55.982418,5.053995,0.932671,0.822369,3,27,10,37.037037,198054.534277,73665.968555,21426.640625,19805.453428,7366.596855,2142.664062,25635.949902,7412.781641,4570.312500
7,4h,0.017754,9.470835,56.325395,5.043217,0.932671,0.822369,3,27,9,33.333333,328173.760107,112185.420215,21541.215820,36463.751123,12465.046691,2393.468424,51211.899805,14705.563281,7715.703125
7,8h,0.017615,9.609899,56.770576,5.072245,0.932671,0.822369,3,24,11,45.833333,763131.577295,282943.754590,74523.823242,69375.597936,25722.159508,6774.893022,102381.210059,29293.101855,15432.451172
7,12h,0.017592,9.715915,56.844458,5.156049,0.932671,0.822369,3,25,9,36.000000,1006955.936938,350333.073877,70147.561035,111883.992993,38925.897097,7794.173448,153550.520312,43878.665137,23148.154297
7,24h,0.017457,9.743365,57.282185,5.062762,0.932671,0.822369,3,24,7,29.166667,1851025.558691,609705.017383,92594.707031,264432.222670,87100.716769,13227.815290,307041.040625,87639.305566,46297.353516
8,15m,0.018185,10.331587,54.989315,2.214772,0.980874,0.965847,3,30,12,40.000000,30849.669434,11825.838867,3086.914062,2570.805786,985.486572,257.242839,3618.121875,1083.351074,571.289062
8,30m,0.019154,9.702460,52.208856,2.202228,0.980874,0.965847,3,30,8,26.666667,46722.624023,15165.248047,1603.515625,5840.328003,1895.656006,200.439453,7221.447656,1986.702148,1142.578125
8,1h,0.019653,9.340726,50.883345,2.193987,0.980874,0.965847,3,30,10,33.333333,101217.644531,34061.289062,4029.785156,10121.764453,3406.128906,402.978516,14428.099219,3793.404297,2285.156250
8,2h,0.019816,9.251548,50.465150,2.193476,0.980874,0.965847,3,27,11,40.740741,218355.782227,74597.564453,20021.972656,19850.525657,6781.596768,1820.179332,28826.198437,7406.808594,4570.312500
