composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,10.730529,75.155526,0.013306,0.449219,0.000000,0.449219,0.040973,40.972800
2,2,10.409590,72.687593,0.013758,0.449219,0.073304,0.522523,0.040786,40.785600
3,2,9.913818,53.055511,0.018848,1.230469,0.910755,2.141224,0.031619,26.786400
4,2,10.095079,68.733801,0.014549,0.449219,0.434885,0.884104,0.039766,39.766400
5,2,9.934360,59.253712,0.016877,2.539062,2.436176,4.975238,0.034878,37.178800
6,3,10.078873,67.831763,0.014742,0.449219,0.507856,0.957075,0.039264,39.776000
7,3,9.771429,52.561814,0.019025,1.230469,0.983669,2.214138,0.031618,26.621400
8,3,9.734495,52.432272,0.019072,3.320312,3.345593,6.665905,0.031621,25.952200
9,3,9.843836,58.939684,0.016966,2.539062,2.509395,5.048458,0.034885,37.035000
10,3,9.774491,58.701517,0.017035,2.539062,2.871889,5.410952,0.034872,35.986800
11,3,9.647203,52.125767,0.019184,1.230469,1.347700,2.578168,0.031639,25.613400
12,4,9.758305,57.795622,0.017302,2.539062,2.945075,5.484137,0.034364,36.002800
13,4,9.627173,51.209208,0.019528,1.230469,1.420532,2.651000,0.031118,25.601000
14,4,9.642932,52.114527,0.019189,3.320312,3.418163,6.738476,0.031623,25.809000
15,4,9.571472,51.875282,0.019277,3.320312,3.781953,7.102266,0.031609,24.755400
16,5,9.559408,50.971525,0.019619,3.320312,3.856512,7.176825,0.031104,24.770400
