Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
1,2h,0.003080,42.302424,324.721719,1.438572,0.750268,0.986610,2,28329,1382,26947,1382,4.878393,43487.748691,22300.177383,1487.255859,14495.916230,7433.392461,495.751953,14504.604375,7470.648750,1487.255859
1,4h,0.003148,41.314097,317.627725,1.439464,0.750268,0.986610,2,14078,637,13441,637,4.524790,86765.024512,43955.049023,2974.511719,28921.674837,14651.683008,991.503906,28933.972314,14678.644629,2974.511719
1,8h,0.003180,40.916726,314.484123,1.438870,0.750268,0.986610,2,7035,321,6714,321,4.562900,115585.416387,58189.272773,0.000000,57792.708193,29094.636387,0.000000,57792.708193,29094.636387,0.000000
1,12h,0.003193,40.699960,313.156908,1.432921,0.750268,0.986610,2,4684,205,4479,205,4.376601,173153.361016,86946.562031,0.000000,86576.680508,43473.281016,0.000000,86576.680508,43473.281016,0.000000
1,24h,0.003207,40.468044,311.778470,1.425889,0.750268,0.986610,2,2337,97,2240,97,4.193410,346156.249160,173367.818320,0.000000,173078.124580,86683.909160,0.000000,173078.124580,86683.909160,0.000000
2,2h,0.003080,42.302424,324.721719,1.438572,0.750268,0.999665,2,28329,1382,26947,1382,4.878393,43487.748691,22300.177383,1487.255859,14495.916230,7433.392461,495.751953,14504.604375,7470.648750,1487.255859
2,4h,0.003148,41.314097,317.627725,1.439464,0.750268,0.999665,2,14078,637,13441,637,4.524790,86765.024512,43955.049023,2974.511719,28921.674837,14651.683008,991.503906,28933.972314,14678.644629,2974.511719
2,8h,0.003180,40.916726,314.484123,1.438870,0.750268,0.999665,2,7035,321,6714,321,4.562900,115585.416387,58189.272773,0.000000,57792.708193,29094.636387,0.000000,57792.708193,29094.636387,0.000000
2,12h,0.003193,40.699960,313.156908,1.432921,0.750268,0.999665,2,4684,205,4479,205,4.376601,173153.361016,86946.562031,0.000000,86576.680508,43473.281016,0.000000,86576.680508,43473.281016,0.000000
2,24h,0.003207,40.468044,311.778470,1.425889,0.750268,0.999665,2,2337,97,2240,97,4.193410,346156.249160,173367.818320,0.000000,173078.124580,86683.909160,0.000000,173078.124580,86683.909160,0.000000
3,2h,0.003080,42.292633,324.683442,1.588473,0.833512,0.991073,3,28333,1382,26951,1382,4.877704,43463.818125,22250.516250,1933.593750,14487.939375,7416.838750,644.531250,14504.604375,7470.648750,1933.593750
3,4h,0.003148,41.324559,317.658320,1.591180,0.833512,0.991073,3,14083,642,13441,642,4.558688,86747.163379,43915.726758,3867.187500,28915.721126,14638.575586,1289.062500,28933.972314,14678.644629,3867.187500
3,8h,0.003180,40.918156,314.484488,1.589726,0.833512,0.991073,3,7038,321,6717,321,4.575163,115585.416387,58189.272773,0.000000,57792.708193,29094.636387,0.000000,57792.708193,29094.636387,0.000000
3,12h,0.003193,40.699609,313.138097,1.583656,0.833512,0.991073,3,4685,205,4480,205,4.375667,173153.361016,86946.562031,0.000000,86576.680508,43473.281016,0.000000,86576.680508,43473.281016,0.000000
3,24h,0.003207,40.475147,311.793783,1.574156,0.833512,0.991073,3,2338,97,2241,97,4.191617,346156.249160,173367.818320,0.000000,173078.124580,86683.909160,0.000000,173078.124580,86683.909160,0.000000
4,2h,0.003080,42.292633,324.683442,1.588473,0.833512,0.999777,3,28333,1382,26951,1382,4.877704,43463.818125,22250.516250,1933.593750,14487.939375,7416.838750,644.531250,14504.604375,7470.648750,1933.593750
4,4h,0.003148,41.324559,317.658320,1.591180,0.833512,0.999777,3,14083,642,13441,642,4.558688,86747.163379,43915.726758,3867.187500,28915.721126,14638.575586,1289.062500,28933.972314,14678.644629,3867.187500
4,8h,0.003180,40.918156,314.484488,1.589726,0.833512,0.999777,3,7038,321,6717,321,4.575163,115585.416387,58189.272773,0.000000,57792.708193,29094.636387,0.000000,57792.708193,29094.636387,0.000000
4,12h,0.003193,40.699609,313.138097,1.583656,0.833512,0.999777,3,4685,205,4480,205,4.375667,173153.361016,86946.562031,0.000000,86576.680508,43473.281016,0.000000,86576.680508,43473.281016,0.000000
4,24h,0.003207,40.475147,311.793783,1.574156,0.833512,0.999777,3,2338,97,2241,97,4.191617,346156.249160,173367.818320,0.000000,173078.124580,86683.909160,0.000000,173078.124580,86683.909160,0.000000
5,2h,0.003117,41.962738,320.840902,1.587334,0.833513,0.993026,3,28267,1377,26890,1377,4.878480,72423.579805,36874.119609,4732.324219,14484.715961,7374.823922,946.464844,14507.703086,7427.086172,1757.812500
5,4h,0.003174,41.154008,315.108431,1.589951,0.833513,0.993026,3,14086,639,13447,639,4.536419,86687.892227,43826.104453,2974.511719,28895.964076,14608.701484,991.503906,28897.079883,14614.172344,2974.511719
5,8h,0.003199,40.834303,312.574253,1.592169,0.833513,0.993026,3,7038,321,6717,321,4.560955,173204.326523,87079.533047,7031.250000,57734.775508,29026.511016,2343.750000,57744.975762,29028.750000,7031.250000
5,12h,0.003211,40.646774,311.476004,1.585408,0.833513,0.993026,3,4685,205,4480,205,4.375667,346322.099980,173942.239961,19470.947266,86580.524995,43485.559990,4867.736816,86594.545352,43555.893555,10546.875000
5,24h,0.003222,40.458938,310.365340,1.579405,0.833513,0.993026,3,2340,98,2242,98,4.188034,519233.678525,260259.537051,17848.413086,173077.892842,86753.179017,5949.471029,173095.497119,86993.094238,17848.413086
6,2h,0.003117,41.962738,320.840902,1.587334,0.833513,0.999775,3,28267,1377,26890,1377,4.878480,72423.579805,36874.119609,4732.324219,14484.715961,7374.823922,946.464844,14507.703086,7427.086172,1757.812500
6,4h,0.003174,41.154008,315.108431,1.589951,0.833513,0.999775,3,14086,639,13447,639,4.536419,86687.892227,43826.104453,2974.511719,28895.964076,14608.701484,991.503906,28897.079883,14614.172344,2974.511719
6,8h,0.003199,40.834303,312.574253,1.592169,0.833513,0.999775,3,7038,321,6717,321,4.560955,173204.326523,87079.533047,7031.250000,57734.775508,29026.511016,2343.750000,57744.975762,29028.750000,7031.250000
6,12h,0.003211,40.646774,311.476004,1.585408,0.833513,0.999775,3,4685,205,4480,205,4.375667,346322.099980,173942.239961,19470.947266,86580.524995,43485.559990,4867.736816,86594.545352,43555.893555,10546.875000
6,24h,0.003222,40.458938,310.365340,1.579405,0.833513,0.999775,3,2340,98,2242,98,4.188034,519233.678525,260259.537051,17848.413086,173077.892842,86753.179017,5949.471029,173095.497119,86993.094238,17848.413086
7,2h,0.006097,41.981218,164.019525,2.686338,1.000000,0.991287,3,28218,1377,26841,1377,4.879864,102284.934558,38978.269117,1606.082793,20456.986912,7795.653823,321.216559,29384.115234,8368.230469,1487.255859
7,4h,0.006205,41.185663,161.162150,2.683852,1.000000,0.991287,3,14066,644,13422,644,4.578416,145471.638648,60560.077296,3212.165586,36367.909662,15140.019324,803.041396,58738.230469,16676.460938,2974.511719
7,8h,0.006256,40.837127,159.838678,2.687113,1.000000,0.991287,3,7032,319,6713,319,4.536405,290615.880861,120461.461721,6424.599727,72653.970215,30115.365430,1606.149932,117446.460938,33292.921875,5949.291992
7,12h,0.006277,40.677770,159.315555,2.680403,1.000000,0.991287,3,4683,207,4476,207,4.420243,349183.676296,136806.952591,712.961602,116394.558765,45602.317530,237.653867,176154.691406,49909.382812,356.480801
7,24h,0.006301,40.473354,158.715606,2.677834,1.000000,0.991287,3,2337,98,2239,98,4.193410,871192.849711,360066.999421,19274.336289,217798.212428,90016.749855,4818.584072,352279.382812,99758.765625,17848.413086
8,2h,0.006097,41.981218,164.019525,2.686338,1.000000,1.000000,3,28218,1377,26841,1377,4.879864,102284.934558,38978.269117,1606.082793,20456.986912,7795.653823,321.216559,29384.115234,8368.230469,1487.255859
8,4h,0.006205,41.185663,161.162150,2.683852,1.000000,1.000000,3,14066,644,13422,644,4.578416,145471.638648,60560.077296,3212.165586,36367.909662,15140.019324,803.041396,58738.230469,16676.460938,2974.511719
8,8h,0.006256,40.837127,159.838678,2.687113,1.000000,1.000000,3,7032,319,6713,319,4.536405,290615.880861,120461.461721,6424.599727,72653.970215,30115.365430,1606.149932,117446.460938,33292.921875,5949.291992
8,12h,0.006277,40.677770,159.315555,2.680403,1.000000,1.000000,3,4683,207,4476,207,4.420243,349183.676296,136806.952591,712.961602,116394.558765,45602.317530,237.653867,176154.691406,49909.382812,356.480801
8,24h,0.006301,40.473354,158.715606,2.677834,1.000000,1.000000,3,2337,98,2239,98,4.193410,871192.849711,360066.999421,19274.336289,217798.212428,90016.749855,4818.584072,352279.382812,99758.765625,17848.413086
9,2h,0.003184,41.639460,314.076204,1.991311,0.833518,0.999769,3,28319,1381,26938,1381,4.880116,28900.748848,14706.057695,0.000000,14450.374424,7353.028848,0.000000,14450.374424,7353.028848,0.000000
9,4h,0.003229,41.008690,309.740320,1.991467,0.833518,0.999769,3,14087,645,13442,645,4.578690,115559.982832,58319.725664,5949.023438,28889.995708,14579.931416,1487.255859,28897.079883,14597.759766,2974.511719
9,8h,0.003249,40.747687,307.789354,1.991940,0.833518,0.999769,3,7034,320,6714,320,4.563548,230969.498164,116114.156328,11898.583984,57742.374541,29028.539082,2974.645996,57747.985752,29076.826660,5949.291992
9,12h,0.003257,40.615617,306.995678,1.988430,0.833518,0.999769,3,4685,207,4478,207,4.439701,259658.241348,130280.602695,8924.072266,86552.747116,43426.867565,2974.690755,86576.446777,43555.893555,8924.072266
