composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.789290,473.273042,0.002113,0.449219,0.000000,0.449219,0.022784,22.784000
2,2,7.768416,468.943255,0.002132,0.449219,0.063477,0.512695,0.022676,22.696000
3,2,7.749634,445.787152,0.002243,0.449219,0.386128,0.835347,0.021592,21.724000
4,2,7.734314,214.103922,0.004671,1.230469,0.814733,2.045202,0.010247,10.446000
5,2,7.777420,178.370215,0.005606,2.539062,2.180125,4.719188,0.008504,10.544000
6,3,7.749038,445.784828,0.002243,0.449219,0.451055,0.900273,0.021596,21.726000
7,3,7.726674,209.855735,0.004765,1.230469,0.876165,2.106634,0.010076,10.296000
8,3,7.772028,174.981071,0.005715,2.539062,2.245909,4.784971,0.008392,10.448000
9,3,7.715154,187.993407,0.005319,1.230469,1.202040,2.432509,0.009115,9.440000
10,3,7.770819,152.892001,0.006541,2.539062,2.574717,5.113779,0.007372,9.538000
11,3,7.775880,149.907367,0.006671,3.320312,2.998561,6.318873,0.007183,7.838000
12,4,7.714617,187.991323,0.005319,1.230469,1.266967,2.497435,0.009119,9.442000
13,4,7.770342,152.890157,0.006541,2.539062,2.639644,5.178706,0.007380,9.550000
14,4,7.770307,146.506703,0.006826,3.320312,3.064345,6.384657,0.007007,7.678000
15,4,7.768868,125.032511,0.007998,3.320312,3.399589,6.719901,0.006043,6.816000
16,5,7.768391,125.030667,0.007998,3.320312,3.464516,6.784828,0.006051,6.828000
