Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.018116,6.900000,55.200000,0.449219,1.000000,1.000000,1
1,1.000000,0.018031,6.964798,55.459192,0.449219,1.000000,1.000000,1
1,5.000000,0.017460,7.418383,57.273533,0.449219,1.000000,1.000000,1
1,10.000000,0.016999,7.807171,58.828682,0.449219,1.000000,1.000000,1
1,25.000000,0.015373,9.427118,65.049281,0.445000,1.000000,1.000000,1
2,0.000000,0.018116,6.900000,55.200000,0.512695,1.000000,1.000000,2
2,1.000000,0.018031,6.964794,55.459177,0.512695,1.000000,1.000000,2
2,5.000000,0.017460,7.418353,57.273413,0.512695,1.000000,1.000000,2
2,10.000000,0.016999,7.807118,58.828472,0.512695,1.000000,1.000000,2
2,25.000000,0.015337,9.400827,65.203308,0.537228,1.000000,1.000000,2
3,0.000000,0.018116,6.900000,55.200000,0.825195,1.000000,1.000000,2
3,1.000000,0.018031,6.964798,55.459194,0.825195,1.000000,1.000000,2
3,5.000000,0.017460,7.418388,57.273552,0.825195,1.000000,1.000000,2
3,10.000000,0.016999,7.807179,58.828716,0.825195,1.000000,1.000000,2
3,25.000000,0.015296,9.444087,65.376349,0.894066,1.000000,1.000000,2
4,0.000000,0.018116,6.900000,55.200000,4.628906,1.000000,1.000000,2
4,1.000000,0.018031,6.964798,55.459190,4.628906,1.000000,1.000000,2
4,5.000000,0.017460,7.418386,57.273542,4.696617,1.000000,1.000000,2
4,10.000000,0.016999,7.807176,58.828704,4.764328,1.000000,1.000000,2
4,25.000000,0.015384,9.415222,65.001696,4.865895,1.000000,1.000000,2
5,0.000000,0.018116,6.900000,55.200000,2.011719,1.000000,1.000000,2
5,1.000000,0.018031,6.964798,55.459190,2.011719,1.000000,1.000000,2
5,5.000000,0.017460,7.418386,57.273544,2.036214,1.000000,1.000000,2
5,10.000000,0.016999,7.807173,58.828693,2.044380,1.000000,1.000000,2
5,25.000000,0.015314,9.425410,65.301639,2.125815,1.000000,1.000000,2
6,0.000000,0.018116,6.900000,55.200000,0.888672,1.000000,1.000000,3
6,1.000000,0.018031,6.964798,55.459194,0.888672,1.000000,1.000000,3
6,5.000000,0.017460,7.418388,57.273552,0.888672,1.000000,1.000000,3
6,10.000000,0.016999,7.807179,58.828716,0.888672,1.000000,1.000000,3
6,25.000000,0.015313,9.426514,65.306057,0.960461,1.000000,1.000000,3
7,0.000000,0.018116,6.900000,55.200000,4.692383,1.000000,1.000000,3
7,1.000000,0.018031,6.964798,55.459190,4.692383,1.000000,1.000000,3
7,5.000000,0.017460,7.418383,57.273530,4.761828,1.000000,1.000000,3
7,10.000000,0.016999,7.807170,58.828680,4.831274,1.000000,1.000000,3
7,25.000000,0.015216,9.530261,65.721043,5.025437,1.000000,1.000000,3
8,0.000000,0.018116,6.900000,55.200000,2.075195,1.000000,1.000000,3
8,1.000000,0.018031,6.964798,55.459190,2.075195,1.000000,1.000000,3
8,5.000000,0.017460,7.418380,57.273519,2.100092,1.000000,1.000000,3
8,10.000000,0.016999,7.807165,58.828660,2.108391,1.000000,1.000000,3
8,25.000000,0.015434,9.427101,64.790027,2.160422,1.000000,1.000000,3
9,0.000000,0.018116,6.900000,55.200000,5.004883,1.000000,1.000000,3
9,1.000000,0.018031,6.964798,55.459190,5.004883,1.000000,1.000000,3
9,5.000000,0.017460,7.418386,57.273542,5.089521,1.000000,1.000000,3
9,10.000000,0.016999,7.807176,58.828704,5.174160,1.000000,1.000000,3
9,25.000000,0.015431,9.365959,64.804646,5.255091,1.000000,1.000000,3
10,0.000000,0.018116,6.900000,55.200000,2.387695,1.000000,1.000000,3
10,1.000000,0.018031,6.964798,55.459190,2.387695,1.000000,1.000000,3
10,5.000000,0.017460,7.418388,57.273552,2.415820,1.000000,1.000000,3
10,10.000000,0.016999,7.807176,58.828704,2.425195,1.000000,1.000000,3
10,25.000000,0.015296,9.444307,65.377229,2.599625,1.000000,1.000000,3
11,0.000000,0.018116,6.900000,55.200000,6.191406,1.000000,1.000000,3
11,1.000000,0.018031,6.964798,55.459190,6.191406,1.000000,1.000000,3
11,5.000000,0.017460,7.418388,57.273552,6.282129,1.000000,1.000000,3
11,10.000000,0.016959,7.841280,58.965120,6.344646,1.000000,1.000000,3
11,25.000000,0.015227,9.517962,65.671846,6.658613,1.000000,1.000000,3
12,0.000000,0.018116,6.900000,55.200000,5.068359,1.000000,1.000000,4
12,1.000000,0.018031,6.964798,55.459190,5.068359,1.000000,1.000000,4
12,5.000000,0.017460,7.418386,57.273542,5.152998,1.000000,1.000000,4
12,10.000000,0.016999,7.807176,58.828704,5.237637,1.000000,1.000000,4
12,25.000000,0.015358,9.442616,65.111274,5.379376,1.000000,1.000000,4
13,0.000000,0.018116,6.900000,55.200000,2.451172,1.000000,1.000000,4
13,1.000000,0.018031,6.964798,55.459190,2.451172,1.000000,1.000000,4
13,5.000000,0.017460,7.418388,57.273552,2.479297,1.000000,1.000000,4
13,10.000000,0.016985,7.819112,58.876450,2.495083,1.000000,1.000000,4
13,25.000000,0.015220,9.526103,65.704414,2.674632,1.000000,1.000000,4
14,0.000000,0.018116,6.900000,55.200000,6.254883,1.000000,1.000000,4
14,1.000000,0.018031,6.964798,55.459190,6.254883,1.000000,1.000000,4
14,5.000000,0.017460,7.418385,57.273540,6.347340,1.000000,1.000000,4
14,10.000000,0.016966,7.834956,58.939825,6.411412,1.000000,1.000000,4
14,25.000000,0.015255,9.488383,65.553534,6.693880,1.000000,1.000000,4
15,0.000000,0.018116,6.900000,55.200000,6.567383,1.000000,1.000000,4
15,1.000000,0.018031,6.964798,55.459190,6.567383,1.000000,1.000000,4
15,5.000000,0.017460,7.418388,57.273552,6.675033,1.000000,1.000000,4
15,10.000000,0.016850,7.936776,59.347104,6.797568,1.000000,1.000000,4
15,25.000000,0.015235,9.509763,65.639052,7.070971,1.000000,1.000000,4
16,0.000000,0.018116,6.900000,55.200000,6.630859,1.000000,1.000000,5
16,1.000000,0.018031,6.964798,55.459190,6.630859,1.000000,1.000000,5
16,5.000000,0.017460,7.418388,57.273552,6.738509,1.000000,1.000000,5
16,10.000000,0.016917,7.877944,59.111776,6.838147,1.000000,1.000000,5
16,25.000000,0.015269,9.472916,65.491663,7.133803,1.000000,1.000000,5
