Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,2238,0,2238,0.000000,0.006446,38.785802,155.143207,1.425781,1.000000,1.000000,2
1,1.000000,2261,23,2238,1.017249,0.006413,39.184610,155.940823,1.429351,1.000000,1.000000,2
1,5.000000,2337,97,2240,4.193410,0.006309,40.468044,158.507739,1.425889,1.000000,1.000000,2
1,10.000000,2472,231,2241,9.425566,0.006128,42.802594,163.176839,1.446016,1.000000,1.000000,2
1,25.000000,2946,703,2243,23.964698,0.005569,50.998994,179.569688,1.509236,1.000000,1.000000,2
2,0.000000,2238,0,2238,0.000000,0.006446,38.785802,155.143207,1.425781,1.000000,1.000000,2
2,1.000000,2261,23,2238,1.017249,0.006413,39.184610,155.940823,1.429351,1.000000,1.000000,2
2,5.000000,2337,97,2240,4.193410,0.006309,40.468044,158.507739,1.425889,1.000000,1.000000,2
2,10.000000,2472,231,2241,9.425566,0.006128,42.802594,163.176839,1.446016,1.000000,1.000000,2
2,25.000000,2946,703,2243,23.964698,0.005569,50.998994,179.569688,1.509236,1.000000,1.000000,2
3,0.000000,2238,0,2238,0.000000,0.006446,38.786355,155.145419,1.572266,1.000000,1.000000,3
3,1.000000,2262,23,2239,1.016799,0.006413,39.185186,155.943105,1.576906,1.000000,1.000000,3
3,5.000000,2338,97,2241,4.191617,0.006308,40.475147,158.523052,1.574156,1.000000,1.000000,3
3,10.000000,2475,232,2243,9.414141,0.006127,42.815590,163.203985,1.600618,1.000000,1.000000,3
3,25.000000,2947,703,2244,23.956566,0.005570,50.975330,179.523442,1.676882,1.000000,1.000000,3
4,0.000000,2238,0,2238,0.000000,0.006446,38.786355,155.145419,1.572266,1.000000,1.000000,3
4,1.000000,2262,23,2239,1.016799,0.006413,39.185186,155.943105,1.576906,1.000000,1.000000,3
4,5.000000,2338,97,2241,4.191617,0.006308,40.475147,158.523052,1.574156,1.000000,1.000000,3
4,10.000000,2475,232,2243,9.414141,0.006127,42.815590,163.203985,1.600618,1.000000,1.000000,3
4,25.000000,2947,703,2244,23.956566,0.005570,50.975330,179.523442,1.676882,1.000000,1.000000,3
5,0.000000,2239,0,2239,0.000000,0.006450,38.760723,155.042891,1.572266,1.000000,1.000000,3
5,1.000000,2265,23,2242,1.015453,0.006417,39.159355,155.840252,1.575835,1.000000,1.000000,3
5,5.000000,2340,98,2242,4.188034,0.006312,40.458938,158.439441,1.579405,1.000000,1.000000,3
5,10.000000,2473,230,2243,9.300445,0.006134,42.746411,163.014410,1.599201,1.000000,1.000000,3
5,25.000000,2953,704,2249,23.941754,0.005573,50.963442,179.448570,1.668073,1.000000,1.000000,3
6,0.000000,2239,0,2239,0.000000,0.006450,38.760723,155.042891,1.572266,1.000000,1.000000,3
6,1.000000,2265,23,2242,1.015453,0.006417,39.159355,155.840252,1.575835,1.000000,1.000000,3
6,5.000000,2340,98,2242,4.188034,0.006312,40.458938,158.439441,1.579405,1.000000,1.000000,3
6,10.000000,2473,230,2243,9.300445,0.006134,42.746411,163.014410,1.599201,1.000000,1.000000,3
6,25.000000,2953,704,2249,23.941754,0.005573,50.963442,179.448570,1.668073,1.000000,1.000000,3
7,0.000000,2238,0,2238,0.000000,0.006448,38.772063,155.088254,2.657148,1.000000,1.000000,3
7,1.000000,2261,23,2238,1.017249,0.006415,39.170755,155.885638,2.663855,1.000000,1.000000,3
7,5.000000,2337,98,2239,4.193410,0.006310,40.473354,158.490932,2.677834,1.000000,1.000000,3
7,10.000000,2473,232,2241,9.381318,0.006130,42.796094,163.136506,2.710650,1.000000,1.000000,3
7,25.000000,2948,705,2243,23.914518,0.005570,50.995088,179.534592,2.836357,1.000000,1.000000,3
8,0.000000,2238,0,2238,0.000000,0.006448,38.772063,155.088254,2.657148,1.000000,1.000000,3
