composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.987379,546.757138,0.001829,0.449219,0.000000,0.449219,0.273165,273.164800
2,2,8.729463,527.430564,0.001896,0.449219,0.066676,0.515895,0.271127,271.252800
3,2,8.478930,249.887451,0.004002,1.230469,0.824561,2.055029,0.124942,127.284800
4,2,8.499477,487.270729,0.002052,0.449219,0.396956,0.846175,0.258206,259.692000
5,2,8.744141,211.566189,0.004727,2.539062,2.205517,4.744579,0.103149,127.283200
6,3,8.492893,487.279310,0.002052,0.449219,0.463954,0.913172,0.258247,259.673600
7,3,8.367469,239.391631,0.004177,1.230469,0.891164,2.121632,0.123031,125.499200
8,3,8.738791,181.976704,0.005495,3.320312,3.028238,6.348551,0.086783,94.538800
9,3,8.672316,203.617033,0.004911,2.539062,2.272440,4.811503,0.101280,125.529600
10,3,8.649734,176.098529,0.005679,2.539062,2.601815,5.140877,0.088297,113.907600
11,3,8.287385,208.548535,0.004795,1.230469,1.220243,2.450712,0.110081,113.902400
12,4,8.636419,175.928840,0.005684,2.539062,2.665980,5.205042,0.088166,113.712800
13,4,8.280360,208.508496,0.004796,1.230469,1.287581,2.518050,0.110071,113.834400
14,4,8.666095,173.932263,0.005749,3.320312,3.093822,6.414134,0.084822,92.703200
15,4,8.638498,146.550344,0.006824,3.320312,3.422529,6.742842,0.071973,81.179600
16,5,8.630739,146.502210,0.006826,3.320312,3.488968,6.809281,0.071968,81.118800
