composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.519062,66.844776,0.014960,0.449219,0.000000,0.449219,0.010152,10.152000
2,2,9.441464,66.301821,0.015083,0.449219,0.072617,0.521836,0.010157,10.156800
3,2,9.317656,65.491766,0.015269,1.230469,0.909255,2.139723,0.010133,10.132800
4,2,9.368199,65.783322,0.015201,0.449219,0.433296,0.882515,0.010162,10.161600
5,2,9.359788,65.751541,0.015209,2.539062,2.424637,4.963699,0.010146,10.145600
6,3,9.356661,65.726077,0.015215,0.449219,0.508011,0.957230,0.010152,10.152000
7,3,9.280905,65.240643,0.015328,1.230469,0.977600,2.208068,0.010139,10.139200
8,3,9.325371,65.513124,0.015264,3.320312,3.340442,6.660754,0.010150,10.150400
9,3,9.340464,65.608481,0.015242,2.539062,2.499673,5.038735,0.010160,10.160000
10,3,9.327028,65.515394,0.015264,2.539062,2.865543,5.404605,0.010157,10.156800
11,3,9.240202,64.990108,0.015387,1.230469,1.340899,2.571368,0.010126,10.126400
12,4,9.316513,65.462625,0.015276,2.539062,2.937780,5.476843,0.010154,10.153600
13,4,9.242198,64.987481,0.015388,1.230469,1.415806,2.646274,0.010138,10.137600
14,4,9.287332,65.295252,0.015315,3.320312,3.406057,6.726370,0.010146,10.145600
15,4,9.269075,65.182931,0.015341,3.320312,3.765408,7.085720,0.010133,10.132800
16,5,9.267210,65.164858,0.015346,3.320312,3.840808,7.161121,0.010147,10.147200
