construction,event_throughput_raw,event_throughput_normalized,cpu_cores_per_event_raw,cpu_cores_per_event_normalized,memory_mb_per_event_raw,memory_mb_per_event_normalized,cpu_utilization_raw,cpu_utilization_normalized,memory_occupancy_raw,memory_occupancy_normalized,total_turnaround_time_raw,total_turnaround_time_normalized,wall_time_per_event_raw,wall_time_per_event_normalized,network_transfer_mb_per_event_raw,network_transfer_mb_per_event_normalized,total_write_remote_mb_raw,total_write_remote_mb_normalized,weighted_score
1,0.017604623646490146,0.0,0.0013328,0.0,1.3328,0.0,0.7626811594202898,0.26434696213741093,0.6068840579710145,0.0,130566.36328125,1.0,7.2483826109375,0.6090983765686568,0.44921875,1.0,2246093.75,1.0,0.2
2,0.01769661443525434,0.016589299147328,0.0013288,0.01278772378516655,1.3288,0.007722007722007728,0.8822992700729928,0.6351452783186662,0.8038321167883211,0.5009922970836556,131629.35556640624,0.9924556782609201,7.2389266742578116,0.8319430185707887,0.5181796875,0.9889614038803759,2246093.75,1.0,0.20852994673644124
3,0.018176659620205402,0.10315897948566409,0.0012952,0.1202046035805628,1.2952,0.07258687258687274,0.6774038461538462,0.0,0.8067307692307693,0.5083658277206664,131014.29990234374,0.9968208819241329,7.231795535000001,1.0,0.83331640625,0.9385173831513243,2246093.75,1.0,0.2675253636580176
4,0.02054484321734882,0.5302289791734975,0.001144,0.6035805626598466,1.217,0.22355212355212337,0.9001275510204081,0.6904102922838283,0.7284256559766764,0.3091749405489648,175287.953125,0.6825997072830826,7.264723134375,0.22400716679153018,4.6605046875,0.32589830861398594,12695312.5,0.272108843537415,0.44269779063459025
5,0.02275643397255706,0.9290595699586421,0.0010344,0.9539641943734019,0.8754,0.883011583011583,0.9717741935483871,0.9125042065285324,0.9455645161290323,0.8615281700609484,174177.1099609375,0.6904836386609224,7.238226492460938,0.848443949905903,2.028048828125,0.747276237740583,6152343.75,0.7278911564625851,0.8884742310085705
6,0.018420042299507167,0.14704976603566228,0.0012796,0.17007672634271095,1.2968,0.06949806949806955,0.9307692307692308,0.7853949329359166,0.8711538461538462,0.672243885147111,181223.01767578124,0.6404770718335507,7.231889121406249,0.9977944829895566,0.89795308203125,0.9281709727872786,2246093.75,1.0,0.29236906013987674
7,0.020548632727945857,0.530912366344765,0.0011456,0.59846547314578,1.2138,0.22972972972972971,0.9326705040990755,0.7912885969092056,0.8223692407365877,0.5481466400303981,177907.7911132813,0.6640060627535244,7.2624442186914075,0.277713549021656,4.724790228515625,0.31560810448787446,12695312.5,0.272108843537415,0.44112560801058287
8,0.022764505280314103,0.9305151215490843,0.001036,0.9488491048593352,0.8722,0.8891891891891892,0.9808743169398907,0.9407132328390054,0.9658469945355191,0.9131223086802146,175837.14794921875,0.6787019344495434,7.234241475175781,0.9423574119313567,2.091792578125,0.737072758250469,6152343.75,0.7278911564625851,0.8872282590794325
9,0.0205469675666234,0.5306120769388594,0.0011448,0.6010230179028133,1.181,0.2930501930501929,0.8167517006802721,0.4319575818404859,0.8522837706511176,0.6242425870940871,200808.536328125,0.5014737543087082,7.263463167578125,0.2537003488944967,5.044380859375,0.26445114482977045,12695312.5,0.272108843537415,0.4439497019320991
10,0.022766706587995646,0.930912097726102,0.0010352,0.9514066496163684,0.8378,0.9555984555984556,0.8541666666666666,0.5479384003974166,0.9830246913580247,0.9568185697217956,174459.96967773436,0.6884761126042052,7.23316877928711,0.9676372482273728,2.412065390625,0.685806601590641,6152343.75,0.7278911564625851,0.8909271804515339
11,0.022683745845950523,0.915951245821693,0.0010344,0.9539641943734019,0.8484,0.935135135135135,0.9708333333333333,0.9095876800794833,0.9666666666666667,0.9152073732718894,219977.559375,0.3654264101191822,7.2742284003124995,0.0,6.248995625,0.0716281299531228,16601562.5,0.0,0.7585259902210092
12,0.020856010029112734,0.5863437205994476,0.0011296,0.6496163682864455,1.1818,0.29150579150579153,0.971938775510204,0.9130143860823016,0.8892128279883382,0.7181819403205654,222945.654296875,0.34436109915179103,7.2605645284374996,0.3220115298453626,5.10528070703125,0.25470288956534654,12695312.5,0.272108843537415,0.4737024981112958
13,0.02314981202046734,1.0,0.00102,1.0,0.8402,0.950965250965251,1.0,1.0,0.9872685185185185,0.9676139272913465,224668.68745117186,0.332132302513623,7.233274365693359,0.9651489315541792,2.47670206640625,0.6754601912265953,6152343.75,0.7278911564625851,0.9252850884383694
14,0.02268830168552869,0.9167728300981708,0.0010368,0.9462915601023019,0.8468,0.9382239382239381,0.9775641025641025,0.9304520615996025,0.9775641025641025,0.9429280397022332,222199.91269531252,0.3496538135533608,7.27197553015625,0.053092576701061225,6.313396734375,0.061319426768129646,16601562.5,0.0,0.7558761170581423
15,0.022686212604663657,0.9163960925152174,0.0010368,0.9462915601023019,0.8148,1.0,0.890625,0.6609538002980626,1.0,1.0,241934.80546875,0.2095903505836642,7.2730279003125,0.028291749594526697,6.6340003125,0.010000324364276085,16601562.5,0.0,0.7578168138994025
16,0.023061994300313245,0.9841632575430243,0.0010216,0.9948849104859341,0.8164,0.9969111969111968,1.0,1.0,1.0,1.0,271466.0123046875,0.0,7.27309795328125,0.026640836599743502,6.696474900390625,0.0,16601562.5,0.0,0.792024524496636
