Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,2397,0,2397,0.000000,0.002217,7.048312,451.091980,0.449219,0.264040,0.297781,1
1,1.000000,2420,23,2397,0.950413,0.002206,7.115945,453.256228,0.449219,0.264040,0.297781,1
1,5.000000,2502,105,2397,4.196643,0.002169,7.357070,460.972242,0.449219,0.264040,0.297781,1
1,10.000000,2649,252,2397,9.513024,0.002106,7.789332,474.804609,0.449219,0.264040,0.297781,1
1,25.000000,3154,757,2397,24.001268,0.001915,9.274312,522.323964,0.449219,0.264040,0.297781,1
2,0.000000,2397,0,2397,0.000000,0.002241,7.019535,446.193332,0.512695,0.632755,0.649521,2
2,1.000000,2421,23,2398,0.950021,0.002230,7.086927,448.349556,0.512695,0.632755,0.649521,2
2,5.000000,2503,105,2398,4.194966,0.002193,7.327154,456.036794,0.512695,0.632755,0.649521,2
2,10.000000,2651,252,2399,9.505847,0.002129,7.757824,469.641864,0.516352,0.632755,0.649521,2
2,25.000000,3159,757,2402,24.026591,0.001936,9.240134,516.638207,0.525424,0.632755,0.649521,2
3,0.000000,2397,0,2397,0.000000,0.004847,6.987653,206.319696,2.011719,0.784274,0.812248,2
3,1.000000,2421,23,2398,0.950021,0.004829,7.054679,207.096969,2.014622,0.784274,0.812248,2
3,5.000000,2503,105,2398,4.194966,0.004741,7.293950,210.920161,2.029138,0.784274,0.812248,2
3,10.000000,2648,250,2398,9.441088,0.004617,7.716561,216.594214,2.050548,0.784274,0.812248,2
3,25.000000,3154,754,2400,23.969562,0.004179,9.187403,239.291234,2.136613,0.784274,0.812248,2
4,0.000000,2397,0,2397,0.000000,0.002364,6.992876,423.074370,0.825195,0.638221,0.640865,2
4,1.000000,2421,23,2398,0.950021,0.002352,7.059995,425.221500,0.825195,0.638221,0.640865,2
4,5.000000,2503,105,2398,4.194966,0.002312,7.299279,432.526236,0.830609,0.638221,0.640865,2
4,10.000000,2650,251,2399,9.509434,0.002246,7.727570,445.197339,0.846497,0.638221,0.640865,2
4,25.000000,3159,758,2401,24.058246,0.002041,9.206689,489.987778,0.885522,0.638221,0.640865,2
5,0.000000,2397,0,2397,0.000000,0.005851,7.012157,170.920252,4.628906,0.566964,0.575949,2
5,1.000000,2420,23,2397,0.950413,0.005822,7.079473,171.768219,4.639439,0.566964,0.575949,2
5,5.000000,2504,105,2399,4.193291,0.005726,7.319470,174.633975,4.674047,0.566964,0.575949,2
5,10.000000,2646,248,2398,9.372638,0.005555,7.738020,180.026245,4.741758,0.566964,0.575949,2
