Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,6712,0,6712,0.000000,0.006402,39.048842,156.195367,1.425781,1.000000,1.000000,2
1,1.000000,6779,66,6713,0.973595,0.006371,39.432911,156.963555,1.426971,1.000000,1.000000,2
1,5.000000,7035,321,6714,4.562900,0.006253,40.916726,159.931232,1.438870,1.000000,1.000000,2
1,10.000000,7436,722,6714,9.709521,0.006075,43.250073,164.597926,1.453148,1.000000,1.000000,2
1,25.000000,8910,2194,6716,24.624018,0.005503,51.815404,181.728684,1.512641,1.000000,1.000000,2
2,0.000000,6712,0,6712,0.000000,0.006402,39.048842,156.195367,1.425781,1.000000,1.000000,2
2,1.000000,6779,66,6713,0.973595,0.006371,39.432911,156.963555,1.426971,1.000000,1.000000,2
2,5.000000,7035,321,6714,4.562900,0.006253,40.916726,159.931232,1.438870,1.000000,1.000000,2
2,10.000000,7436,722,6714,9.709521,0.006075,43.250073,164.597926,1.453148,1.000000,1.000000,2
2,25.000000,8910,2194,6716,24.624018,0.005503,51.815404,181.728684,1.512641,1.000000,1.000000,2
3,0.000000,6713,0,6713,0.000000,0.006402,39.047607,156.190427,1.572266,1.000000,1.000000,3
3,1.000000,6779,66,6713,0.973595,0.006371,39.431648,156.958510,1.573813,1.000000,1.000000,3
3,5.000000,7038,321,6717,4.575163,0.006253,40.918156,159.931598,1.589726,1.000000,1.000000,3
3,10.000000,7439,721,6718,9.692163,0.006076,43.242932,164.581198,1.604188,1.000000,1.000000,3
3,25.000000,8912,2191,6721,24.607271,0.005504,51.799706,181.694770,1.680659,1.000000,1.000000,3
4,0.000000,6713,0,6713,0.000000,0.006402,39.047607,156.190427,1.572266,1.000000,1.000000,3
4,1.000000,6779,66,6713,0.973595,0.006371,39.431648,156.958510,1.573813,1.000000,1.000000,3
