Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.018116,6.900000,55.200000,0.449219,1.000000,1.000000,1
1,1.000000,0.018003,6.986388,55.545552,0.449219,1.000000,1.000000,1
1,5.000000,0.017566,7.331940,56.927760,0.449219,1.000000,1.000000,1
1,10.000000,0.016949,7.850268,59.001072,0.449219,1.000000,1.000000,1
1,25.000000,0.015172,9.578028,65.912112,0.449219,1.000000,1.000000,1
2,0.000000,0.018116,6.900000,55.200000,0.512695,1.000000,1.000000,2
2,1.000000,0.018003,6.986392,55.545569,0.512695,1.000000,1.000000,2
2,5.000000,0.017566,7.331961,56.927844,0.512695,1.000000,1.000000,2
2,10.000000,0.016899,7.893510,59.174041,0.512695,1.000000,1.000000,2
2,25.000000,0.015177,9.572035,65.888139,0.536228,1.000000,1.000000,2
3,0.000000,0.018116,6.900000,55.200000,0.825195,1.000000,1.000000,2
3,1.000000,0.018003,6.986398,55.545592,0.825195,1.000000,1.000000,2
3,5.000000,0.017566,7.331990,56.927960,0.825195,1.000000,1.000000,2
3,10.000000,0.016899,7.893579,59.174316,0.865801,1.000000,1.000000,2
3,25.000000,0.015179,9.569699,65.878797,0.861740,1.000000,1.000000,2
4,0.000000,0.018116,6.900000,55.200000,4.628906,1.000000,1.000000,2
4,1.000000,0.018003,6.986398,55.545594,4.651477,1.000000,1.000000,2
4,5.000000,0.017566,7.331987,56.927949,4.674047,1.000000,1.000000,2
4,10.000000,0.016949,7.850374,59.001498,4.764328,1.000000,1.000000,2
4,25.000000,0.015132,9.621531,66.086125,5.080312,1.000000,1.000000,2
5,0.000000,0.018116,6.900000,55.200000,2.011719,1.000000,1.000000,2
5,1.000000,0.018003,6.986397,55.545588,2.017162,1.000000,1.000000,2
5,5.000000,0.017566,7.331984,56.927937,2.028049,1.000000,1.000000,2
5,10.000000,0.016968,7.833254,58.933015,2.063996,1.000000,1.000000,2
5,25.000000,0.015363,9.458820,65.089694,2.131314,1.000000,1.000000,2
6,0.000000,0.018116,6.900000,55.200000,0.888672,1.000000,1.000000,3
6,1.000000,0.018003,6.986398,55.545592,0.888672,1.000000,1.000000,3
6,5.000000,0.017566,7.331990,56.927960,0.888672,1.000000,1.000000,3
6,10.000000,0.016943,7.855031,59.020124,0.914374,1.000000,1.000000,3
6,25.000000,0.015181,9.568418,65.873670,0.932998,1.000000,1.000000,3
7,0.000000,0.018116,6.900000,55.200000,4.692383,1.000000,1.000000,3
7,1.000000,0.018003,6.986397,55.545587,4.715531,1.000000,1.000000,3
7,5.000000,0.017566,7.331984,56.927936,4.738679,1.000000,1.000000,3
7,10.000000,0.016899,7.893563,59.174251,4.854420,1.000000,1.000000,3
7,25.000000,0.015211,9.578300,65.740407,4.974885,1.000000,1.000000,3
8,0.000000,0.018116,6.900000,55.200000,2.075195,1.000000,1.000000,3
