Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,9597,0,9597,0.000000,0.016711,7.480312,59.842498,0.449219,0.762681,0.606884,1
1,1.000000,9694,97,9597,1.000619,0.016627,7.555919,60.144923,0.449219,0.762681,0.606884,1
1,5.000000,10058,461,9597,4.583416,0.016319,7.839638,61.279800,0.449219,0.762681,0.606884,1
1,10.000000,10644,1047,9597,9.836528,0.015846,8.296394,63.106826,0.449219,0.762681,0.606884,1
1,25.000000,12724,3127,9597,24.575605,0.014370,9.917646,69.591834,0.449219,0.762681,0.606884,1
2,0.000000,9594,0,9594,0.000000,0.017036,7.363119,58.698662,0.512695,0.882299,0.803832,2
2,1.000000,9692,97,9595,1.000825,0.016950,7.437599,58.996582,0.512695,0.882299,0.803832,2
2,5.000000,10057,460,9597,4.583872,0.016637,7.716440,60.108576,0.513727,0.882299,0.803832,2
2,10.000000,10642,1045,9597,9.838376,0.016155,8.166153,61.898523,0.516468,0.882299,0.803832,2
2,25.000000,12716,3116,9600,24.528154,0.014655,9.755206,68.236578,0.522042,0.882299,0.803832,2
3,0.000000,9598,0,9598,0.000000,0.017760,7.247108,56.305519,0.825195,0.677404,0.806731,2
3,1.000000,9695,96,9599,0.990201,0.017671,7.319629,56.589588,0.826549,0.677404,0.806731,2
3,5.000000,10059,459,9600,4.563078,0.017347,7.593752,57.648475,0.835008,0.677404,0.806731,2
3,10.000000,10641,1041,9600,9.782915,0.016847,8.032828,59.357474,0.845644,0.677404,0.806731,2
3,25.000000,12716,3113,9603,24.488833,0.015280,9.597996,65.444212,0.884768,0.677404,0.806731,2
4,0.000000,9590,0,9590,0.000000,0.020335,7.209785,49.176686,4.628906,0.900128,0.728426,2
4,1.000000,9688,97,9591,1.001239,0.020232,7.282746,49.425681,4.639439,0.900128,0.728426,2
4,5.000000,10052,460,9592,4.576204,0.019858,7.555671,50.358232,4.678561,0.900128,0.728426,2
4,10.000000,10633,1040,9593,9.790276,0.019291,7.992196,51.838843,4.743814,0.900128,0.728426,2
4,25.000000,12704,3110,9594,24.496222,0.017499,9.548683,57.144703,4.969975,0.900128,0.728426,2
5,0.000000,9587,0,9587,0.000000,0.022601,7.190213,44.245543,2.011719,0.971774,0.945565,2
5,1.000000,9682,94,9588,0.970874,0.022490,7.260719,44.464369,2.015438,0.971774,0.945565,2
5,5.000000,10048,460,9588,4.578025,0.022074,7.535403,45.302619,2.030766,0.971774,0.945565,2
5,10.000000,10625,1036,9589,9.750588,0.021450,7.967781,46.620587,2.054984,0.971774,0.945565,2
5,25.000000,12683,3092,9591,24.402744,0.019453,9.510209,51.404905,2.136503,0.971774,0.945565,2
6,0.000000,9599,0,9599,0.000000,0.017998,7.241083,55.560941,0.888672,0.930769,0.871154,3
6,1.000000,9696,96,9600,0.990099,0.017908,7.313535,55.840373,0.890676,0.930769,0.871154,3
6,5.000000,10061,459,9602,4.562171,0.017578,7.587425,56.887742,0.899253,0.930769,0.871154,3
6,10.000000,10640,1038,9602,9.755639,0.017073,8.024329,58.571621,0.911135,0.930769,0.871154,3
6,25.000000,12721,3111,9610,24.479208,0.015485,9.589091,64.576831,0.958655,0.930769,0.871154,3
7,0.000000,9591,0,9591,0.000000,0.020390,7.176268,49.042617,4.692383,0.932671,0.822369,3
7,1.000000,9691,97,9594,1.000929,0.020288,7.248908,49.290996,4.703185,0.932671,0.822369,3
7,5.000000,10054,459,9595,4.575293,0.019912,7.520484,50.220776,4.743649,0.932671,0.822369,3
7,10.000000,10635,1040,9595,9.788434,0.019344,7.954717,51.696801,4.810543,0.932671,0.822369,3
7,25.000000,12700,3099,9601,24.433071,0.017550,9.496890,56.980079,5.038008,0.932671,0.822369,3
8,0.000000,9588,0,9588,0.000000,0.022709,7.137520,44.034770,2.075195,0.980874,0.965847,3
8,1.000000,9684,94,9590,0.970673,0.022598,7.207509,44.252516,2.078975,0.980874,0.965847,3
8,5.000000,10050,460,9590,4.577114,0.022179,7.480142,45.086711,2.095649,0.980874,0.965847,3
8,10.000000,10626,1035,9591,9.749671,0.021552,7.909006,46.398973,2.120878,0.980874,0.965847,3
8,25.000000,12685,3088,9597,24.351596,0.019555,9.435970,51.136664,2.210763,0.980874,0.965847,3
9,0.000000,9591,0,9591,0.000000,0.020428,7.153557,48.951773,5.004883,0.816752,0.852284,3
9,1.000000,9688,96,9592,0.990917,0.020326,7.225181,49.198071,5.017051,0.816752,0.852284,3
9,5.000000,10052,460,9592,4.576204,0.019951,7.496718,50.123295,5.064802,0.816752,0.852284,3
9,10.000000,10631,1034,9597,9.745085,0.019381,7.925787,51.596578,5.137551,0.816752,0.852284,3
9,25.000000,12688,3087,9601,24.369483,0.017593,9.457422,56.839324,5.401599,0.816752,0.852284,3
10,0.000000,9587,0,9587,0.000000,0.022807,7.090605,43.847110,2.387695,0.854167,0.983025,3
10,1.000000,9683,94,9589,0.970774,0.022694,7.160162,44.064038,2.393136,0.854167,0.983025,3
10,5.000000,10051,459,9592,4.576659,0.022274,7.430730,44.895618,2.415902,0.854167,0.983025,3
10,10.000000,10626,1035,9591,9.749671,0.021646,7.856469,46.198699,2.450864,0.854167,0.983025,3
10,25.000000,12676,3080,9596,24.321553,0.019639,9.369536,50.920134,2.562769,0.854167,0.983025,3
11,0.000000,9587,0,9587,0.000000,0.022697,7.143630,44.059210,6.191406,0.970833,0.966667,3
