composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.207765,73.662119,0.013575,0.449219,0.000000,0.449219,0.061539,61.539200
2,2,8.735451,69.670237,0.014353,0.449219,0.063477,0.512695,0.061291,61.291200
3,2,8.257787,64.248704,0.015565,0.449219,0.375977,0.825195,0.059750,59.749600
4,2,7.956247,54.048831,0.018502,2.539062,2.089844,4.628906,0.052606,56.031400
5,2,7.982061,48.145533,0.020770,1.230469,0.781250,2.011719,0.047693,40.299400
6,3,8.231117,63.395258,0.015774,0.449219,0.439453,0.888672,0.058972,59.749600
7,3,7.819861,53.503289,0.018690,2.539062,2.153320,4.692383,0.052616,55.828200
8,3,7.767988,47.289239,0.021146,1.230469,0.844727,2.075195,0.047682,40.054600
9,3,7.716368,53.089318,0.018836,2.539062,2.465820,5.004883,0.052613,54.265800
10,3,7.568219,46.490164,0.021510,1.230469,1.157227,2.387695,0.047690,38.516200
11,3,7.628251,46.730293,0.021399,3.320312,2.871094,6.191406,0.047679,39.049600
12,4,7.689699,52.235871,0.019144,2.539062,2.529297,5.068359,0.051835,54.265800
13,4,7.541549,45.636717,0.021912,1.230469,1.220703,2.451172,0.046912,38.516200
14,4,7.491865,46.184750,0.021652,3.320312,2.934570,6.254883,0.047689,38.846400
15,4,7.388373,45.770779,0.021848,3.320312,3.247070,6.567383,0.047686,37.284000
16,5,7.361703,44.917333,0.022263,3.320312,3.310547,6.630859,0.046908,37.284000
