Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,4794,0,4794,0.000000,0.017380,7.192132,57.537058,0.449219,1.000000,1.000000,1
1,1.000000,4843,49,4794,1.011770,0.017292,7.265646,57.831112,0.449219,1.000000,1.000000,1
1,5.000000,5024,230,4794,4.578025,0.016973,7.537196,58.917312,0.449219,1.000000,1.000000,1
1,10.000000,5298,504,4794,9.513024,0.016512,7.948272,60.561616,0.449219,1.000000,1.000000,1
1,25.000000,6345,1551,4794,24.444444,0.014960,9.519062,66.844776,0.449219,1.000000,1.000000,1
2,0.000000,4793,0,4793,0.000000,0.017522,7.133931,57.071448,0.512695,1.000000,1.000000,2
2,1.000000,4846,51,4795,1.052414,0.017431,7.208402,57.369426,0.513616,1.000000,1.000000,2
2,5.000000,5024,229,4795,4.578025,0.017113,7.474991,58.435734,0.515531,1.000000,1.000000,2
2,10.000000,5300,504,4796,9.509434,0.016646,7.884288,60.073018,0.514523,1.000000,1.000000,2
2,25.000000,6348,1550,4798,24.417139,0.015083,9.441464,66.301821,0.521836,1.000000,1.000000,2
3,0.000000,4794,0,4794,0.000000,0.017717,7.055189,56.441513,2.011719,1.000000,1.000000,2
3,1.000000,4846,51,4795,1.052414,0.017624,7.130308,56.742179,2.015891,1.000000,1.000000,2
3,5.000000,5024,228,4796,4.558121,0.017305,7.391574,57.787243,2.032077,1.000000,1.000000,2
3,10.000000,5292,497,4795,9.410431,0.016844,7.787296,59.369939,2.052063,1.000000,1.000000,2
3,25.000000,6333,1536,4797,24.269698,0.015269,9.317656,65.491766,2.139723,1.000000,1.000000,2
4,0.000000,4795,0,4795,0.000000,0.017662,7.077536,56.620288,0.825195,1.000000,1.000000,2
4,1.000000,4845,50,4795,1.031992,0.017570,7.151350,56.915542,0.827902,1.000000,1.000000,2
4,5.000000,5024,227,4797,4.518312,0.017253,7.412680,57.961056,0.834670,1.000000,1.000000,2
4,10.000000,5302,503,4799,9.505847,0.016781,7.820617,59.592898,0.842339,1.000000,1.000000,2
4,25.000000,6351,1551,4800,24.437097,0.015201,9.368199,65.783322,0.882515,1.000000,1.000000,2
5,0.000000,4793,0,4793,0.000000,0.017660,7.077989,56.623913,4.628906,1.000000,1.000000,2
5,1.000000,4845,51,4794,1.052632,0.017567,7.153351,56.925503,4.640191,1.000000,1.000000,2
