composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.850268,59.001072,0.016949,0.449219,0.000000,0.449219,0.001456,1.456000
2,2,7.893510,59.174041,0.016899,0.449219,0.063477,0.512695,0.001496,1.496000
3,2,7.893579,59.174316,0.016899,0.449219,0.416582,0.865801,0.001488,1.488000
4,2,7.850374,59.001498,0.016949,2.539062,2.225266,4.764328,0.001464,1.464000
5,2,7.833254,58.933015,0.016968,1.230469,0.833527,2.063996,0.001464,1.464000
6,3,7.855031,59.020124,0.016943,0.449219,0.465155,0.914374,0.001496,1.496000
7,3,7.893563,59.174251,0.016899,2.539062,2.315357,4.854420,0.001496,1.496000
8,3,7.834191,58.936765,0.016967,1.230469,0.904519,2.134988,0.001480,1.480000
9,3,7.893574,59.174298,0.016899,2.539062,2.655400,5.194463,0.001496,1.496000
10,3,7.837169,58.948675,0.016964,1.230469,1.248531,2.479000,0.001480,1.480000
11,3,7.874947,59.099789,0.016921,3.320312,3.068492,6.388805,0.001496,1.496000
12,4,7.893574,59.174297,0.016899,2.539062,2.721777,5.260840,0.001520,1.520000
13,4,7.835569,58.942274,0.016966,1.230469,1.314908,2.545376,0.001496,1.496000
14,4,7.802151,58.808602,0.017004,3.320312,3.102669,6.422981,0.001496,1.496000
15,4,7.808642,58.834566,0.016997,3.320312,3.418292,6.738604,0.001504,1.504000
16,5,7.786937,58.747748,0.017022,3.320312,3.480134,6.800447,0.001512,1.512000
