composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.942513,68.003461,0.014705,0.449219,0.000000,0.449219,0.034146,34.145600
2,2,8.679083,65.785965,0.015201,0.449219,0.067133,0.516352,0.034002,34.002400
3,2,8.277981,48.068652,0.020804,1.230469,0.824561,2.055029,0.026408,22.354400
4,2,8.416673,62.204288,0.016076,0.449219,0.394757,0.843975,0.033150,33.150400
5,2,8.282087,53.627144,0.018647,2.539062,2.205517,4.744579,0.029073,30.994400
6,3,8.403251,61.382992,0.016291,0.449219,0.461692,0.910910,0.032725,33.154400
7,3,8.159451,47.618830,0.021000,1.230469,0.891268,2.121737,0.026404,22.220800
8,3,8.120775,47.483738,0.021060,3.320312,3.027808,6.348121,0.026390,21.641000
9,3,8.204274,53.337744,0.018748,2.539062,2.270498,4.809561,0.029073,30.870000
10,3,8.144468,53.107942,0.018830,2.539062,2.601449,5.140511,0.029046,29.987800
11,3,8.048990,47.204429,0.021184,1.230469,1.220111,2.450580,0.026403,21.360000
12,4,8.131986,52.282691,0.019127,2.539062,2.669023,5.208085,0.028615,29.984200
13,4,8.034664,46.382029,0.021560,1.230469,1.286335,2.516804,0.025976,21.364000
14,4,8.042626,47.190564,0.021191,3.320312,3.093790,6.414103,0.026385,21.508800
15,4,7.985220,46.979378,0.021286,3.320312,3.422423,6.742736,0.026377,20.638200
16,5,7.970547,46.156679,0.021665,3.320312,3.488968,6.809281,0.025950,20.640000
