composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.820753,59.188981,0.016895,0.449219,0.000000,0.449219,0.002152,2.152000
2,2,7.834223,59.187081,0.016896,0.449219,0.063477,0.512695,0.002184,2.184000
3,2,7.821105,59.087829,0.016924,0.449219,0.403047,0.852266,0.002176,2.176000
4,2,7.852751,59.328641,0.016855,2.539062,2.195172,4.734234,0.002168,2.168000
5,2,7.824280,59.113909,0.016916,1.230469,0.821168,2.051637,0.002168,2.168000
6,3,7.820916,59.086252,0.016924,0.449219,0.473203,0.922422,0.002192,2.192000
7,3,7.825931,59.207338,0.016890,2.539062,2.253278,4.792341,0.002184,2.184000
8,3,7.817835,59.064989,0.016931,1.230469,0.885298,2.115766,0.002200,2.200000
9,3,7.848838,59.298986,0.016864,2.539062,2.586934,5.125996,0.002192,2.192000
10,3,7.814255,59.037008,0.016939,1.230469,1.221795,2.452263,0.002176,2.176000
11,3,7.830120,59.260537,0.016875,3.320312,3.007762,6.328075,0.002184,2.184000
12,4,7.848588,59.297168,0.016864,2.539062,2.654277,5.193340,0.002208,2.208000
13,4,7.814126,59.036149,0.016939,1.230469,1.289138,2.519607,0.002200,2.200000
14,4,7.834827,59.264862,0.016873,3.320312,3.076773,6.397085,0.002200,2.200000
15,4,7.825715,59.227954,0.016884,3.320312,3.410071,6.730383,0.002192,2.192000
16,5,7.825569,59.226792,0.016884,3.320312,3.473547,6.793860,0.002216,2.216000
