Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.002264,6.900000,441.600000,0.449219,0.264040,0.297781,1
1,1.000000,0.002250,6.986388,444.364416,0.449219,0.264040,0.297781,1
1,5.000000,0.002196,7.331940,455.422080,0.449219,0.264040,0.297781,1
1,10.000000,0.002119,7.850268,472.008576,0.449219,0.264040,0.297781,1
1,25.000000,0.001896,9.578028,527.296896,0.449219,0.264040,0.297781,1
2,0.000000,0.002280,6.900000,438.600000,0.512695,0.632755,0.649521,2
2,1.000000,0.002266,6.986392,441.364550,0.512695,0.632755,0.649521,2
2,5.000000,0.002210,7.331961,452.422752,0.512695,0.632755,0.649521,2
2,10.000000,0.002126,7.893510,470.392330,0.512695,0.632755,0.649521,2
2,25.000000,0.001912,9.572035,522.992933,0.536228,0.632755,0.649521,2
3,0.000000,0.002395,6.900000,417.600000,0.825195,0.638221,0.640865,2
3,1.000000,0.002379,6.986398,420.364736,0.825195,0.638221,0.640865,2
3,5.000000,0.002318,7.331990,431.423680,0.825195,0.638221,0.640865,2
3,10.000000,0.002238,7.893579,446.802528,0.865801,0.638221,0.640865,2
3,25.000000,0.001997,9.569699,500.697598,0.861740,0.638221,0.640865,2
4,0.000000,0.004946,6.900000,202.200000,2.011719,0.784274,0.812248,2
4,1.000000,0.004911,6.986397,203.603951,2.017162,0.784274,0.812248,2
4,5.000000,0.004843,7.331984,206.498250,2.028049,0.784274,0.812248,2
4,10.000000,0.004635,7.833254,215.735126,2.063996,0.784274,0.812248,2
4,25.000000,0.004206,9.458820,237.773565,2.131314,0.784274,0.812248,2
5,0.000000,0.005981,6.900000,167.200000,4.628906,0.566964,0.575949,2
5,1.000000,0.005926,6.986398,168.755194,4.651477,0.566964,0.575949,2
5,5.000000,0.005836,7.331987,171.347149,4.674047,0.566964,0.575949,2
5,10.000000,0.005610,7.850374,178.259098,4.764328,0.566964,0.575949,2
5,25.000000,0.004944,9.621531,202.278125,5.080312,0.566964,0.575949,2
6,0.000000,0.002395,6.900000,417.600000,0.888672,0.758814,0.768910,3
6,1.000000,0.002379,6.986398,420.364736,0.888672,0.758814,0.768910,3
6,5.000000,0.002318,7.331990,431.423680,0.888672,0.758814,0.768910,3
6,10.000000,0.002239,7.855031,446.725432,0.914374,0.758814,0.768910,3
6,25.000000,0.001997,9.568418,500.695035,0.932998,0.758814,0.768910,3
7,0.000000,0.005020,6.900000,199.200000,2.075195,0.858948,0.877561,3
