composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.039536,55.968114,0.017867,0.449219,0.000000,0.449219,0.001296,1.296000
2,2,7.030395,55.691796,0.017956,0.449219,0.063477,0.512695,0.001300,1.300000
3,2,7.023560,54.217999,0.018444,0.449219,0.375977,0.825195,0.001268,1.268000
4,2,7.055860,47.873897,0.020888,2.539062,2.112414,4.651477,0.001112,1.189000
5,2,7.029634,43.283688,0.023103,1.230469,0.786693,2.017162,0.001004,0.851000
6,3,7.023595,53.508269,0.018689,0.449219,0.439453,0.888672,0.001254,1.272000
7,3,7.053685,47.865297,0.020892,2.539062,2.176468,4.715531,0.001120,1.193000
8,3,7.025889,43.268827,0.023111,1.230469,0.850259,2.080728,0.001012,0.855000
9,3,7.054637,47.869011,0.020890,2.539062,2.494033,5.033096,0.001116,1.157000
10,3,7.024887,43.264912,0.023113,1.230469,1.163476,2.393945,0.001012,0.823000
11,3,7.064550,43.422712,0.023029,3.320312,2.893664,6.213977,0.001012,0.840000
12,4,7.054792,47.159761,0.021205,2.539062,2.557510,5.096572,0.001106,1.165000
13,4,7.024921,42.555182,0.023499,1.230469,1.226953,2.457421,0.000998,0.827000
14,4,7.062375,43.414111,0.023034,3.320312,2.957718,6.278031,0.001020,0.844000
15,4,7.063327,43.417826,0.023032,3.320312,3.275283,6.595596,0.001016,0.808000
16,5,7.063482,42.708576,0.023415,3.320312,3.338760,6.659072,0.001006,0.816000
