composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.135561,64.759481,0.015442,0.449219,0.000000,0.449219,0.031080,31.080000
2,2,7.897119,62.652870,0.015961,0.449219,0.063934,0.513152,0.030956,30.956000
3,2,7.656142,59.222474,0.016885,0.449219,0.378684,0.827902,0.030174,30.173600
4,2,7.506466,50.896139,0.019648,2.539062,2.100753,4.639815,0.026506,28.246600
5,2,7.517877,45.712726,0.021876,1.230469,0.785102,2.015570,0.024054,20.339200
6,3,7.642671,58.438737,0.017112,0.449219,0.442845,0.892064,0.029780,30.175200
7,3,7.437531,50.621787,0.019754,2.539062,2.164631,4.703694,0.026510,28.137000
8,3,7.409883,45.282833,0.022083,1.230469,0.849009,2.079478,0.024050,20.217600
9,3,7.385659,50.413765,0.019836,2.539062,2.478740,5.017803,0.026506,27.345400
10,3,7.309301,44.882469,0.022280,1.230469,1.163875,2.394344,0.024054,19.433600
11,3,7.343412,45.018011,0.022213,3.320312,2.885514,6.205826,0.024049,19.712800
12,4,7.372547,49.631163,0.020149,2.539062,2.542985,5.082048,0.026113,27.347800
13,4,7.295852,44.099589,0.022676,1.230469,1.227633,2.458102,0.023661,19.438400
14,4,7.274403,44.743439,0.022350,3.320312,2.949345,6.269658,0.024050,19.601600
15,4,7.222348,44.536515,0.022453,3.320312,3.262921,6.583234,0.024048,18.806400
16,5,7.209071,43.753630,0.022855,3.320312,3.327088,6.647401,0.023655,18.808800
