Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,2397,0,2397,0.000000,0.017735,7.048312,56.386497,0.449219,1.000000,1.000000,1
1,1.000000,2420,23,2397,0.950413,0.017650,7.115945,56.657028,0.449219,1.000000,1.000000,1
1,5.000000,2502,105,2397,4.196643,0.017355,7.357070,57.621530,0.449219,1.000000,1.000000,1
1,10.000000,2649,252,2397,9.513024,0.016849,7.789332,59.350576,0.449219,1.000000,1.000000,1
1,25.000000,3154,757,2397,24.001268,0.015316,9.274312,65.290495,0.449219,1.000000,1.000000,1
2,0.000000,2397,0,2397,0.000000,0.017807,7.019535,56.156280,0.512695,1.000000,1.000000,2
2,1.000000,2421,23,2398,0.950021,0.017722,7.086927,56.425898,0.512695,1.000000,1.000000,2
2,5.000000,2503,105,2398,4.194966,0.017426,7.327154,57.386802,0.512695,1.000000,1.000000,2
2,10.000000,2651,252,2399,9.505847,0.016918,7.757824,59.109533,0.516352,1.000000,1.000000,2
2,25.000000,3159,757,2402,24.026591,0.015375,9.240134,65.038820,0.525424,1.000000,1.000000,2
3,0.000000,2397,0,2397,0.000000,0.017875,6.992876,55.943008,0.825195,1.000000,1.000000,2
3,1.000000,2421,23,2398,0.950021,0.017790,7.059995,56.211579,0.825195,1.000000,1.000000,2
3,5.000000,2503,105,2398,4.194966,0.017492,7.299279,57.168716,0.830609,1.000000,1.000000,2
3,10.000000,2650,251,2399,9.509434,0.016983,7.727570,58.881882,0.846497,1.000000,1.000000,2
3,25.000000,3159,758,2401,24.058246,0.015432,9.206689,64.798452,0.885522,1.000000,1.000000,2
4,0.000000,2397,0,2397,0.000000,0.017826,7.012157,56.097257,4.628906,1.000000,1.000000,2
4,1.000000,2420,23,2397,0.950413,0.017741,7.079473,56.366522,4.639439,1.000000,1.000000,2
4,5.000000,2504,105,2399,4.193291,0.017444,7.319470,57.326796,4.674047,1.000000,1.000000,2
4,10.000000,2646,248,2398,9.372638,0.016949,7.738020,59.000853,4.741758,1.000000,1.000000,2
4,25.000000,3154,755,2399,23.937857,0.015400,9.221781,64.936041,4.967461,1.000000,1.000000,2
5,0.000000,2397,0,2397,0.000000,0.017889,6.987653,55.901226,2.011719,1.000000,1.000000,2
5,1.000000,2421,23,2398,0.950021,0.017803,7.054679,56.169522,2.014622,1.000000,1.000000,2
5,5.000000,2503,105,2398,4.194966,0.017505,7.293950,57.126605,2.029138,1.000000,1.000000,2
5,10.000000,2648,250,2398,9.441088,0.017002,7.716561,58.817048,2.050548,1.000000,1.000000,2
5,25.000000,3154,754,2400,23.969562,0.015456,9.187403,64.700417,2.136613,1.000000,1.000000,2
6,0.000000,2398,0,2398,0.000000,0.017878,6.991855,55.934838,0.888672,1.000000,1.000000,3
6,1.000000,2423,23,2400,0.949236,0.017793,7.058974,56.203409,0.888672,1.000000,1.000000,3
6,5.000000,2507,105,2402,4.188273,0.017495,7.298249,57.160606,0.894859,1.000000,1.000000,3
6,10.000000,2655,252,2403,9.529190,0.016984,7.727601,58.878015,0.914495,1.000000,1.000000,3
6,25.000000,3162,756,2406,24.035421,0.015437,9.202604,64.778029,0.954453,1.000000,1.000000,3
7,0.000000,2398,0,2398,0.000000,0.017846,7.004260,56.034079,4.692383,1.000000,1.000000,3
7,1.000000,2422,23,2399,0.949628,0.017761,7.071508,56.303119,4.703185,1.000000,1.000000,3
7,5.000000,2506,105,2401,4.189944,0.017464,7.311173,57.261922,4.737419,1.000000,1.000000,3
7,10.000000,2651,250,2401,9.505847,0.016961,7.735652,58.959695,4.811810,1.000000,1.000000,3
7,25.000000,3160,756,2404,24.018987,0.015410,9.218435,64.890972,5.048625,1.000000,1.000000,3
8,0.000000,2398,0,2398,0.000000,0.017921,6.974968,55.799744,2.075195,1.000000,1.000000,3
8,1.000000,2423,23,2400,0.949236,0.017836,7.041874,56.067464,2.078146,1.000000,1.000000,3
8,5.000000,2504,105,2399,4.193291,0.017537,7.280653,57.022532,2.092899,1.000000,1.000000,3
8,10.000000,2651,250,2401,9.505847,0.017032,7.703244,58.712895,2.122608,1.000000,1.000000,3
8,25.000000,3159,755,2404,23.931624,0.015480,9.174835,64.599643,2.207773,1.000000,1.000000,3
9,0.000000,2397,0,2397,0.000000,0.017855,7.000905,56.007239,5.004883,1.000000,1.000000,3
9,1.000000,2422,23,2399,0.949628,0.017769,7.068144,56.276339,5.017521,1.000000,1.000000,3
9,5.000000,2505,105,2400,4.191617,0.017472,7.307720,57.234740,5.058145,1.000000,1.000000,3
9,10.000000,2647,247,2400,9.331318,0.016982,7.720457,58.885689,5.135668,1.000000,1.000000,3
9,25.000000,3156,753,2403,23.922687,0.015427,9.203955,64.819728,5.397246,1.000000,1.000000,3
10,0.000000,2397,0,2397,0.000000,0.017945,6.965565,55.724520,2.387695,1.000000,1.000000,3
10,1.000000,2421,22,2399,0.908715,0.017863,7.029530,55.980571,2.392486,1.000000,1.000000,3
10,5.000000,2505,105,2400,4.191617,0.017561,7.270854,56.945966,2.411442,1.000000,1.000000,3
10,10.000000,2652,252,2400,9.502262,0.017055,7.692983,58.634478,2.447023,1.000000,1.000000,3
10,25.000000,3158,754,2404,23.907536,0.015504,9.159085,64.499175,2.571328,1.000000,1.000000,3
11,0.000000,2397,0,2397,0.000000,0.017838,7.007358,56.058864,6.191406,1.000000,1.000000,3
11,1.000000,2422,23,2399,0.949628,0.017753,7.074504,56.327642,6.202962,1.000000,1.000000,3
11,5.000000,2505,105,2400,4.191617,0.017456,7.314561,57.287917,6.254955,1.000000,1.000000,3
11,10.000000,2648,248,2400,9.365559,0.016961,7.732333,58.959004,6.334514,1.000000,1.000000,3
11,25.000000,3160,755,2405,23.955696,0.015406,9.220006,64.910127,6.641582,1.000000,1.000000,3
12,0.000000,2398,0,2398,0.000000,0.017857,6.999884,55.999069,5.068359,1.000000,1.000000,4
12,1.000000,2423,23,2400,0.949236,0.017772,7.067102,56.268040,5.081191,1.000000,1.000000,4
12,5.000000,2506,105,2401,4.189944,0.017474,7.306642,57.226246,5.123449,1.000000,1.000000,4
12,10.000000,2648,245,2403,9.290030,0.016986,7.718441,58.873492,5.202075,1.000000,1.000000,4
12,25.000000,3156,747,2409,23.827630,0.015440,9.192111,64.768266,5.468208,1.000000,1.000000,4
13,0.000000,2398,0,2398,0.000000,0.017948,6.964544,55.716350,2.451172,1.000000,1.000000,4
13,1.000000,2423,22,2401,0.907965,0.017866,7.028492,55.972335,2.456349,1.000000,1.000000,4
13,5.000000,2506,105,2401,4.189944,0.017563,7.269776,56.937472,2.475691,1.000000,1.000000,4
13,10.000000,2654,250,2404,9.495102,0.017055,7.694142,58.634984,2.514774,1.000000,1.000000,4
13,25.000000,3163,754,2409,23.964591,0.015506,9.157664,64.489262,2.642985,1.000000,1.000000,4
14,0.000000,2398,0,2398,0.000000,0.017859,6.999461,55.995687,6.254883,1.000000,1.000000,4
14,1.000000,2424,23,2401,0.948845,0.017773,7.066527,56.264143,6.266707,1.000000,1.000000,4
14,5.000000,2508,105,2403,4.186603,0.017475,7.306358,57.223565,6.319064,1.000000,1.000000,4
14,10.000000,2656,251,2405,9.487952,0.016976,7.727473,58.908120,6.403949,1.000000,1.000000,4
14,25.000000,3163,752,2411,23.901359,0.015429,9.203464,64.812276,6.714567,1.000000,1.000000,4
15,0.000000,2397,0,2397,0.000000,0.017867,6.996106,55.968847,6.567383,1.000000,1.000000,4
15,1.000000,2422,21,2401,0.867052,0.017789,7.057290,56.213871,6.576755,1.000000,1.000000,4
15,5.000000,2506,105,2401,4.189944,0.017484,7.302824,57.195957,6.640107,1.000000,1.000000,4
15,10.000000,2646,245,2401,9.259259,0.016998,7.711015,58.828721,6.728179,1.000000,1.000000,4
15,25.000000,3164,754,2410,23.957016,0.015433,9.202986,64.796942,7.078987,1.000000,1.000000,4
16,0.000000,2398,0,2398,0.000000,0.017870,6.995085,55.960677,6.630859,1.000000,1.000000,5
16,1.000000,2425,22,2403,0.907216,0.017791,7.056521,56.206662,6.640761,1.000000,1.000000,5
16,5.000000,2507,105,2402,4.188273,0.017486,7.301757,57.187560,6.704357,1.000000,1.000000,5
16,10.000000,2647,244,2403,9.217983,0.017004,7.706989,58.808533,6.791236,1.000000,1.000000,5
