composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.357250,57.622970,0.017354,0.449219,0.000000,0.449219,0.004008,4.008000
2,2,7.342208,57.243038,0.017469,0.449219,0.063543,0.512762,0.004016,4.016000
3,2,7.314268,55.509460,0.018015,0.449219,0.396279,0.845498,0.003896,3.896000
4,2,7.325961,48.961701,0.020424,2.539062,2.138054,4.677117,0.003440,3.676000
5,2,7.309066,44.207548,0.022621,1.230469,0.801209,2.031678,0.003112,2.649000
6,3,7.327860,54.793485,0.018250,0.449219,0.473203,0.922422,0.003852,3.908000
7,3,7.318997,48.931764,0.020437,2.539062,2.204241,4.743304,0.003448,3.664000
8,3,7.295721,44.126215,0.022662,1.228394,0.863168,2.091562,0.003124,2.645000
9,3,7.337348,48.961755,0.020424,2.539062,2.533145,5.072207,0.003448,3.564000
10,3,7.300736,44.146808,0.022652,1.230469,1.200962,2.431431,0.003124,2.537000
11,3,7.344694,44.318357,0.022564,3.320312,2.949324,6.269637,0.003124,2.590000
12,4,7.325979,48.206327,0.020744,2.539062,2.595437,5.134500,0.003404,3.576000
13,4,7.299527,43.400989,0.023041,1.230469,1.271118,2.501587,0.003072,2.541000
14,4,7.301270,44.215739,0.022616,3.320312,2.996796,6.317109,0.003136,2.581000
15,4,7.332854,44.272437,0.022587,3.320312,3.337484,6.657797,0.003136,2.483000
16,5,7.321487,43.516111,0.022980,3.320312,3.397301,6.717613,0.003080,2.479000
