composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,12.211531,85.532587,0.011691,0.447455,0.000000,0.447455,0.081614,81.614400
2,2,11.586470,81.155174,0.012322,0.447490,0.072511,0.520001,0.081590,81.590400
3,2,10.952424,76.712968,0.013036,0.447469,0.434854,0.882324,0.081605,81.604800
4,2,10.555125,73.933498,0.013526,2.530287,2.424936,4.955223,0.081589,81.588800
5,2,10.583600,74.135482,0.013489,1.225493,0.906689,2.132182,0.081533,81.532800
6,3,10.916158,76.459751,0.013079,0.447516,0.510549,0.958065,0.081608,81.608000
7,3,10.375337,72.671100,0.013761,2.530247,2.499125,5.029372,0.081627,81.627200
8,3,10.301198,72.153646,0.013859,1.225643,0.981240,2.206883,0.081517,81.516800
9,3,10.239713,71.720858,0.013943,2.530468,2.866662,5.397130,0.081630,81.630400
10,3,10.035757,70.294719,0.014226,1.225563,1.344813,2.570376,0.081530,81.529600
11,3,10.113851,70.847249,0.014115,3.306277,3.330957,6.637235,0.081499,81.499200
12,4,10.200455,71.446103,0.013997,2.529256,2.940522,5.469778,0.081606,81.606400
13,4,10.007084,70.091500,0.014267,1.226191,1.416018,2.642209,0.081589,81.588800
14,4,9.937165,69.606833,0.014366,3.309795,3.406486,6.716280,0.081563,81.563200
15,4,9.799382,68.641339,0.014568,3.306305,3.769986,7.076292,0.081542,81.542400
16,5,9.771264,68.442364,0.014611,3.310368,3.847940,7.158308,0.081619,81.619200
