composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.357070,57.621530,0.017355,0.449219,0.000000,0.449219,0.004003,4.003200
2,2,7.327154,57.182961,0.017488,0.449219,0.063477,0.512695,0.003990,3.989600
3,2,7.293950,44.188234,0.022630,1.230469,0.798669,2.029138,0.003104,2.627800
4,2,7.299279,55.513817,0.018014,0.449219,0.381391,0.830609,0.003890,3.889600
5,2,7.319470,48.947712,0.020430,2.539062,2.134984,4.674047,0.003425,3.651000
6,3,7.298249,54.786284,0.018253,0.449219,0.445640,0.894859,0.003842,3.892800
7,3,7.280653,44.136198,0.022657,1.230469,0.862430,2.092899,0.003105,2.614200
8,3,7.314561,44.268890,0.022589,3.320312,2.934642,6.254955,0.003106,2.550600
9,3,7.311173,48.921106,0.020441,2.539062,2.198356,4.737419,0.003427,3.637200
10,3,7.307720,48.901684,0.020449,2.539062,2.519082,5.058145,0.003426,3.535000
11,3,7.270854,44.097915,0.022677,1.230469,1.180973,2.411442,0.003106,2.515000
12,4,7.306642,48.173983,0.020758,2.539062,2.584387,5.123449,0.003376,3.537400
13,4,7.269776,43.370214,0.023057,1.230469,1.245223,2.475691,0.003056,2.515800
14,4,7.306358,44.236714,0.022606,3.320312,2.998752,6.319064,0.003108,2.539200
15,4,7.302824,44.222911,0.022613,3.320312,3.319795,6.640107,0.003106,2.437000
16,5,7.301757,43.495282,0.022991,3.320312,3.384044,6.704357,0.003057,2.437800
