Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,38462,0,38462,0.000000,0.001696,9.212212,589.581580,0.449219,0.264040,0.297781,1
1,1.000000,38849,387,38462,0.996165,0.001688,9.304905,592.547756,0.449219,0.264040,0.297781,1
1,5.000000,40443,1981,38462,4.898252,0.001654,9.686695,604.765029,0.449219,0.264040,0.297781,1
1,10.000000,42670,4208,38462,9.861730,0.001608,10.220099,621.833954,0.449219,0.264040,0.297781,1
1,25.000000,51199,12737,38462,24.877439,0.001455,12.262938,687.204794,0.449219,0.264040,0.297781,1
2,0.000000,38446,0,38446,0.000000,0.001798,8.740527,556.149620,0.512695,0.632755,0.649521,2
2,1.000000,38834,387,38447,0.996549,0.001789,8.828581,558.961189,0.512810,0.632755,0.649521,2
2,5.000000,40426,1977,38449,4.890417,0.001753,9.190005,570.444308,0.514409,0.632755,0.649521,2
2,10.000000,42653,4204,38449,9.856282,0.001705,9.696165,586.559179,0.516012,0.632755,0.649521,2
2,25.000000,51189,12737,38452,24.886206,0.001542,11.636489,648.344336,0.521964,0.632755,0.649521,2
3,0.000000,38455,0,38455,0.000000,0.001994,8.265956,501.550530,0.825195,0.638221,0.640865,2
3,1.000000,38844,388,38456,0.998867,0.001984,8.349377,504.077187,0.827141,0.638221,0.640865,2
3,5.000000,40433,1976,38457,4.887097,0.001944,8.690720,514.412335,0.835177,0.638221,0.640865,2
3,10.000000,42654,4197,38457,9.839640,0.001890,9.168406,529.080211,0.843637,0.638221,0.640865,2
3,25.000000,51184,12725,38459,24.865192,0.001710,11.001955,584.746213,0.884797,0.638221,0.640865,2
4,0.000000,38429,0,38429,0.000000,0.003903,8.001977,256.216980,2.011719,0.784274,0.812248,2
4,1.000000,38816,387,38429,0.997012,0.003883,8.082540,257.502547,2.015638,0.784274,0.812248,2
4,5.000000,40398,1968,38430,4.871528,0.003804,8.412196,262.853113,2.031951,0.784274,0.812248,2
4,10.000000,42601,4170,38431,9.788503,0.003706,8.869082,269.865291,2.053293,0.784274,0.812248,2
4,25.000000,51117,12684,38433,24.817575,0.003352,10.642413,298.286823,2.139954,0.784274,0.812248,2
5,0.000000,38435,0,38435,0.000000,0.005004,8.002073,199.840251,4.628906,0.566964,0.575949,2
5,1.000000,38825,389,38436,1.001932,0.004979,8.083094,200.851038,4.639439,0.566964,0.575949,2
5,5.000000,40415,1977,38438,4.896697,0.004878,8.413764,205.008894,4.683023,0.566964,0.575949,2
5,10.000000,42647,4211,38436,9.874083,0.004747,8.878583,210.670607,4.741570,0.566964,0.575949,2
5,25.000000,51134,12693,38441,24.828881,0.004299,10.644843,232.635008,4.970736,0.566964,0.575949,2
6,0.000000,38455,0,38455,0.000000,0.001994,8.239915,501.446365,0.888672,0.758814,0.768910,3
6,1.000000,38846,387,38459,0.996242,0.001984,8.322938,503.985203,0.890623,0.758814,0.768910,3
6,5.000000,40440,1979,38461,4.893670,0.001944,8.664050,514.352214,0.899955,0.758814,0.768910,3
6,10.000000,42663,4204,38459,9.853972,0.001890,9.141208,528.986662,0.910720,0.758814,0.768910,3
6,25.000000,51159,12693,38466,24.818702,0.001711,10.961021,584.431311,0.958092,0.758814,0.768910,3
7,0.000000,38415,0,38415,0.000000,0.004179,7.788532,239.312380,2.075195,0.858948,0.877561,3
7,1.000000,38804,387,38417,0.997320,0.004158,7.867048,240.525933,2.079274,0.858948,0.877561,3
7,5.000000,40384,1966,38418,4.868265,0.004073,8.187483,245.516419,2.096596,0.858948,0.877561,3
7,10.000000,42587,4169,38418,9.791720,0.003966,8.633311,252.112584,2.120235,0.858948,0.877561,3
7,25.000000,51097,12674,38423,24.805762,0.003589,10.358001,278.639738,2.213933,0.858948,0.877561,3
8,0.000000,38447,0,38447,0.000000,0.005322,7.866316,187.907683,4.692383,0.717720,0.723329,3
8,1.000000,38840,389,38451,1.001545,0.005295,7.945988,188.863327,4.703209,0.717720,0.723329,3
8,5.000000,40424,1973,38451,4.883238,0.005188,8.270224,192.750071,4.748032,0.717720,0.723329,3
8,10.000000,42662,4210,38452,9.870611,0.005048,8.727835,198.106003,4.808422,0.717720,0.723329,3
8,25.000000,51151,12693,38458,24.822584,0.004572,10.463644,218.700037,5.043805,0.717720,0.723329,3
9,0.000000,38426,0,38426,0.000000,0.004938,7.591857,202.498634,2.387695,0.881173,0.889815,3
9,1.000000,38813,387,38426,0.997089,0.004913,7.668311,203.522931,2.393426,0.881173,0.889815,3
9,5.000000,40391,1962,38429,4.857518,0.004814,7.979635,207.747322,2.416929,0.881173,0.889815,3
9,10.000000,42609,4178,38431,9.805440,0.004687,8.417106,213.338766,2.449779,0.881173,0.889815,3
9,25.000000,51123,12687,38436,24.828355,0.004240,10.099140,235.858340,2.578283,0.881173,0.889815,3
10,0.000000,38443,0,38443,0.000000,0.006359,7.765917,157.255601,5.004883,0.773810,0.765476,3
10,1.000000,38837,390,38447,1.004197,0.006327,7.844778,158.053840,5.017314,0.773810,0.765476,3
10,5.000000,40421,1973,38448,4.883600,0.006198,8.164634,161.340755,5.068433,0.773810,0.765476,3
10,10.000000,42653,4203,38450,9.856282,0.006031,8.615211,165.817883,5.139246,0.773810,0.765476,3
10,25.000000,51130,12678,38452,24.803442,0.005459,10.327844,183.178480,5.411413,0.773810,0.765476,3
11,0.000000,38412,0,38412,0.000000,0.005920,7.689546,168.905640,6.191406,0.937500,0.943490,3
11,1.000000,38801,387,38414,0.997397,0.005891,7.767025,169.746476,6.205777,0.937500,0.943490,3
11,5.000000,40382,1967,38415,4.873458,0.005771,8.083705,173.271382,6.265764,0.937500,0.943490,3
11,10.000000,42590,4173,38417,9.798075,0.005620,8.524469,177.937818,6.344638,0.937500,0.943490,3
11,25.000000,51079,12659,38420,24.787095,0.005093,10.222591,196.343678,6.659844,0.937500,0.943490,3
12,0.000000,38426,0,38426,0.000000,0.004941,7.565816,202.394469,2.451172,0.910880,0.923611,4
12,1.000000,38817,387,38430,0.996986,0.004916,7.642071,203.418464,2.457174,0.910880,0.923611,4
12,5.000000,40398,1965,38433,4.864102,0.004816,7.952838,207.661510,2.481845,0.910880,0.923611,4
12,10.000000,42612,4178,38434,9.807097,0.004690,8.388318,213.219003,2.516948,0.910880,0.923611,4
