composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.670074,58.378092,0.017130,0.449219,0.000000,0.449219,0.000709,0.708800
2,2,7.664772,58.337604,0.017142,0.449219,0.063477,0.512695,0.000712,0.712000
3,2,7.644461,58.237833,0.017171,0.449219,0.393218,0.842437,0.000712,0.712000
4,2,7.608358,58.096060,0.017213,2.539062,2.180125,4.719188,0.000706,0.705600
5,2,7.588431,58.007085,0.017239,1.230469,0.813910,2.044379,0.000704,0.704000
6,3,7.676736,58.366179,0.017133,0.449219,0.448734,0.897953,0.000720,0.720000
7,3,7.606912,58.084960,0.017216,2.539062,2.245915,4.784978,0.000710,0.710400
8,3,7.586109,57.989216,0.017245,1.230469,0.877922,2.108391,0.000709,0.708800
9,3,7.611840,58.101602,0.017211,2.539062,2.575037,5.114099,0.000712,0.712000
10,3,7.566883,57.905306,0.017270,1.230469,1.200968,2.431437,0.000707,0.707200
11,3,7.588965,58.011153,0.017238,3.320312,2.989165,6.309477,0.000706,0.705600
12,4,7.603827,58.068606,0.017221,2.539062,2.638027,5.177089,0.000712,0.712000
13,4,7.566651,57.903528,0.017270,1.230469,1.266765,2.497234,0.000712,0.712000
14,4,7.570684,57.932764,0.017261,3.320312,3.048831,6.369143,0.000712,0.712000
15,4,7.569386,57.924453,0.017264,3.320312,3.367841,6.688154,0.000709,0.708800
16,5,7.569152,57.922619,0.017264,3.320312,3.437646,6.757959,0.000710,0.710400
