composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.338955,459.386128,0.002177,0.449219,0.000000,0.449219,0.016051,16.051200
2,2,7.329965,455.384200,0.002196,0.449219,0.063477,0.512695,0.015945,15.953600
3,2,7.462565,216.734335,0.004614,1.230469,0.799395,2.029863,0.007357,7.495200
4,2,7.348437,432.183577,0.002314,0.449219,0.389512,0.838730,0.015152,15.243200
5,2,7.732663,190.787963,0.005241,2.539062,2.145054,4.684116,0.006117,7.536000
6,3,7.350175,432.198066,0.002314,0.449219,0.452969,0.902188,0.015153,15.241200
7,3,7.462020,213.261001,0.004689,1.230469,0.863168,2.093637,0.007263,7.408800
8,3,7.887048,164.107290,0.006094,3.320312,2.939580,6.259893,0.005156,5.613600
9,3,7.732661,187.407694,0.005336,2.539062,2.208931,4.747993,0.006010,7.436800
10,3,7.766482,165.264826,0.006051,2.539062,2.531858,5.070921,0.005242,6.751600
11,3,7.488088,190.772535,0.005242,1.230469,1.185465,2.415934,0.006483,6.710800
12,4,7.772247,165.287371,0.006050,2.539062,2.596882,5.135944,0.005243,6.749600
13,4,7.493853,190.795080,0.005241,1.230469,1.250488,2.480957,0.006484,6.708800
14,4,7.884171,160.634619,0.006225,3.320312,3.002069,6.322382,0.005048,5.514400
15,4,7.918374,138.310266,0.007230,3.320312,3.323826,6.644138,0.004256,4.805600
16,5,7.925031,138.349962,0.007228,3.320312,3.388187,6.708500,0.004273,4.822800
