composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.292441,456.474552,0.002191,0.449219,0.000000,0.449219,0.016051,16.051200
2,2,7.277157,452.332103,0.002211,0.449219,0.067133,0.516352,0.015932,15.940800
3,2,7.254230,208.677915,0.004792,1.230469,0.799395,2.029863,0.007357,7.495200
4,2,7.261921,429.738295,0.002327,0.449219,0.386805,0.836023,0.015165,15.256000
5,2,7.252365,172.585285,0.005794,2.539062,2.145054,4.684116,0.006117,7.536000
6,3,7.257420,429.553833,0.002328,0.449219,0.453532,0.902750,0.015153,15.240800
7,3,7.247353,205.235950,0.004872,1.230469,0.863168,2.093637,0.007263,7.408800
8,3,7.247133,145.208121,0.006887,3.320312,2.939580,6.259893,0.005156,5.613600
9,3,7.246024,169.062686,0.005915,2.539062,2.209501,4.748563,0.005998,7.425600
10,3,7.242634,147.000256,0.006803,2.539062,2.527803,5.066866,0.005218,6.728000
11,3,7.240522,183.014834,0.005464,1.230469,1.185465,2.415934,0.006483,6.710800
12,4,7.246004,147.191280,0.006794,2.539062,2.593120,5.132182,0.005246,6.756400
13,4,7.239700,183.011637,0.005464,1.230469,1.250488,2.480957,0.006484,6.708800
14,4,7.238248,141.603733,0.007062,3.320312,3.002639,6.322952,0.005036,5.503200
15,4,7.239641,119.742264,0.008351,3.320312,3.323826,6.644138,0.004256,4.805600
16,5,7.238864,119.751546,0.008351,3.320312,3.388187,6.708500,0.004273,4.822800
