composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.098782,64.790255,0.015434,0.449219,0.000000,0.449219,0.030770,30.769600
2,2,7.868970,62.951756,0.015885,0.449219,0.063477,0.512695,0.030757,30.756800
3,2,7.661384,61.291068,0.016316,0.449219,0.375977,0.825195,0.030765,30.764800
4,2,7.889883,63.119061,0.015843,2.539062,2.089844,4.628906,0.030688,30.688000
5,2,7.641832,61.134655,0.016357,1.230469,0.781250,2.011719,0.030707,30.707200
6,3,7.654387,61.235098,0.016331,0.449219,0.439453,0.888672,0.030765,30.764800
7,3,7.827914,62.623314,0.015968,2.539062,2.153320,4.692383,0.030690,30.689600
8,3,7.541140,60.329116,0.016576,1.230469,0.844727,2.075195,0.030696,30.696000
9,3,7.807492,62.459938,0.016010,2.539062,2.465820,5.004883,0.030690,30.689600
10,3,7.472502,59.780012,0.016728,1.230469,1.157227,2.387695,0.030706,30.705600
11,3,7.882693,63.061541,0.015858,3.320312,2.871094,6.191406,0.030694,30.694400
12,4,7.800496,62.403968,0.016025,2.539062,2.529297,5.068359,0.030690,30.689600
13,4,7.465505,59.724041,0.016744,1.230469,1.220703,2.451172,0.030706,30.705600
14,4,7.820724,62.565794,0.015983,3.320312,2.934570,6.254883,0.030696,30.696000
15,4,7.800302,62.402418,0.016025,3.320312,3.247070,6.567383,0.030696,30.696000
16,5,7.793306,62.346447,0.016039,3.320312,3.310547,6.630859,0.030696,30.696000
