composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.427342,527.549886,0.001896,0.449219,0.000000,0.449219,0.257472,257.472000
2,2,8.181167,508.925040,0.001965,0.449219,0.064619,0.513838,0.255612,255.736000
3,2,7.933849,470.242836,0.002127,0.449219,0.384092,0.833310,0.243492,244.890000
4,2,7.803533,234.958455,0.004256,1.230469,0.799375,2.029844,0.117795,120.006000
5,2,7.816778,188.729493,0.005299,2.539062,2.138746,4.677809,0.097416,120.208000
6,3,7.919871,470.249121,0.002127,0.449219,0.447410,0.896629,0.243568,244.920000
7,3,7.691413,224.757356,0.004449,1.230469,0.863941,2.094410,0.116003,118.342000
8,3,7.745867,181.188344,0.005519,2.539062,2.204437,4.743499,0.095740,118.648000
9,3,7.590806,195.070058,0.005126,1.230469,1.185069,2.415537,0.103695,107.316000
10,3,7.694712,154.838778,0.006458,2.539062,2.530046,5.069109,0.083592,107.752000
11,3,7.661715,159.428683,0.006272,3.320312,2.938271,6.258584,0.081947,89.270000
12,4,7.577650,195.076511,0.005126,1.230469,1.249287,2.479756,0.103771,107.350000
13,4,7.680947,154.728316,0.006463,2.539062,2.594667,5.133729,0.083548,107.674000
14,4,7.590292,151.630383,0.006595,3.320312,3.003430,6.323743,0.080099,87.558000
15,4,7.539174,125.265586,0.007983,3.320312,3.322684,6.642996,0.067979,76.718000
16,5,7.527049,125.365095,0.007977,3.320312,3.389089,6.709401,0.068099,76.770000
