Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,400,0,400,0.000000,0.018041,6.928492,55.427937,0.449219,1.000000,1.000000,1
1,1.000000,404,4,400,0.990099,0.017952,6.997893,55.705541,0.449219,1.000000,1.000000,1
1,5.000000,418,18,400,4.306220,0.017644,7.240796,56.677154,0.449219,1.000000,1.000000,1
1,10.000000,443,43,400,9.706546,0.017120,7.674552,58.412177,0.449219,1.000000,1.000000,1
1,25.000000,527,127,400,24.098672,0.015566,9.131971,64.241854,0.449219,1.000000,1.000000,1
2,0.000000,400,0,400,0.000000,0.018053,6.924219,55.393752,0.512695,1.000000,1.000000,2
2,1.000000,406,5,401,1.231527,0.017940,7.011132,55.741450,0.523664,1.000000,1.000000,2
2,5.000000,419,18,401,4.295943,0.017654,7.236537,56.643073,0.523664,1.000000,1.000000,2
2,10.000000,446,44,402,9.865471,0.017130,7.670339,58.378329,0.513016,1.000000,1.000000,2
2,25.000000,528,125,403,23.674242,0.015609,9.091823,64.064312,0.523664,1.000000,1.000000,2
3,0.000000,401,0,401,0.000000,0.018057,6.922400,55.379200,0.825195,1.000000,1.000000,2
3,1.000000,406,5,401,1.231527,0.017945,7.009200,55.726401,0.833316,1.000000,1.000000,2
3,5.000000,419,18,401,4.295943,0.017659,7.234606,56.628022,0.841437,1.000000,1.000000,2
3,10.000000,445,43,402,9.662921,0.017153,7.652618,58.300170,0.842437,1.000000,1.000000,2
3,25.000000,528,125,403,24.053030,0.015619,9.083629,64.024117,0.847218,1.000000,1.000000,2
4,0.000000,400,0,400,0.000000,0.017967,6.957281,55.658248,4.628906,1.000000,1.000000,2
4,1.000000,406,5,401,1.231527,0.017855,7.044519,56.007344,4.646962,1.000000,1.000000,2
4,5.000000,419,17,402,4.057279,0.017592,7.253555,56.843631,4.674047,1.000000,1.000000,2
4,10.000000,441,40,401,9.070295,0.017110,7.653982,58.445198,4.719188,1.000000,1.000000,2
4,25.000000,520,118,402,22.884615,0.015650,9.016999,63.897264,4.848343,1.000000,1.000000,2
5,0.000000,400,0,400,0.000000,0.018034,6.931397,55.451178,2.011719,1.000000,1.000000,2
5,1.000000,404,4,400,0.990099,0.017944,7.000843,55.728960,2.016073,1.000000,1.000000,2
5,5.000000,419,18,401,4.295943,0.017636,7.243882,56.701308,2.029138,1.000000,1.000000,2
5,10.000000,440,39,401,8.863636,0.017194,7.608230,58.158702,2.044379,1.000000,1.000000,2
5,25.000000,525,124,401,23.809524,0.015601,9.093079,64.097905,2.132640,1.000000,1.000000,2
6,0.000000,401,0,401,0.000000,0.018056,6.922747,55.381974,0.888672,1.000000,1.000000,3
6,1.000000,408,5,403,1.225490,0.017944,7.009582,55.729411,0.897953,1.000000,1.000000,3
6,5.000000,419,17,402,4.057279,0.017680,7.217477,56.560944,0.897953,1.000000,1.000000,3
6,10.000000,447,43,404,9.619687,0.017134,7.668370,58.364609,0.918203,1.000000,1.000000,3
6,25.000000,531,125,406,23.917137,0.015623,9.079480,64.009049,0.902842,1.000000,1.000000,3
7,0.000000,400,0,400,0.000000,0.017969,6.956488,55.651903,4.692383,1.000000,1.000000,3
7,1.000000,407,5,402,1.228501,0.017857,7.043711,56.000938,4.710902,1.000000,1.000000,3
7,5.000000,420,17,403,4.047619,0.017594,7.252700,56.836943,4.738680,1.000000,1.000000,3
7,10.000000,444,40,404,9.009009,0.017112,7.653150,58.438840,4.784978,1.000000,1.000000,3
7,25.000000,527,122,405,23.149905,0.015622,9.046491,64.012253,4.935300,1.000000,1.000000,3
8,0.000000,400,0,400,0.000000,0.018038,6.929800,55.438400,2.075195,1.000000,1.000000,3
8,1.000000,406,5,401,1.231527,0.017926,7.016780,55.786368,2.090590,1.000000,1.000000,3
8,5.000000,421,18,403,4.275534,0.017640,7.242206,56.688263,2.092900,1.000000,1.000000,3
8,10.000000,443,39,404,8.803612,0.017198,7.606487,58.145434,2.108391,1.000000,1.000000,3
8,25.000000,533,127,406,24.015009,0.015557,9.140126,64.280039,2.204361,1.000000,1.000000,3
9,0.000000,401,0,401,0.000000,0.017963,6.958557,55.668455,5.004883,1.000000,1.000000,3
9,1.000000,406,5,401,1.231527,0.017852,7.045744,56.017205,5.024289,1.000000,1.000000,3
9,5.000000,422,18,404,4.265403,0.017587,7.256311,56.859664,5.058807,1.000000,1.000000,3
9,10.000000,445,41,404,9.213483,0.017095,7.665627,58.496926,5.119294,1.000000,1.000000,3
9,25.000000,527,122,405,23.149905,0.015615,9.051309,64.039750,5.291924,1.000000,1.000000,3
10,0.000000,401,0,401,0.000000,0.018035,6.930861,55.446888,2.387695,1.000000,1.000000,3
10,1.000000,406,5,401,1.231527,0.017923,7.017768,55.794515,2.400816,1.000000,1.000000,3
10,5.000000,421,18,403,4.275534,0.017638,7.243319,56.696910,2.413316,1.000000,1.000000,3
10,10.000000,442,38,404,8.597285,0.017216,7.590254,58.084748,2.431437,1.000000,1.000000,3
10,25.000000,529,124,405,23.629490,0.015608,9.086056,64.067955,2.559358,1.000000,1.000000,3
11,0.000000,400,0,400,0.000000,0.017935,6.969498,55.755984,6.191406,1.000000,1.000000,3
11,1.000000,406,5,401,1.231527,0.017823,7.056978,56.105950,6.215599,1.000000,1.000000,3
11,5.000000,418,18,400,4.306220,0.017540,7.283465,57.011852,6.257848,1.000000,1.000000,3
11,10.000000,442,39,403,8.823529,0.017120,7.632917,58.409995,6.303816,1.000000,1.000000,3
11,25.000000,527,123,404,23.529412,0.015530,9.128034,64.390463,6.607204,1.000000,1.000000,3
12,0.000000,401,0,401,0.000000,0.017963,6.958904,55.671229,5.068359,1.000000,1.000000,4
12,1.000000,407,5,402,1.228501,0.017851,7.046114,56.020118,5.088926,1.000000,1.000000,4
12,5.000000,423,17,406,4.018913,0.017588,7.255230,56.856776,5.122781,1.000000,1.000000,4
12,10.000000,445,39,406,9.213483,0.017108,7.653736,58.450703,5.177089,1.000000,1.000000,4
12,25.000000,530,121,409,23.207547,0.015602,9.064909,64.095539,5.369978,1.000000,1.000000,4
13,0.000000,401,0,401,0.000000,0.018034,6.931208,55.449662,2.451172,1.000000,1.000000,4
13,1.000000,407,5,402,1.228501,0.017922,7.018137,55.797429,2.465453,1.000000,1.000000,4
13,5.000000,423,18,405,4.255319,0.017637,7.243557,56.699298,2.471171,1.000000,1.000000,4
13,10.000000,445,38,407,8.539326,0.017215,7.590634,58.087705,2.497234,1.000000,1.000000,4
13,25.000000,529,122,407,23.440454,0.015628,9.065542,63.987238,2.632132,1.000000,1.000000,4
14,0.000000,400,0,400,0.000000,0.017937,6.968705,55.749639,6.254883,1.000000,1.000000,4
14,1.000000,408,5,403,1.225490,0.017825,7.056205,56.099832,6.279538,1.000000,1.000000,4
14,5.000000,421,18,403,4.275534,0.017542,7.282675,57.005710,6.322712,1.000000,1.000000,4
14,10.000000,445,39,406,8.764045,0.017123,7.631596,58.401586,6.369143,1.000000,1.000000,4
14,25.000000,533,124,409,23.452158,0.015542,9.116958,64.343179,6.680713,1.000000,1.000000,4
15,0.000000,401,0,401,0.000000,0.017932,6.970774,55.766191,6.567383,1.000000,1.000000,4
15,1.000000,408,5,403,1.225490,0.017820,7.058251,56.116195,6.592925,1.000000,1.000000,4
15,5.000000,419,17,402,4.057279,0.017559,7.267272,56.952231,6.632917,1.000000,1.000000,4
15,10.000000,443,38,405,8.577878,0.017118,7.633603,58.417748,6.694482,1.000000,1.000000,4
15,25.000000,530,123,407,23.396226,0.015538,9.119050,64.359680,7.022677,1.000000,1.000000,4
