composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.550643,480.996310,0.002079,0.449219,0.000000,0.449219,0.124032,124.032000
2,2,7.432321,470.359589,0.002126,0.449219,0.063477,0.512695,0.123132,123.192000
3,2,7.315394,440.814494,0.002269,0.449219,0.377668,0.826887,0.117320,118.004000
4,2,7.257469,217.060839,0.004607,1.230469,0.783971,2.014440,0.056620,57.688000
5,2,7.277565,177.308491,0.005640,2.539062,2.095486,4.634549,0.046864,57.888000
6,3,7.309194,440.789802,0.002269,0.449219,0.441387,0.890605,0.117320,117.974000
7,3,7.204404,210.578242,0.004749,1.230469,0.847492,2.077961,0.055784,56.912000
8,3,7.243702,172.048997,0.005812,2.539062,2.159107,4.698170,0.045964,57.048000
9,3,7.157342,185.478727,0.005391,1.230469,1.161522,2.391991,0.049908,51.660000
10,3,7.221116,148.403902,0.006738,2.539062,2.469863,5.008926,0.040096,51.812000
11,3,7.210503,149.512641,0.006688,3.320312,2.880571,6.200883,0.039324,42.872000
12,4,7.151141,185.454035,0.005392,1.230469,1.225240,2.455709,0.049908,51.630000
13,4,7.215035,148.379690,0.006739,2.539062,2.533581,5.072644,0.040104,51.800000
14,4,7.176939,144.272347,0.006931,3.320312,2.944191,6.264504,0.038552,42.160000
15,4,7.154097,120.723059,0.008283,3.320312,3.257299,6.577611,0.032672,36.898000
16,5,7.148016,120.698847,0.008285,3.320312,3.321017,6.641329,0.032676,36.878000
