data_transfer_rate_mbps,rate_dir,workflow_type,composition_number,event_throughput,wall_time_per_event,cpu_time_per_event,network_transfer_mb_per_event,cpu_utilization,memory_occupancy,total_groups,job_overhead_secs_mean,job_overhead_secs_std,job_overhead_cpu_time_mean,job_overhead_cpu_time_std,job_overhead_sample_count
100,100MBps,case1_real,3,0.018563,6.936488,53.869423,0.825195,0.677404,0.806731,2,228.049707,93.227825,1683.892969,183.315564,800
100,100MBps,case1_real,4,0.021003,6.968273,47.611214,4.628906,0.900128,0.728426,2,426.706641,192.514905,2570.087500,224.726807,800
100,100MBps,case1_real,5,0.023243,6.942629,43.022887,2.011719,0.971774,0.945565,2,266.765879,130.709635,1394.785670,226.691565,799
100,100MBps,case1_real,6,0.018811,6.936559,53.159933,0.888672,0.930769,0.871154,3,228.491992,94.979120,1624.580469,137.418115,800
100,100MBps,case1_real,7,0.021007,6.966052,47.602329,4.692383,0.932671,0.822369,3,412.823926,170.685731,2514.556641,140.155127,800
100,100MBps,case1_real,8,0.023252,6.938848,43.007762,2.075195,0.980874,0.965847,3,242.799707,107.789296,1298.511328,164.837711,800
100,100MBps,case1_real,9,0.021006,6.967041,47.606285,5.004883,0.816752,0.852284,3,418.482073,182.429636,2536.111501,220.017110,801
100,100MBps,case1_real,10,0.023254,6.937797,43.003558,2.387695,0.854167,0.983025,3,236.230957,117.914026,1272.236328,284.528087,800
100,100MBps,case1_real,11,0.023169,6.977082,43.160698,6.191406,0.970833,0.966667,3,481.762891,397.282736,2254.364062,1319.129972,800
100,100MBps,case1_real,12,0.021323,6.967112,46.896795,5.068359,0.971939,0.889213,4,418.923806,182.869668,2476.873049,367.156489,801
100,100MBps,case1_real,13,0.023644,6.937868,42.294068,2.451172,1.000000,0.987269,4,236.673242,119.273121,1212.923828,131.687085,800
100,100MBps,case1_real,14,0.023174,6.974861,43.151813,6.254883,0.977564,0.977564,4,467.880176,389.147500,2198.833203,1293.884281,800
100,100MBps,case1_real,15,0.023172,6.975850,43.155769,6.567383,0.890625,1.000000,4,473.469589,393.459786,2220.782225,1309.415014,801
100,100MBps,case1_real,16,0.023559,6.975921,42.446279,6.630859,1.000000,1.000000,5,473.911322,393.602219,2161.543773,1327.990250,801
100,100MBps,case2_homo,1,0.017979,6.952432,55.619458,0.449219,1.000000,1.000000,1,328.111311,0.276525,2624.890488,2.212197,799
100,100MBps,case2_homo,2,0.018003,6.943263,55.546104,0.512695,1.000000,1.000000,2,270.731872,35.053992,2165.854975,280.431933,799
100,100MBps,case2_homo,3,0.018021,6.936488,55.491904,0.825195,1.000000,1.000000,2,228.049707,93.227825,1824.397656,745.822600,800
100,100MBps,case2_homo,4,0.017938,6.968273,55.746184,4.628906,1.000000,1.000000,2,426.706641,192.514905,3413.653125,1540.119240,800
100,100MBps,case2_homo,5,0.018005,6.942629,55.541033,2.011719,1.000000,1.000000,2,266.765879,130.709635,2134.127034,1045.677081,799
100,100MBps,case2_homo,6,0.018020,6.936559,55.492470,0.888672,1.000000,1.000000,3,228.491992,94.979120,1827.935938,759.832959,800
100,100MBps,case2_homo,7,0.017944,6.966052,55.728415,4.692383,1.000000,1.000000,3,412.823926,170.685731,3302.591406,1365.485851,800
100,100MBps,case2_homo,8,0.018015,6.938848,55.510784,2.075195,1.000000,1.000000,3,242.799707,107.789296,1942.397656,862.314367,800
100,100MBps,case2_homo,9,0.017942,6.967041,55.736327,5.004883,1.000000,1.000000,3,418.482073,182.429636,3347.856586,1459.437088,801
100,100MBps,case2_homo,10,0.018017,6.937797,55.502376,2.387695,1.000000,1.000000,3,236.230957,117.914026,1889.847656,943.312205,800
100,100MBps,case2_homo,11,0.017916,6.977082,55.816657,6.191406,1.000000,1.000000,3,481.762891,397.282736,3854.103125,3178.261890,800
100,100MBps,case2_homo,12,0.017941,6.967112,55.736893,5.068359,1.000000,1.000000,4,418.923806,182.869668,3351.390449,1462.957342,801
100,100MBps,case2_homo,13,0.018017,6.937868,55.502942,2.451172,1.000000,1.000000,4,236.673242,119.273121,1893.385938,954.184968,800
100,100MBps,case2_homo,14,0.017922,6.974861,55.798887,6.254883,1.000000,1.000000,4,467.880176,389.147500,3743.041406,3113.179997,800
100,100MBps,case2_homo,15,0.017919,6.975850,55.806799,6.567383,1.000000,1.000000,4,473.469589,393.459786,3787.756710,3147.678291,801
100,100MBps,case2_homo,16,0.017919,6.975921,55.807365,6.630859,1.000000,1.000000,5,473.911322,393.602219,3791.290574,3148.817748,801
100,100MBps,case3_hetero,1,0.002247,6.952432,444.955660,0.449219,0.264040,0.297781,1,328.111311,0.276525,20999.123905,17.697573,799
100,100MBps,case3_hetero,2,0.002266,6.943263,441.320564,0.512695,0.632755,0.649521,2,270.731872,35.053992,17024.804052,1248.565310,799
100,100MBps,case3_hetero,3,0.002383,6.936488,419.598018,0.825195,0.638221,0.640865,2,228.049707,93.227825,12487.610937,2524.646684,800
100,100MBps,case3_hetero,4,0.004899,6.942629,204.103441,2.011719,0.784274,0.812248,2,266.765879,130.709635,11911.392365,13030.525826,799
100,100MBps,case3_hetero,5,0.005895,6.968273,169.635772,4.628906,0.566964,0.575949,2,426.706641,192.514905,15223.571875,20038.240048,800
100,100MBps,case3_hetero,6,0.002383,6.936559,419.598301,0.888672,0.758814,0.768910,3,228.491992,94.979120,12489.380078,2517.559582,800
100,100MBps,case3_hetero,7,0.004980,6.938848,200.813176,2.075195,0.858948,0.877561,3,242.799707,107.789296,10082.351172,11127.194384,800
100,100MBps,case3_hetero,8,0.006008,6.966052,166.445347,4.692383,0.717720,0.723329,3,412.823926,170.685731,14033.419922,18500.718252,800
100,100MBps,case3_hetero,9,0.005572,6.937797,179.456966,2.387695,0.881173,0.889815,3,236.230957,117.914026,7856.039063,9366.160068,800
100,100MBps,case3_hetero,10,0.006886,6.967041,145.219697,5.004883,0.773810,0.765476,3,418.482073,182.429636,12607.348627,18560.682182,801
100,100MBps,case3_hetero,11,0.006992,6.977082,143.014596,6.191406,0.937500,0.943490,3,481.762891,397.282736,15091.225000,20389.082110,800
100,100MBps,case3_hetero,12,0.005572,6.937868,179.457249,2.451172,0.910880,0.923611,4,236.673242,119.273121,7857.808203,9365.128301,800
100,100MBps,case3_hetero,13,0.006886,6.967112,145.219980,5.068359,0.830357,0.830357,4,418.923806,182.869668,12609.115559,18559.709303,801
100,100MBps,case3_hetero,14,0.007152,6.974861,139.824172,6.254883,0.957933,0.962139,4,467.880176,389.147500,13901.073047,18871.798029,800
100,100MBps,case3_hetero,15,0.008432,6.975850,118.598522,6.567383,1.000000,0.993750,4,473.469589,393.459786,12475.166979,18920.156515,801
100,100MBps,case3_hetero,16,0.008432,6.975921,118.598805,6.630859,1.000000,1.000000,5,473.911322,393.602219,12476.933911,18919.214482,801
1000,1GBps,case1_real,1,0.017990,6.948389,55.587114,0.449219,0.762681,0.606884,1,302.811131,0.027652,2422.489049,0.221220,799
1000,1GBps,case1_real,2,0.018080,6.938649,55.308609,0.512695,0.882299,0.803832,2,241.856667,10.525131,1931.217733,125.963371,799
1000,1GBps,case1_real,3,0.018578,6.929061,53.826181,0.825195,0.677404,0.806731,2,181.632471,3.661628,1413.629297,185.672973,800
1000,1GBps,case1_real,4,0.021111,6.926613,47.369339,4.628906,0.900128,0.728426,2,166.330664,43.750836,1058.368750,76.643489,800
1000,1GBps,case1_real,5,0.023298,6.924524,42.922340,2.011719,0.971774,0.945565,2,153.465074,93.703600,765.581195,237.683063,799
1000,1GBps,case1_real,6,0.018824,6.928561,53.122316,0.888672,0.930769,0.871154,3,178.504199,16.034263,1389.473047,283.137282,800
1000,1GBps,case1_real,7,0.021116,6.923820,47.358169,4.692383,0.932671,0.822369,3,148.877393,17.093375,988.555664,186.738309,800
1000,1GBps,case1_real,8,0.023307,6.920171,42.904930,2.075195,0.980874,0.965847,3,126.069971,63.610089,655.811133,118.880075,800
1000,1GBps,case1_real,9,0.021119,6.921997,47.350875,5.004883,0.816752,0.852284,3,137.308881,9.437386,941.790925,261.059521,801
1000,1GBps,case1_real,10,0.023316,6.916308,42.889476,2.387695,0.854167,0.983025,3,101.923096,37.172150,559.223633,28.452809,800
1000,1GBps,case1_real,11,0.023305,6.921359,42.909683,6.191406,0.970833,0.966667,3,133.496289,74.312684,685.516406,169.519191,800
1000,1GBps,case1_real,12,0.021438,6.921496,46.647010,5.068359,0.971939,0.889213,4,134.184515,7.426270,917.664833,301.649238,801
1000,1GBps,case1_real,13,0.023705,6.915807,42.185611,2.451172,1.000000,0.987269,4,98.794824,33.557853,535.067383,71.914488,800
1000,1GBps,case1_real,14,0.023311,6.918567,42.898513,6.254883,0.977564,0.977564,4,116.043018,52.467646,615.703320,74.890760,800
1000,1GBps,case1_real,15,0.023315,6.916743,42.891219,6.567383,0.890625,1.000000,4,104.515498,42.288474,569.404065,65.015024,801
1000,1GBps,case1_real,16,0.023704,6.916243,42.187354,6.630859,1.000000,1.000000,5,101.391132,39.360222,545.277973,95.269105,801
1000,1GBps,case2_homo,1,0.017990,6.948389,55.587114,0.449219,1.000000,1.000000,1,302.811131,0.027652,2422.489049,0.221220,799
1000,1GBps,case2_homo,2,0.018015,6.938649,55.509190,0.512695,1.000000,1.000000,2,241.856667,10.525131,1934.853332,84.201052,799
1000,1GBps,case2_homo,3,0.018040,6.929061,55.432490,0.825195,1.000000,1.000000,2,181.632471,3.661628,1453.059766,29.293021,800
1000,1GBps,case2_homo,4,0.018046,6.926613,55.412903,4.628906,1.000000,1.000000,2,166.330664,43.750836,1330.645313,350.006690,800
1000,1GBps,case2_homo,5,0.018052,6.924524,55.396190,2.011719,1.000000,1.000000,2,153.465074,93.703600,1227.720588,749.628800,799
1000,1GBps,case2_homo,6,0.018041,6.928561,55.428485,0.888672,1.000000,1.000000,3,178.504199,16.034263,1428.033594,128.274102,800
1000,1GBps,case2_homo,7,0.018054,6.923820,55.390563,4.692383,1.000000,1.000000,3,148.877393,17.093375,1191.019141,136.747004,800
1000,1GBps,case2_homo,8,0.018063,6.920171,55.361370,2.075195,1.000000,1.000000,3,126.069971,63.610089,1008.559766,508.880712,800
1000,1GBps,case2_homo,9,0.018058,6.921997,55.375975,5.004883,1.000000,1.000000,3,137.308881,9.437386,1098.471052,75.499090,801
1000,1GBps,case2_homo,10,0.018073,6.916308,55.330462,2.387695,1.000000,1.000000,3,101.923096,37.172150,815.384766,297.377199,800
1000,1GBps,case2_homo,11,0.018060,6.921359,55.370875,6.191406,1.000000,1.000000,3,133.496289,74.312684,1067.970312,594.501472,800
1000,1GBps,case2_homo,12,0.018060,6.921496,55.371971,5.068359,1.000000,1.000000,4,134.184515,7.426270,1073.476124,59.410162,801
1000,1GBps,case2_homo,13,0.018075,6.915807,55.326457,2.451172,1.000000,1.000000,4,98.794824,33.557853,790.358594,268.462824,800
1000,1GBps,case2_homo,14,0.018067,6.918567,55.348535,6.254883,1.000000,1.000000,4,116.043018,52.467646,928.344141,419.741165,800
1000,1GBps,case2_homo,15,0.018072,6.916743,55.333947,6.567383,1.000000,1.000000,4,104.515498,42.288474,836.123986,338.307793,801
1000,1GBps,case2_homo,16,0.018073,6.916243,55.329943,6.630859,1.000000,1.000000,5,101.391132,39.360222,811.129057,314.881775,801
1000,1GBps,case3_hetero,1,0.002249,6.948389,444.696910,0.449219,0.264040,0.297781,1,302.811131,0.027652,19379.912390,1.769757,799
1000,1GBps,case3_hetero,2,0.002267,6.938649,441.064802,0.512695,0.632755,0.649521,2,241.856667,10.525131,15424.292671,1300.368491,799
1000,1GBps,case3_hetero,3,0.002385,6.929061,419.365283,0.825195,0.638221,0.640865,2,181.632471,3.661628,11033.021094,2590.372021,800
1000,1GBps,case3_hetero,4,0.004917,6.924524,203.387659,2.011719,0.784274,0.812248,2,153.465074,93.703600,7432.160513,8156.854409,799
1000,1GBps,case3_hetero,5,0.005952,6.926613,168.022803,4.628906,0.566964,0.575949,2,166.330664,43.750836,5142.517187,6318.369498,800
1000,1GBps,case3_hetero,6,0.002385,6.928561,419.363281,0.888672,0.758814,0.768910,3,178.504199,16.034263,11020.508008,2640.488797,800
1000,1GBps,case3_hetero,7,0.004997,6.920171,200.100383,2.075195,0.858948,0.877561,3,126.069971,63.610089,5627.395117,6236.986358,800
1000,1GBps,case3_hetero,8,0.006067,6.923820,164.835367,4.692383,0.717720,0.723329,3,148.877393,17.093375,3971.041992,4577.810999,800
1000,1GBps,case3_hetero,9,0.005594,6.916308,178.767201,2.387695,0.881173,0.889815,3,101.923096,37.172150,3545.003906,4268.458167,800
1000,1GBps,case3_hetero,10,0.006962,6.921997,143.632744,5.004883,0.773810,0.765476,3,137.308881,9.437386,2701.274189,2965.375605,801
1000,1GBps,case3_hetero,11,0.007075,6.921359,141.338346,6.191406,0.937500,0.943490,3,133.496289,74.312684,4614.662500,6671.889059,800
1000,1GBps,case3_hetero,12,0.005594,6.915807,178.765199,2.451172,0.910880,0.923611,4,98.794824,33.557853,3532.490820,4277.178750,800
1000,1GBps,case3_hetero,13,0.006962,6.921496,143.630742,5.068359,0.830357,0.830357,4,134.184515,7.426270,2688.776724,2974.351548,801
1000,1GBps,case3_hetero,14,0.007238,6.918567,138.150910,6.254883,0.957933,0.962139,4,116.043018,52.467646,3443.187305,4930.555633,800
1000,1GBps,case3_hetero,15,0.008551,6.916743,116.948287,6.567383,1.000000,0.993750,4,104.515498,42.288474,2174.078496,3286.811119,801
1000,1GBps,case3_hetero,16,0.008551,6.916243,116.946285,6.630859,1.000000,1.000000,5,101.391132,39.360222,2161.581032,3292.908789,801
10000,10GBps,case1_real,1,0.017991,6.947985,55.583879,0.449219,0.762681,0.606884,1,300.281113,0.002765,2402.248905,0.022122,799
10000,10GBps,case1_real,2,0.018081,6.938187,55.305181,0.512695,0.882299,0.803832,2,238.969146,15.046014,1909.767581,143.209069,799
10000,10GBps,case1_real,3,0.018580,6.928319,53.821856,0.825195,0.677404,0.806731,2,176.990747,13.052994,1386.602930,221.863663,800
10000,10GBps,case1_real,4,0.021121,6.922447,47.345151,4.628906,0.900128,0.728426,2,140.293066,28.892289,907.196875,105.716628,800
10000,10GBps,case1_real,5,0.023303,6.922713,42.912285,2.011719,0.971774,0.945565,2,142.134993,90.003524,702.660748,238.790022,799
10000,10GBps,case1_real,6,0.018826,6.927761,53.118554,0.888672,0.930769,0.871154,3,173.505420,27.012011,1365.962305,304.724502,800
10000,10GBps,case1_real,7,0.021127,6.919597,47.333753,4.692383,0.932671,0.822369,3,122.482739,5.187776,835.955566,218.207656,800
10000,10GBps,case1_real,8,0.023313,6.918304,42.894647,2.075195,0.980874,0.965847,3,114.396997,60.021739,591.541113,122.178316,800
10000,10GBps,case1_real,9,0.021130,6.917492,47.325334,5.004883,0.816752,0.852284,3,109.191562,23.433078,782.358868,304.717595,801
10000,10GBps,case1_real,10,0.023322,6.914159,42.878068,2.387695,0.854167,0.983025,3,88.492310,30.544483,487.922363,2.845281,800
10000,10GBps,case1_real,11,0.023318,6.915787,42.884581,6.191406,0.970833,0.966667,3,98.669629,55.630148,528.631641,153.870541,800
10000,10GBps,case1_real,12,0.021449,6.916935,46.622031,5.068359,0.971939,0.889213,4,105.710586,25.200965,761.744011,333.898772,801
10000,10GBps,case1_real,13,0.023711,6.913601,42.174765,2.451172,1.000000,0.987269,4,85.006982,29.573120,467.281738,80.601144,800
10000,10GBps,case1_real,14,0.023325,6.912937,42.873182,6.254883,0.977564,0.977564,4,80.859302,28.325825,457.390332,78.155265,800
10000,10GBps,case1_real,15,0.023329,6.910833,42.864763,6.567383,0.890625,1.000000,4,67.620089,14.808550,404.266249,104.869360,801
10000,10GBps,case1_real,16,0.023718,6.910275,42.161461,6.630859,1.000000,1.000000,5,64.139113,3.936022,383.651393,118.427293,801
10000,10GBps,case2_homo,1,0.017991,6.947985,55.583879,0.449219,1.000000,1.000000,1,300.281113,0.002765,2402.248905,0.022122,799
10000,10GBps,case2_homo,2,0.018016,6.938187,55.505498,0.512695,1.000000,1.000000,2,238.969146,15.046014,1911.753168,120.368109,799
10000,10GBps,case2_homo,3,0.018042,6.928319,55.426548,0.825195,1.000000,1.000000,2,176.990747,13.052994,1415.925977,104.423956,800
10000,10GBps,case2_homo,4,0.018057,6.922447,55.379575,4.628906,1.000000,1.000000,2,140.293066,28.892289,1122.344531,231.138312,800
10000,10GBps,case2_homo,5,0.018057,6.922713,55.381705,2.011719,1.000000,1.000000,2,142.134993,90.003524,1137.079944,720.028189,799
10000,10GBps,case2_homo,6,0.018043,6.927761,55.422087,0.888672,1.000000,1.000000,3,173.505420,27.012011,1388.043359,216.096091,800
10000,10GBps,case2_homo,7,0.018065,6.919597,55.356778,4.692383,1.000000,1.000000,3,122.482739,5.187776,979.861914,41.502208,800
10000,10GBps,case2_homo,8,0.018068,6.918304,55.346428,2.075195,1.000000,1.000000,3,114.396997,60.021739,915.175977,480.173912,800
10000,10GBps,case2_homo,9,0.018070,6.917492,55.339940,5.004883,1.000000,1.000000,3,109.191562,23.433078,873.532498,187.464623,801
10000,10GBps,case2_homo,10,0.018079,6.914159,55.313270,2.387695,1.000000,1.000000,3,88.492310,30.544483,707.938477,244.355863,800
10000,10GBps,case2_homo,11,0.018075,6.915787,55.326297,6.191406,1.000000,1.000000,3,98.669629,55.630148,789.357031,445.041186,800
10000,10GBps,case2_homo,12,0.018072,6.916935,55.335479,5.068359,1.000000,1.000000,4,105.710586,25.200965,845.684691,201.607720,801
10000,10GBps,case2_homo,13,0.018080,6.913601,55.308809,2.451172,1.000000,1.000000,4,85.006982,29.573120,680.055859,236.584961,800
10000,10GBps,case2_homo,14,0.018082,6.912937,55.303500,6.254883,1.000000,1.000000,4,80.859302,28.325825,646.874414,226.606596,800
10000,10GBps,case2_homo,15,0.018088,6.910833,55.286662,6.567383,1.000000,1.000000,4,67.620089,14.808550,540.960713,118.468397,801
10000,10GBps,case2_homo,16,0.018089,6.910275,55.282201,6.630859,1.000000,1.000000,5,64.139113,3.936022,513.112906,31.488177,801
10000,10GBps,case3_hetero,1,0.002249,6.947985,444.671035,0.449219,0.264040,0.297781,1,300.281113,0.002765,19217.991239,0.176976,799
10000,10GBps,case3_hetero,2,0.002267,6.938187,441.039226,0.512695,0.632755,0.649521,2,238.969146,15.046014,15264.241532,1305.561227,799
10000,10GBps,case3_hetero,3,0.002385,6.928319,419.342010,0.825195,0.638221,0.640865,2,176.990747,13.052994,10887.562109,2597.010232,800
10000,10GBps,case3_hetero,4,0.004918,6.922713,203.316081,2.011719,0.784274,0.812248,2,142.134993,90.003524,6984.237328,7669.504713,799
10000,10GBps,case3_hetero,5,0.005957,6.922447,167.861506,4.628906,0.566964,0.575949,2,140.293066,28.892289,4134.411719,4947.060741,800
10000,10GBps,case3_hetero,6,0.002385,6.927761,419.339779,0.888672,0.758814,0.768910,3,173.505420,27.012011,10873.620801,2652.847440,800
10000,10GBps,case3_hetero,7,0.004999,6.918304,200.029104,2.075195,0.858948,0.877561,3,114.396997,60.021739,5181.899512,5748.612295,800
10000,10GBps,case3_hetero,8,0.006073,6.919597,164.674369,4.692383,0.717720,0.723329,3,122.482739,5.187776,2964.804199,3185.981148,800
10000,10GBps,case3_hetero,9,0.005596,6.914159,178.698224,2.387695,0.881173,0.889815,3,88.492310,30.544483,3113.900391,3759.163188,800
10000,10GBps,case3_hetero,10,0.006970,6.917492,143.474049,5.004883,0.773810,0.765476,3,109.191562,23.433078,1710.666745,1409.607815,801
10000,10GBps,case3_hetero,11,0.007084,6.915787,141.170721,6.191406,0.937500,0.943490,3,98.669629,55.630148,3567.006250,5312.942083,800
10000,10GBps,case3_hetero,12,0.005596,6.913601,178.695993,2.451172,0.910880,0.923611,4,85.006982,29.573120,3099.959082,3769.273664,800
10000,10GBps,case3_hetero,13,0.006970,6.916935,143.471818,5.068359,0.830357,0.830357,4,105.710586,25.200965,1696.742841,1422.634720,801
10000,10GBps,case3_hetero,14,0.007247,6.912937,137.983584,6.254883,0.957933,0.962139,4,80.859302,28.325825,2397.398730,3546.191603,800
10000,10GBps,case3_hetero,15,0.008563,6.910833,116.783264,6.567383,1.000000,0.993750,4,67.620089,14.808550,1143.969647,1728.049477,801
10000,10GBps,case3_hetero,16,0.008563,6.910275,116.781033,6.630859,1.000000,1.000000,5,64.139113,3.936022,1130.045744,1734.142251,801
