composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.659091,75.485933,0.013248,0.449219,0.000000,0.449219,0.064528,64.528000
2,2,9.163911,71.395362,0.014007,0.449161,0.064048,0.513209,0.064276,64.276000
3,2,8.666704,65.850619,0.015186,0.449219,0.386042,0.835261,0.062644,62.644000
4,2,8.389412,55.627591,0.017977,2.539062,2.140818,4.679881,0.055160,58.768000
5,2,8.390057,49.410984,0.020238,1.230469,0.800961,2.031430,0.049976,42.297000
6,3,8.639643,64.972721,0.015391,0.449219,0.450921,0.900140,0.061838,62.656000
7,3,8.247709,55.072334,0.018158,2.539062,2.206109,4.745171,0.055176,58.564000
8,3,8.166092,48.534007,0.020604,1.230469,0.865805,2.096273,0.049964,42.050000
9,3,8.142766,54.657498,0.018296,2.539062,2.528142,5.067205,0.055164,56.926000
10,3,7.959754,47.732294,0.020950,1.230469,1.185154,2.415622,0.049992,40.452000
11,3,8.061708,48.133595,0.020776,3.320312,2.942327,6.262639,0.049980,40.991000
12,4,8.115070,53.772989,0.018597,2.539062,2.592519,5.131582,0.054340,56.906000
13,4,7.932394,46.850073,0.021345,1.230469,1.251924,2.482393,0.049170,40.432000
14,4,7.921281,47.581131,0.021017,3.320312,3.008187,6.328500,0.050008,40.803000
15,4,7.815889,47.169595,0.021200,3.320312,3.328668,6.648980,0.050004,39.167000
16,5,7.787598,46.282788,0.021606,3.320312,3.392579,6.712891,0.049180,39.151000
