composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,10.220099,77.729244,0.012865,0.449219,0.000000,0.449219,0.068272,68.272000
2,2,9.696165,73.746912,0.013560,0.449219,0.066793,0.516012,0.068245,68.244800
3,2,8.869082,67.484622,0.014818,1.230469,0.822824,2.053293,0.068162,68.161600
4,2,9.168406,69.737640,0.014339,0.449219,0.394418,0.843637,0.068246,68.246400
5,2,8.878583,67.522767,0.014810,2.539062,2.202507,4.741570,0.068235,68.235200
6,3,9.141208,69.524682,0.014383,0.449219,0.461502,0.910720,0.068261,68.260800
7,3,8.633311,65.687565,0.015224,1.230469,0.889766,2.120235,0.068139,68.139200
8,3,8.524469,64.856492,0.015419,3.320312,3.024326,6.344638,0.068144,68.144000
9,3,8.727835,66.376893,0.015065,2.539062,2.269360,4.808422,0.068259,68.259200
10,3,8.615211,65.524945,0.015261,2.539062,2.600183,5.139246,0.068245,68.244800
11,3,8.417106,64.036333,0.015616,1.230469,1.219310,2.449779,0.068174,68.174400
12,4,8.586824,65.307184,0.015312,2.539062,2.667121,5.206183,0.068254,68.254400
13,4,8.388318,63.816918,0.015670,1.230469,1.286480,2.516948,0.068179,68.179200
14,4,8.373861,63.710985,0.015696,3.320312,3.090800,6.411112,0.068168,68.168000
15,4,8.264435,62.871826,0.015905,3.320312,3.421888,6.742200,0.068174,68.174400
16,5,8.232987,62.641725,0.015964,3.320312,3.487480,6.807793,0.068154,68.153600
