Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,26945,0,26945,0.000000,0.003159,40.238450,316.592395,1.425781,0.750268,0.986610,2
1,1.000000,27212,266,26946,0.977510,0.003143,40.635801,318.167080,1.427269,0.750268,0.986610,2
1,5.000000,28329,1382,26947,4.878393,0.003080,42.302424,324.721719,1.438572,0.750268,0.986610,2
1,10.000000,29915,2968,26947,9.921444,0.002993,44.671130,334.067027,1.451660,0.750268,0.986610,2
1,25.000000,35884,8935,26949,24.902463,0.002709,53.582967,369.171854,1.506479,0.750268,0.986610,2
2,0.000000,26945,0,26945,0.000000,0.003159,40.238450,316.592395,1.425781,0.750268,0.999665,2
2,1.000000,27212,266,26946,0.977510,0.003143,40.635801,318.167080,1.427269,0.750268,0.999665,2
2,5.000000,28329,1382,26947,4.878393,0.003080,42.302424,324.721719,1.438572,0.750268,0.999665,2
2,10.000000,29915,2968,26947,9.921444,0.002993,44.671130,334.067027,1.451660,0.750268,0.999665,2
2,25.000000,35884,8935,26949,24.902463,0.002709,53.582967,369.171854,1.506479,0.750268,0.999665,2
3,0.000000,26946,0,26946,0.000000,0.003159,40.229091,316.554958,1.572266,0.833512,0.991073,3
3,1.000000,27215,266,26949,0.977402,0.003143,40.626436,318.132645,1.573813,0.833512,0.991073,3
3,5.000000,28333,1382,26951,4.877704,0.003080,42.292633,324.683442,1.588473,0.833512,0.991073,3
3,10.000000,29915,2964,26951,9.914758,0.002994,44.656092,334.018209,1.603820,0.833512,0.991073,3
3,25.000000,35888,8934,26954,24.899688,0.002709,53.569326,369.122865,1.674889,0.833512,0.991073,3
4,0.000000,26946,0,26946,0.000000,0.003159,40.229091,316.554958,1.572266,0.833512,0.999777,3
4,1.000000,27215,266,26949,0.977402,0.003143,40.626436,318.132645,1.573813,0.833512,0.999777,3
4,5.000000,28333,1382,26951,4.877704,0.003080,42.292633,324.683442,1.588473,0.833512,0.999777,3
4,10.000000,29915,2964,26951,9.914758,0.002994,44.656092,334.018209,1.603820,0.833512,0.999777,3
4,25.000000,35888,8934,26954,24.899688,0.002709,53.569326,369.122865,1.674889,0.833512,0.999777,3
5,0.000000,26886,0,26886,0.000000,0.003197,39.917055,312.804170,1.572266,0.833513,0.993026,3
5,1.000000,27156,266,26890,0.979526,0.003181,40.312152,314.363955,1.574348,0.833513,0.993026,3
5,5.000000,28267,1377,26890,4.878480,0.003117,41.962738,320.840902,1.587334,0.833513,0.993026,3
5,10.000000,29848,2956,26892,9.910212,0.003030,44.308147,330.062289,1.604313,0.833513,0.993026,3
5,25.000000,35805,8909,26896,24.893171,0.002742,53.147151,364.757309,1.673105,0.833513,0.993026,3
6,0.000000,26886,0,26886,0.000000,0.003197,39.917055,312.804170,1.572266,0.833513,0.999775,3
6,1.000000,27156,266,26890,0.979526,0.003181,40.312152,314.363955,1.574348,0.833513,0.999775,3
6,5.000000,28267,1377,26890,4.878480,0.003117,41.962738,320.840902,1.587334,0.833513,0.999775,3
6,10.000000,29848,2956,26892,9.910212,0.003030,44.308147,330.062289,1.604313,0.833513,0.999775,3
6,25.000000,35805,8909,26896,24.893171,0.002742,53.147151,364.757309,1.673105,0.833513,0.999775,3
7,0.000000,26838,0,26838,0.000000,0.006253,39.932115,159.914433,2.657148,1.000000,0.991287,3
7,1.000000,27106,266,26840,0.981333,0.006222,40.328127,160.709947,2.662582,1.000000,0.991287,3
7,5.000000,28218,1377,26841,4.879864,0.006097,41.981218,164.019525,2.686338,1.000000,0.991287,3
7,10.000000,29790,2949,26841,9.902652,0.005928,44.321102,168.702545,2.721234,1.000000,0.991287,3
7,25.000000,35763,8918,26845,24.941979,0.005363,53.202395,186.478711,2.846052,1.000000,0.991287,3
8,0.000000,26838,0,26838,0.000000,0.006253,39.932115,159.914433,2.657148,1.000000,1.000000,3
8,1.000000,27106,266,26840,0.981333,0.006222,40.328127,160.709947,2.662582,1.000000,1.000000,3
8,5.000000,28218,1377,26841,4.879864,0.006097,41.981218,164.019525,2.686338,1.000000,1.000000,3
8,10.000000,29790,2949,26841,9.902652,0.005928,44.321102,168.702545,2.721234,1.000000,1.000000,3
8,25.000000,35763,8918,26845,24.941979,0.005363,53.202395,186.478711,2.846052,1.000000,1.000000,3
9,0.000000,26932,0,26932,0.000000,0.003266,39.607509,306.229664,1.962891,0.833518,0.999769,3
9,1.000000,27200,266,26934,0.977941,0.003249,39.998751,307.762253,1.966163,0.833518,0.999769,3
9,5.000000,28319,1381,26938,4.880116,0.003184,41.639460,314.076204,1.991311,0.833518,0.999769,3
9,10.000000,29899,2960,26939,9.906686,0.003095,43.962628,323.087298,2.019763,0.833518,0.999769,3
9,25.000000,35856,8912,26944,24.866131,0.002802,52.716062,356.915093,2.139594,0.833518,0.999769,3
10,0.000000,26895,0,26895,0.000000,0.003575,39.384027,279.751400,3.769531,0.833555,0.955202,3
10,1.000000,27165,267,26898,0.982882,0.003557,39.775070,281.155838,3.776135,0.833555,0.955202,3
10,5.000000,28264,1365,26899,4.833003,0.003486,41.383415,286.834860,3.813658,0.833555,0.955202,3
10,10.000000,29843,2942,26901,9.858258,0.003389,43.692397,295.069145,3.861505,0.833555,0.955202,3
10,25.000000,35829,8927,26902,24.918362,0.003065,52.454084,326.218726,4.049419,0.833555,0.955202,3
11,0.000000,26895,0,26895,0.000000,0.003575,39.384027,279.751400,3.769531,0.833555,0.999723,3
11,1.000000,27165,267,26898,0.982882,0.003557,39.775070,281.155838,3.776135,0.833555,0.999723,3
11,5.000000,28264,1365,26899,4.833003,0.003486,41.383415,286.834860,3.813658,0.833555,0.999723,3
11,10.000000,29843,2942,26901,9.858258,0.003389,43.692397,295.069145,3.861505,0.833555,0.999723,3
11,25.000000,35829,8927,26902,24.918362,0.003065,52.454084,326.218726,4.049419,0.833555,0.999723,3
12,0.000000,26887,0,26887,0.000000,0.003197,39.907696,312.766734,1.718750,0.875135,0.994769,4
12,1.000000,27157,266,26891,0.979490,0.003181,40.302698,314.326281,1.721422,0.875135,0.994769,4
12,5.000000,28266,1373,26893,4.860964,0.003117,41.946393,320.792488,1.735358,0.875135,0.994769,4
12,10.000000,29852,2957,26895,9.912234,0.003030,44.298958,330.028164,1.757490,0.875135,0.994769,4
12,25.000000,35808,8908,26900,24.888293,0.002742,53.133891,364.718013,1.840924,0.875135,0.994769,4
13,0.000000,26887,0,26887,0.000000,0.003197,39.907696,312.766734,1.718750,0.875135,0.999831,4
13,1.000000,27157,266,26891,0.979490,0.003181,40.302698,314.326281,1.721422,0.875135,0.999831,4
13,5.000000,28266,1373,26893,4.860964,0.003117,41.946393,320.792488,1.735358,0.875135,0.999831,4
13,10.000000,29852,2957,26895,9.912234,0.003030,44.298958,330.028164,1.757490,0.875135,0.999831,4
13,25.000000,35808,8908,26900,24.888293,0.002742,53.133891,364.718013,1.840924,0.875135,0.999831,4
14,0.000000,26839,0,26839,0.000000,0.006255,39.922756,159.876997,2.803633,1.000000,0.993465,4
14,1.000000,27108,266,26842,0.981260,0.006224,40.318687,160.672348,2.809745,1.000000,0.993465,4
14,5.000000,28219,1377,26842,4.879691,0.006098,41.971481,163.981285,2.835023,1.000000,0.993465,4
14,10.000000,29790,2946,26844,9.892581,0.005929,44.305923,168.653467,2.873952,1.000000,0.993465,4
14,25.000000,35762,8912,26850,24.931492,0.005364,53.183555,186.422264,3.019983,1.000000,0.993465,4
15,0.000000,26839,0,26839,0.000000,0.006255,39.922756,159.876997,2.803633,1.000000,1.000000,4
15,1.000000,27108,266,26842,0.981260,0.006224,40.318687,160.672348,2.809745,1.000000,1.000000,4
15,5.000000,28219,1377,26842,4.879691,0.006098,41.971481,163.981285,2.835023,1.000000,1.000000,4
15,10.000000,29790,2946,26844,9.892581,0.005929,44.305923,168.653467,2.873952,1.000000,1.000000,4
15,25.000000,35762,8912,26850,24.931492,0.005364,53.183555,186.422264,3.019983,1.000000,1.000000,4
16,0.000000,26933,0,26933,0.000000,0.003266,39.598150,306.192227,2.109375,0.875139,0.999827,4
16,1.000000,27202,266,26936,0.977869,0.003250,39.989332,307.724697,2.113183,0.875139,0.999827,4
16,5.000000,28318,1379,26939,4.869694,0.003184,41.625969,314.062810,2.136466,0.875139,0.999827,4
16,10.000000,29898,2954,26944,9.893638,0.003095,43.944854,323.059527,2.169196,0.875139,0.999827,4
16,25.000000,35856,8911,26945,24.857764,0.002802,52.701643,356.935137,2.300691,0.875139,0.999827,4
17,0.000000,26933,0,26933,0.000000,0.003266,39.598150,306.192227,2.109375,0.875139,0.999827,4
17,1.000000,27202,266,26936,0.977869,0.003250,39.989332,307.724697,2.113183,0.875139,0.999827,4
17,5.000000,28318,1379,26939,4.869694,0.003184,41.625969,314.062810,2.136466,0.875139,0.999827,4
17,10.000000,29898,2954,26944,9.893638,0.003095,43.944854,323.059527,2.169196,0.875139,0.999827,4
17,25.000000,35856,8911,26945,24.857764,0.002802,52.701643,356.935137,2.300691,0.875139,0.999827,4
18,0.000000,26914,0,26914,0.000000,0.006302,39.620416,158.667637,2.803633,1.000000,0.994932,4
18,1.000000,27182,266,26916,0.978589,0.006271,40.012208,159.454639,2.809476,1.000000,0.994932,4
18,5.000000,28299,1379,26920,4.872964,0.006145,41.650804,162.735323,2.837003,1.000000,0.994932,4
18,10.000000,29870,2948,26922,9.876130,0.005975,43.962485,167.368727,2.875443,1.000000,0.994932,4
18,25.000000,35847,8922,26925,24.889112,0.005406,52.755551,184.965116,3.013618,1.000000,0.994932,4
19,0.000000,26914,0,26914,0.000000,0.006302,39.620416,158.667637,2.803633,1.000000,1.000000,4
19,1.000000,27182,266,26916,0.978589,0.006271,40.012208,159.454639,2.809476,1.000000,1.000000,4
19,5.000000,28299,1379,26920,4.872964,0.006145,41.650804,162.735323,2.837003,1.000000,1.000000,4
19,10.000000,29870,2948,26922,9.876130,0.005975,43.962485,167.368727,2.875443,1.000000,1.000000,4
19,25.000000,35847,8922,26925,24.889112,0.005406,52.755551,184.965116,3.013618,1.000000,1.000000,4
20,0.000000,26896,0,26896,0.000000,0.003575,39.374668,279.713964,3.916016,0.875166,0.966402,4
20,1.000000,27167,267,26900,0.982810,0.003557,39.765672,281.118324,3.923034,0.875166,0.966402,4
20,5.000000,28266,1365,26901,4.829123,0.003487,41.369806,286.788924,3.963603,0.875166,0.966402,4
20,10.000000,29841,2939,26902,9.848866,0.003390,43.677637,295.014993,4.015491,0.875166,0.966402,4
