composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.340461,517.621440,0.001932,0.445001,0.000000,0.445001,0.027712,27.712000
2,2,9.339814,514.666802,0.001943,0.446448,0.076701,0.523148,0.027552,27.584000
3,2,9.340746,490.390320,0.002039,0.445471,0.426733,0.872204,0.026280,26.436000
4,2,9.381117,236.680268,0.004225,1.227339,0.914261,2.141600,0.012721,12.962000
5,2,9.355276,194.121203,0.005151,2.528762,2.410894,4.939655,0.010496,12.992000
6,3,9.347320,490.446668,0.002039,0.446720,0.513982,0.960702,0.026240,26.418000
7,3,9.394434,232.628826,0.004299,1.227357,0.978064,2.205421,0.012495,12.766000
8,3,9.348339,191.551103,0.005221,2.524983,2.506697,5.031680,0.010500,13.000000
9,3,9.391532,204.995069,0.004878,1.230469,1.377506,2.607975,0.010928,11.358000
10,3,9.351311,167.110493,0.005984,2.515563,2.839801,5.355364,0.009064,11.716000
11,3,9.379828,161.642394,0.006186,3.315461,3.327410,6.642871,0.008763,9.590000
12,4,9.393816,206.193335,0.004850,1.230469,1.441519,2.671988,0.011132,11.568000
13,4,9.320830,165.105531,0.006057,2.515563,2.888922,5.404484,0.008888,11.548000
14,4,9.319658,159.108807,0.006285,3.311004,3.382102,6.693107,0.008695,9.518000
15,4,9.397394,133.022215,0.007518,3.320312,3.766362,7.086674,0.007099,8.114000
16,5,9.410301,134.344029,0.007444,3.320312,3.855502,7.175814,0.007235,8.248000
