composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.148684,518.632851,0.001928,0.449219,0.000000,0.449219,0.248960,248.960000
2,2,7.910339,500.260217,0.001999,0.449219,0.064619,0.513838,0.247096,247.216000
3,2,7.672274,462.254283,0.002163,0.449219,0.378514,0.827733,0.235404,236.766000
4,2,7.544909,231.013016,0.004329,1.230469,0.786008,2.016477,0.113881,116.018000
5,2,7.557368,185.437863,0.005393,2.539062,2.101129,4.640191,0.094048,116.096000
6,3,7.659475,462.203435,0.002164,0.449219,0.442353,0.891572,0.235416,236.736000
7,3,7.437522,221.082192,0.004523,1.230469,0.849797,2.080266,0.112208,114.464000
8,3,7.488770,177.863785,0.005622,2.539062,2.165072,4.704134,0.092252,114.424000
9,3,7.339527,191.888252,0.005211,1.230469,1.165293,2.395762,0.100392,103.896000
10,3,7.439700,151.946932,0.006581,2.539062,2.480959,5.020022,0.080540,103.934000
11,3,7.407924,156.457369,0.006392,3.320312,2.888167,6.208479,0.079008,86.144000
12,4,7.326594,191.894672,0.005211,1.230469,1.228546,2.459015,0.100456,103.902000
13,4,7.426969,151.953091,0.006581,2.539062,2.545128,5.084190,0.080616,103.968000
14,4,7.339743,148.960879,0.006713,3.320312,2.951884,6.272196,0.077400,84.656000
15,4,7.290686,123.031063,0.008128,3.320312,3.266785,6.587098,0.065624,74.104000
16,5,7.277775,123.036502,0.008128,3.320312,3.330954,6.651266,0.065692,74.118000
