composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,10.650315,74.768583,0.013375,0.448284,0.000000,0.448284,0.040672,40.672000
2,2,10.338273,72.335290,0.013825,0.448183,0.071475,0.519657,0.040516,40.516000
3,2,10.028458,68.386876,0.014623,0.448389,0.438735,0.887124,0.039492,39.492000
4,2,9.868325,58.891049,0.016981,2.530947,2.437381,4.968327,0.034588,36.947000
5,2,9.838579,52.677940,0.018983,1.223993,0.906992,2.130985,0.031360,26.619000
6,3,10.010469,67.465770,0.014822,0.448389,0.514735,0.963124,0.038978,39.500000
7,3,9.781451,58.598137,0.017065,2.532477,2.512985,5.045462,0.034616,36.839000
8,3,9.702460,52.208856,0.019154,1.224628,0.977600,2.202228,0.031380,26.502000
9,3,9.701035,58.298067,0.017153,2.528855,2.871092,5.399947,0.034572,35.781000
10,3,9.595369,51.834572,0.019292,1.227898,1.349579,2.577477,0.031384,25.588000
11,3,9.655448,52.018402,0.019224,3.303530,3.328274,6.631805,0.031324,25.826000
12,4,9.700247,57.399062,0.017422,2.532177,2.961908,5.494086,0.034042,35.776000
13,4,9.565701,50.858653,0.019662,1.226423,1.424823,2.651246,0.030842,25.540000
14,4,9.572600,51.740281,0.019327,3.298161,3.404057,6.702218,0.031340,25.705000
15,4,9.496923,51.455400,0.019434,3.297238,3.768389,7.065628,0.031324,24.644000
16,5,9.488916,50.596415,0.019764,3.307402,3.850520,7.157921,0.030858,24.741000
