composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.572572,67.220536,0.014876,0.449219,0.000000,0.449219,0.010152,10.152000
2,2,9.502308,66.729767,0.014986,0.449219,0.072617,0.521836,0.010157,10.156800
3,2,9.557134,67.173894,0.014887,1.230469,0.909255,2.139723,0.010133,10.132800
4,2,9.465784,66.470734,0.015044,0.449219,0.433296,0.882515,0.010162,10.161600
5,2,9.910392,69.620362,0.014364,2.539062,2.424637,4.963699,0.010146,10.145600
6,3,9.468953,66.495216,0.015039,0.449219,0.510288,0.959507,0.010160,10.160000
7,3,9.530296,66.985276,0.014929,1.230469,0.982396,2.212864,0.010142,10.142400
8,3,10.043805,70.615720,0.014161,3.320312,3.337415,6.657728,0.010130,10.129600
9,3,9.895882,69.519408,0.014384,2.539062,2.497833,5.036895,0.010160,10.160000
10,3,9.921299,69.694236,0.014348,2.539062,2.863664,5.402726,0.010150,10.150400
11,3,9.527976,67.000870,0.014925,1.230469,1.342126,2.572594,0.010128,10.128000
12,4,9.919719,69.700062,0.014347,2.539062,2.937780,5.476843,0.010154,10.153600
13,4,9.533295,67.034288,0.014918,1.230469,1.415806,2.646274,0.010138,10.137600
14,4,10.027857,70.509013,0.014183,3.320312,3.406954,6.727266,0.010138,10.137600
15,4,10.048858,70.666274,0.014151,3.320312,3.764992,7.085304,0.010134,10.134400
16,5,10.055675,70.705827,0.014143,3.320312,3.840619,7.160931,0.010147,10.147200
