composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.659091,603.887462,0.001656,0.449219,0.000000,0.449219,0.516224,516.224000
2,2,9.163911,569.631326,0.001756,0.449161,0.064048,0.513209,0.512556,512.792000
3,2,8.666704,513.640440,0.001947,0.449219,0.386042,0.835261,0.488020,490.834000
4,2,8.390057,262.697840,0.003807,1.230469,0.800961,2.031430,0.236371,240.806000
5,2,8.389412,204.733767,0.004884,2.539062,2.140818,4.679881,0.195200,241.024000
6,3,8.639643,513.566753,0.001947,0.449219,0.450921,0.900140,0.488088,490.786000
7,3,8.166092,245.419544,0.004075,1.230469,0.865805,2.096273,0.232766,237.436000
8,3,8.247709,192.560289,0.005193,2.539062,2.206109,4.745171,0.191916,237.976000
9,3,7.959754,207.720377,0.004814,1.230469,1.185154,2.415622,0.208540,215.772000
10,3,8.142766,161.205038,0.006203,2.539062,2.528142,5.067205,0.167484,216.094000
11,3,8.061708,173.055374,0.005778,3.320312,2.942327,6.262639,0.164053,178.794000
12,4,7.932394,207.459844,0.004820,1.230469,1.251924,2.482393,0.208240,215.382000
13,4,8.115070,160.951436,0.006213,2.539062,2.592519,5.131582,0.167184,215.704000
14,4,7.921281,160.901207,0.006215,3.320312,3.008187,6.328500,0.160841,175.826000
15,4,7.815889,129.494473,0.007722,3.320312,3.328668,6.648980,0.136357,153.906000
16,5,7.787598,129.239682,0.007738,3.320312,3.392579,6.712891,0.136061,153.526000
