composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.300822,592.287704,0.001688,0.449219,0.000000,0.449219,0.497267,497.267200
2,2,8.823925,558.704142,0.001790,0.449219,0.063591,0.512810,0.493715,493.939200
3,2,8.064252,256.783175,0.003894,1.230469,0.785170,2.015638,0.227192,231.472400
4,2,8.341875,503.843278,0.001985,0.449219,0.377922,0.827141,0.470239,472.935600
5,2,8.041013,199.229935,0.005019,2.539062,2.100377,4.639439,0.187840,232.000000
6,3,8.314864,503.749005,0.001985,0.449219,0.441404,0.890623,0.470265,472.848800
7,3,7.848186,239.809532,0.004170,1.230469,0.848805,2.079274,0.223667,228.171600
8,3,7.710739,168.061886,0.005950,3.320312,2.885465,6.205777,0.157818,171.981200
9,3,7.903330,187.245187,0.005341,2.539062,2.164146,4.703209,0.184648,229.033600
10,3,7.799278,156.458858,0.006391,2.539062,2.478252,5.017314,0.161018,207.876400
11,3,7.646607,202.829680,0.004930,1.230469,1.162957,2.393426,0.200226,207.198800
12,4,7.772174,156.350250,0.006396,2.539062,2.542029,5.081092,0.161005,207.749600
13,4,7.619791,202.722918,0.004933,1.230469,1.226705,2.457174,0.200229,207.094400
14,4,7.573680,156.091361,0.006407,3.320312,2.949537,6.269849,0.154652,169.042000
15,4,7.469364,125.309021,0.007980,3.320312,3.263645,6.583958,0.131019,147.876000
16,5,7.442320,125.201755,0.007987,3.320312,3.327326,6.647638,0.131019,147.765600
