composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.236571,56.644081,0.017654,0.449219,0.000000,0.449219,0.000669,0.668800
2,2,7.231549,56.404179,0.017729,0.449219,0.063477,0.512695,0.000668,0.668000
3,2,7.224963,43.836189,0.022812,1.230469,0.798669,2.029138,0.000519,0.440400
4,2,7.226686,54.893241,0.018217,0.449219,0.392219,0.841437,0.000650,0.649600
5,2,7.210111,48.302689,0.020703,2.539062,2.134984,4.674047,0.000572,0.611200
6,3,7.226457,54.173662,0.018459,0.449219,0.459703,0.908922,0.000642,0.650400
7,3,7.222711,43.827372,0.022817,1.230469,0.862431,2.092900,0.000521,0.439600
8,3,7.225426,43.837986,0.022811,3.320312,2.937535,6.257848,0.000518,0.425600
9,3,7.208664,48.297017,0.020705,2.539062,2.199618,4.738680,0.000573,0.608800
10,3,7.209324,48.296850,0.020705,2.539062,2.519745,5.058807,0.000574,0.594400
11,3,7.220868,43.820159,0.022821,1.230469,1.182847,2.413316,0.000521,0.422800
12,4,7.207665,47.574388,0.021020,2.539062,2.583719,5.122781,0.000566,0.595200
13,4,7.220643,43.117877,0.023192,1.230469,1.240703,2.471171,0.000514,0.425200
14,4,7.224039,43.832579,0.022814,3.320312,3.002400,6.322712,0.000521,0.426400
15,4,7.215086,43.813114,0.022824,3.320312,3.320072,6.640384,0.000520,0.408800
16,5,7.205678,43.075177,0.023215,3.320312,3.377241,6.697554,0.000511,0.408000
