composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.789290,59.159130,0.016904,0.449219,0.000000,0.449219,0.002848,2.848000
2,2,7.768416,59.000650,0.016949,0.449219,0.063477,0.512695,0.002872,2.872000
3,2,7.749634,58.858345,0.016990,0.449219,0.386128,0.835347,0.002864,2.864000
4,2,7.777420,59.070755,0.016929,2.539062,2.180125,4.719188,0.002848,2.848000
5,2,7.734314,58.798207,0.017007,1.230469,0.814733,2.045202,0.002848,2.848000
6,3,7.749038,58.853697,0.016991,0.449219,0.451055,0.900273,0.002872,2.872000
7,3,7.772028,59.029406,0.016941,2.539062,2.245909,4.784971,0.002864,2.864000
8,3,7.726674,58.735384,0.017026,1.230469,0.876165,2.106634,0.002872,2.872000
9,3,7.770819,59.020030,0.016943,2.539062,2.574717,5.113779,0.002864,2.864000
10,3,7.715154,58.668443,0.017045,1.230469,1.202040,2.432509,0.002864,2.864000
11,3,7.775880,59.073574,0.016928,3.320312,2.998561,6.318873,0.002864,2.864000
12,4,7.770342,59.016342,0.016944,2.539062,2.639644,5.178706,0.002880,2.880000
13,4,7.714617,58.664275,0.017046,1.230469,1.266967,2.497435,0.002872,2.872000
14,4,7.770307,59.030785,0.016940,3.320312,3.064345,6.384657,0.002872,2.872000
15,4,7.768868,59.020487,0.016943,3.320312,3.399589,6.719901,0.002872,2.872000
16,5,7.768391,59.016799,0.016944,3.320312,3.464516,6.784828,0.002888,2.888000
