composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.448999,57.509965,0.017388,0.449219,0.000000,0.449219,0.000688,0.688000
2,2,7.444614,57.476243,0.017398,0.449219,0.063477,0.512695,0.000704,0.704000
3,2,7.442420,57.460287,0.017403,0.449219,0.375977,0.825195,0.000704,0.704000
4,2,7.479732,57.749446,0.017316,2.539062,2.134984,4.674047,0.000704,0.704000
5,2,7.451789,57.533706,0.017381,1.230469,0.792137,2.022605,0.000696,0.696000
6,3,7.442755,57.462965,0.017403,0.449219,0.439453,0.888672,0.000712,0.712000
7,3,7.478710,57.741413,0.017319,2.539062,2.199618,4.738680,0.000704,0.704000
8,3,7.450267,57.521757,0.017385,1.230469,0.855792,2.086261,0.000712,0.712000
9,3,7.480847,57.757902,0.017314,2.539062,2.522246,5.061309,0.000696,0.696000
10,3,7.451017,57.527895,0.017383,1.230469,1.169726,2.400195,0.000696,0.696000
11,3,7.490563,57.841108,0.017289,3.320312,2.916234,6.236547,0.000704,0.704000
12,4,7.481302,57.761541,0.017313,2.539062,2.585723,5.124785,0.000712,0.712000
13,4,7.451471,57.531533,0.017382,1.230469,1.233203,2.463671,0.000712,0.712000
14,4,7.497915,57.867777,0.017281,3.320312,2.985882,6.306194,0.000728,0.728000
15,4,7.491917,57.851485,0.017286,3.320312,3.303496,6.623809,0.000712,0.712000
16,5,7.551857,58.093063,0.017214,3.320312,3.398495,6.718807,0.000736,0.736000
