Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
6,30m,0.001877,10.010469,532.820330,0.963124,0.758814,0.768910,3,5090,1236,3854,1236,32.070576,105297.423633,23067.547266,7470.219727,8774.785303,1922.295605,622.518311,15960.518848,1975.037695,1142.578125
6,1h,0.001977,9.471228,505.909601,0.948417,0.758814,0.768910,3,2516,591,1925,591,30.701299,181203.262817,30005.525635,6152.075195,22650.407852,3750.690704,769.009399,31888.539575,3776.579150,2285.156250
6,2h,0.002009,9.369456,497.700943,0.947270,0.758814,0.768910,3,1275,310,965,310,32.124352,375824.802393,65974.704785,17308.872070,37582.480239,6597.470479,1730.887207,63744.581030,7379.662061,4570.312500
6,4h,0.002023,9.393812,494.244540,0.943520,0.758814,0.768910,3,648,164,484,164,33.884298,637283.319702,72929.139404,0.000000,127456.663940,14585.827881,0.000000,127456.663940,14585.827881,0.000000
6,8h,0.002002,9.545163,499.528744,0.940653,0.758814,0.768910,3,335,90,245,90,36.734694,1391990.354980,204584.709961,31640.234375,173998.794373,25573.088745,3955.029297,254823.327881,29221.354004,15468.615723
6,12h,0.001988,9.618713,503.094563,0.932998,0.758814,0.768910,3,226,61,165,61,36.969697,2064797.405762,294707.311523,44326.557617,258099.675720,36838.413940,5540.819702,382247.493701,43802.208203,23203.017578
6,24h,0.002003,9.609551,499.304903,0.930081,0.758814,0.768910,3,117,31,86,31,36.046512,3995397.247412,520684.644824,46406.223145,665899.541235,86780.774137,7734.370524,764404.987402,87544.770801,46406.223145
7,15m,0.003587,10.331587,278.784579,2.214772,0.858948,0.877561,3,10194,2504,7690,2504,32.561769,44980.169434,11825.838867,3086.914062,3748.347453,985.486572,257.242839,16700.300537,1083.351074,571.289062
7,30m,0.003916,9.702460,255.377998,2.202228,0.858948,0.877561,3,5067,1223,3844,1223,31.815817,74917.124023,15165.248047,1603.515625,9364.640503,1895.656006,200.439453,33310.601074,1986.702148,1142.578125
7,1h,0.004157,9.340726,240.585643,2.193987,0.858948,0.877561,3,2515,592,1923,592,30.785231,217189.144531,34061.289062,4029.785156,21718.914453,3406.128906,402.978516,66531.202148,3793.404297,2285.156250
7,2h,0.004310,9.251548,232.007746,2.193476,0.858948,0.877561,3,1272,306,966,306,31.677019,211702.782227,74597.564453,20021.972656,19245.707475,6781.596768,1820.179332,132972.404297,7406.808594,4570.312500
7,4h,0.004295,9.382746,232.802880,2.194909,0.858948,0.877561,3,650,165,485,165,34.020619,872287.402173,135815.804346,17635.783691,87228.740217,13581.580435,1763.578369,265911.114697,14670.937500,9140.625000
7,8h,0.004228,9.563273,236.531151,2.214297,0.858948,0.877561,3,336,90,246,90,36.585366,1675096.958105,235750.216211,13462.226562,186121.884234,26194.468468,1495.802951,531732.229395,29093.358789,3688.281250
7,12h,0.004246,9.512423,235.533161,2.225734,0.858948,0.877561,3,223,57,166,57,34.337349,984445.370630,300067.541260,30344.680176,123055.671329,37508.442657,3793.085022,797553.344092,43550.038184,14473.544922
