Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.017856,7.000492,56.003937,0.449219,0.762681,0.606884,1
1,1.000000,0.017717,7.110047,56.442159,0.449219,0.762681,0.606884,1
1,5.000000,0.017473,7.307247,57.230957,0.449219,0.762681,0.606884,1
1,10.000000,0.016904,7.789290,59.159130,0.449219,0.762681,0.606884,1
1,25.000000,0.015233,9.476442,65.644804,0.445001,0.762681,0.606884,1
2,0.000000,0.017970,6.981627,55.649366,0.512695,0.882299,0.803832,2
2,1.000000,0.017830,7.090946,56.086644,0.512695,0.882299,0.803832,2
2,5.000000,0.017583,7.287674,56.873553,0.512695,0.882299,0.803832,2
2,10.000000,0.017008,7.768416,58.796520,0.512695,0.882299,0.803832,2
2,25.000000,0.015312,9.450478,65.307200,0.523148,0.882299,0.803832,2
3,0.000000,0.018487,6.964712,54.090607,0.825195,0.677404,0.806731,2
3,1.000000,0.018340,7.073792,54.526927,0.825195,0.677404,0.806731,2
3,5.000000,0.018094,7.269970,55.267716,0.835347,0.677404,0.806731,2
3,10.000000,0.017487,7.749634,57.186371,0.835347,0.677404,0.806731,2
3,25.000000,0.015757,9.428300,63.463830,0.872204,0.677404,0.806731,2
4,0.000000,0.020941,6.990269,47.753630,4.628906,0.900128,0.728426,2
4,1.000000,0.020807,7.100054,48.060446,4.662762,0.900128,0.728426,2
4,5.000000,0.020490,7.296779,48.803237,4.674047,0.900128,0.728426,2
4,10.000000,0.019783,7.777420,50.549365,4.719188,0.900128,0.728426,2
4,25.000000,0.017750,9.477198,56.338348,4.939655,0.900128,0.728426,2
5,0.000000,0.023183,6.965237,43.134439,2.011719,0.971774,0.945565,2
5,1.000000,0.023020,7.074415,43.439608,2.019883,0.971774,0.945565,2
5,5.000000,0.022635,7.270207,44.178930,2.022605,0.971774,0.945565,2
5,10.000000,0.021896,7.734314,45.670959,2.045202,0.971774,0.945565,2
5,25.000000,0.019694,9.418958,50.776575,2.128132,0.971774,0.945565,2
6,0.000000,0.018734,6.964267,53.377997,0.888672,0.930769,0.871154,3
6,1.000000,0.018582,7.073287,53.814077,0.888672,0.930769,0.871154,3
6,5.000000,0.018337,7.269554,54.533352,0.900273,0.930769,0.871154,3
6,10.000000,0.017714,7.749038,56.451167,0.900273,0.930769,0.871154,3
6,25.000000,0.015953,9.434643,62.684234,0.960702,0.930769,0.871154,3
7,0.000000,0.020950,6.985264,47.733609,4.692383,0.932671,0.822369,3
7,1.000000,0.020816,7.094942,48.040330,4.727103,0.932671,0.822369,3
7,5.000000,0.020515,7.272410,48.744127,4.728966,0.932671,0.822369,3
7,10.000000,0.019791,7.772028,50.528690,4.784971,0.932671,0.822369,3
7,25.000000,0.017830,9.459800,56.085713,4.974955,0.932671,0.822369,3
8,0.000000,0.023201,6.957052,43.101698,2.075195,0.980874,0.965847,3
8,1.000000,0.023038,7.066110,43.406748,2.083493,0.980874,0.965847,3
8,5.000000,0.022652,7.261842,44.145950,2.086259,0.980874,0.965847,3
8,10.000000,0.021890,7.726674,45.682955,2.106634,0.980874,0.965847,3
8,25.000000,0.019689,9.455013,50.789388,2.213273,0.980874,0.965847,3
9,0.000000,0.020952,6.984069,47.728829,5.004883,0.816752,0.852284,3
9,1.000000,0.020818,7.093670,48.035277,5.047202,0.816752,0.852284,3
9,5.000000,0.020501,7.290123,48.777164,5.057354,0.816752,0.852284,3
9,10.000000,0.019793,7.770819,50.524002,5.113779,0.816752,0.852284,3
9,25.000000,0.017800,9.464979,56.180697,5.355364,0.816752,0.852284,3
10,0.000000,0.023212,6.951837,43.080838,2.387695,0.854167,0.983025,3
10,1.000000,0.023049,7.060674,43.385326,2.397069,0.854167,0.983025,3
10,5.000000,0.022663,7.256385,44.124246,2.407221,0.854167,0.983025,3
10,10.000000,0.021927,7.715154,45.606077,2.432509,0.854167,0.983025,3
10,25.000000,0.019687,9.441873,50.795592,2.625473,0.854167,0.983025,3
11,0.000000,0.023125,6.992274,43.242586,6.191406,0.970833,0.966667,3
11,1.000000,0.022962,7.102084,43.549500,6.225262,0.970833,0.966667,3
11,5.000000,0.022579,7.297936,44.288463,6.232932,0.970833,0.966667,3
11,10.000000,0.021830,7.775880,45.808643,6.318873,0.970833,0.966667,3
11,25.000000,0.019560,9.501086,51.124527,6.615215,0.970833,0.966667,3
12,0.000000,0.021269,6.983624,47.016219,5.068359,0.971939,0.889213,4
12,1.000000,0.021131,7.093285,47.322907,5.110679,0.971939,0.889213,4
12,5.000000,0.020805,7.289888,48.065215,5.124785,0.971939,0.889213,4
12,10.000000,0.020085,7.770342,49.789278,5.178706,0.971939,0.889213,4
12,25.000000,0.018070,9.433261,55.340207,5.404484,0.971939,0.889213,4
13,0.000000,0.023603,6.951392,42.368228,2.451172,1.000000,0.987269,4
13,1.000000,0.023434,7.060289,42.672956,2.460546,1.000000,0.987269,4
13,5.000000,0.023047,7.255788,43.389162,2.472147,1.000000,0.987269,4
13,10.000000,0.022286,7.714617,44.871233,2.497435,1.000000,0.987269,4
13,25.000000,0.020000,9.463058,50.001029,2.698211,1.000000,0.987269,4
14,0.000000,0.023136,6.987269,43.222565,6.254883,0.977564,0.977564,4
14,1.000000,0.022973,7.096911,43.529144,6.289603,0.977564,0.977564,4
14,5.000000,0.022610,7.272870,44.228200,6.291061,0.977564,0.977564,4
14,10.000000,0.021840,7.770307,45.787248,6.384657,0.977564,0.977564,4
14,25.000000,0.019592,9.463575,51.040183,6.710446,0.977564,0.977564,4
15,0.000000,0.023139,6.986074,43.217785,6.567383,0.890625,1.000000,4
15,1.000000,0.022976,7.095520,43.523611,6.609702,0.890625,1.000000,4
15,5.000000,0.022593,7.291111,44.262052,6.619854,0.890625,1.000000,4
15,10.000000,0.021843,7.768868,45.782099,6.719901,0.890625,1.000000,4
15,25.000000,0.019579,9.503754,51.073955,7.010585,0.890625,1.000000,4
16,0.000000,0.023527,6.985629,42.505175,6.630859,1.000000,1.000000,5
16,1.000000,0.023358,7.095134,42.811241,6.673179,1.000000,1.000000,5
16,5.000000,0.022962,7.290876,43.550103,6.687285,1.000000,1.000000,5
16,10.000000,0.022199,7.768391,45.047375,6.784828,1.000000,1.000000,5
16,25.000000,0.019855,9.531046,50.364472,7.170466,1.000000,1.000000,5
