composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,6.997893,445.644329,0.002244,0.449219,0.000000,0.449219,0.005171,5.171200
2,2,7.011132,442.358425,0.002261,0.449219,0.074445,0.523664,0.005137,5.140800
3,2,7.000843,204.681583,0.004886,1.230469,0.785605,2.016073,0.002374,2.418400
4,2,7.009200,420.982178,0.002375,0.449219,0.384098,0.833316,0.004897,4.926800
5,2,7.044519,170.647072,0.005860,2.539062,2.107900,4.646962,0.001982,2.441600
6,3,7.009582,420.983683,0.002375,0.449219,0.448734,0.897953,0.004898,4.929200
7,3,7.016780,201.567665,0.004961,1.230469,0.860121,2.090590,0.002340,2.388000
8,3,7.056978,143.949207,0.006947,3.320312,2.895286,6.215599,0.001660,1.810400
9,3,7.043711,167.548999,0.005968,2.539062,2.171839,4.710902,0.001947,2.409600
10,3,7.045744,145.896924,0.006854,2.539062,2.485227,5.024289,0.001682,2.171600
11,3,7.017768,180.376987,0.005544,1.230469,1.170348,2.400816,0.002100,2.174000
12,4,7.046114,145.898381,0.006854,2.539062,2.549863,5.088926,0.001683,2.172000
13,4,7.018137,180.378443,0.005544,1.230469,1.234984,2.465453,0.002100,2.174400
14,4,7.056205,140.853437,0.007100,3.320312,2.959226,6.279538,0.001638,1.791200
15,4,7.058251,119.202130,0.008389,3.320312,3.272613,6.592925,0.001386,1.566000
16,5,7.058621,119.203587,0.008389,3.320312,3.337250,6.657562,0.001387,1.566400
