composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.252822,74.022575,0.013509,0.449219,0.000000,0.449219,0.061544,61.544000
2,2,8.786790,70.294316,0.014226,0.449219,0.063477,0.512695,0.061520,61.520000
3,2,8.340380,66.723036,0.014987,0.449219,0.375977,0.825195,0.061536,61.536000
4,2,8.418831,67.350645,0.014848,2.539062,2.089844,4.628906,0.061504,61.504000
5,2,8.183212,65.465695,0.015275,1.230469,0.781250,2.011719,0.061496,61.496000
6,3,8.320027,66.560217,0.015024,0.449219,0.439453,0.888672,0.061536,61.536000
7,3,8.288798,66.310386,0.015081,2.539062,2.153320,4.692383,0.061528,61.528000
8,3,7.975360,63.802876,0.015673,1.230469,0.844727,2.075195,0.061472,61.472000
9,3,8.216488,65.731906,0.015213,2.539062,2.465820,5.004883,0.061520,61.520000
10,3,7.806930,62.455436,0.016011,1.230469,1.157227,2.387695,0.061496,61.496000
11,3,8.246941,65.975525,0.015157,3.320312,2.871094,6.191406,0.061472,61.472000
12,4,8.196136,65.569087,0.015251,2.539062,2.529297,5.068359,0.061520,61.520000
13,4,7.786577,62.292617,0.016053,1.230469,1.220703,2.451172,0.061496,61.496000
14,4,8.116908,64.935266,0.015400,3.320312,2.934570,6.254883,0.061496,61.496000
15,4,8.044598,64.356786,0.015538,3.320312,3.247070,6.567383,0.061488,61.488000
16,5,8.024246,64.193967,0.015578,3.320312,3.310547,6.630859,0.061488,61.488000
