composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.134723,518.049041,0.001930,0.449219,0.000000,0.449219,0.248614,248.614400
2,2,7.896305,499.737059,0.002001,0.449219,0.063934,0.513152,0.246822,246.936000
3,2,7.652616,461.678694,0.002166,0.449219,0.377838,0.827056,0.235010,236.358000
4,2,7.516319,229.996010,0.004348,1.230469,0.785011,2.015480,0.113560,115.695200
5,2,7.505673,183.716065,0.005443,2.539062,2.100377,4.639439,0.093861,115.875200
6,3,7.639669,461.650024,0.002166,0.449219,0.441386,0.890605,0.235038,236.333200
7,3,7.407940,219.976764,0.004546,1.230469,0.848871,2.079340,0.111767,114.016800
8,3,7.436583,176.186241,0.005676,2.539062,2.164148,4.703210,0.092170,114.299200
9,3,7.305867,190.895354,0.005238,1.230469,1.162574,2.393042,0.100008,103.492000
10,3,7.383352,150.227640,0.006657,2.539062,2.477725,5.016788,0.080358,103.718800
11,3,7.341840,154.791791,0.006460,3.320312,2.885138,6.205450,0.078929,85.999200
12,4,7.292477,190.853553,0.005240,1.230469,1.226175,2.456643,0.100021,103.450400
13,4,7.369171,150.161515,0.006659,2.539062,2.541063,5.080125,0.080344,103.648000
14,4,7.272470,147.259559,0.006791,3.320312,2.948767,6.269079,0.077225,84.408800
15,4,7.219133,121.281060,0.008245,3.320312,3.261894,6.582206,0.065403,73.821600
16,5,7.205733,121.238898,0.008248,3.320312,3.325678,6.645990,0.065416,73.780000
